pis,start,end,amount,agency,relationship,id,title,funded,start-year,end-year
Ralph Archuleta,2/1/08,1/31/12,"$43,000 ",University of Southern California,Institutes of higher education,120044,SCEC3: Rupture Nucleation and the Evolution of dc,y,,
Ralph Archuleta,2/1/09,1/31/12,"$30,000 ",University of Southern California,Institutes of higher education,120044,SCEC3 Participations: Validation of High Frequency Ground Motion Simulations on the SCEC Broadband Platform,y,,
Ralph Archuleta,2/1/07,1/31/12,"$8,000 ",University of Southern California,Institutes of higher education,120044,A Collaborative Project: Rupture Dynamics Validation of the Numerical Simulation Method,y,,
Ralph Archuleta,2/1/07,1/31/12,"$24,000 ",University of Southern California,Institutes of higher education,120044,Rupture Dynamics on Sulti-Segment Faults,y,,
Ralph Archuleta,2/1/07,1/31/12,"$24,000 ",University of Southern California,Institutes of higher education,120044,Stress Drop and Source Description for Earthquakes 4 M 5.5 in Southern California,y,,
Ralph Archuleta,10/1/06,9/30/09,"$30,000 ",University of Southern California,Institutes of higher education,123879,A Petascale Cyberfacility for Seismic Hazard Analysis,y,,
Ralph Archuleta,2/1/12,1/31/15,"$25,000 ",University of Southern California,Institutes of higher education,20121443,SCEC4 Participation Project E: Dynamic Ruptures with Off-Fault Dissipation Processes: Constraints on Energy Partition Size-Dependent Levels of Prestress and Ground Motion Predictions,y,,
Ralph Archuleta,2/1/12,1/31/15,"$25,000 ",University of Southern California,Institutes of higher education,Y86552-D,SCEC4 Participation Project D: 1987 Superstition Hills Earthquake: A Triggered Event with a Complex Nucleation and Rupture Dynamics,y,,
Ralph Archuleta,2/1/13,1/31/15,"$25,000 ",University of Southern California,Institutes of higher education,SCEC4 ,Participation Project H: Incorporating Roughness and Supershear in UCSB Broadband Modeling,y,,
Ralph Archuleta Chen Ji,9/1/12,8/31/14,"$359,859 ",National Science Foundation,Federal agencies,EAR-1215769,Improving Resolution of Finite Inversions With Increasing Bandwidth,y,,
Ralph Archuleta Dylan Rood,2/1/07,1/31/12,"$20,053 ",University of Southern California,Institutes of higher education,120044,Evolution of Precariously Balanced Rocks in the Mojave Desert:Constraints on San Andreas Fault Rupture and Hazard Models,y,,
Ralph Archuleta Jamison Steidl,2/1/07,1/31/12,"$135,000 ",University of Southern California,Institutes of higher education,120044,SCEC3 Participation: SCEC Borehole Instrumentation Center,y,,
Roger Nisbet,9/1/09,12/31/10,"$138,400 ",University of California,UC-wide,019072-02,Integrating Bioenergetics Spatial Scales and Population Dynamics for Environmental Flow Assessment,y,,
Roger Nisbet,10/1/10,6/30/14,"$221,542 ",University of California,UC-wide,20110022,Investigations in Fisheries Ecology,y,,
Roger Nisbet,8/8/12,8/7/14,"$176,584 ",University of California,UC-wide,UCSCMCA 13-008,From the Watershed to the Ocean: Using NASA Data and Models to Understand and Predict Variations in Central California Salmon,y,,
Roland Geyer David Stoms,3/1/13,5/31/14,"$49,898 ",California Energy Commision,"California state, municipal agencies",20111479,Potential Rooftop Photovoltaic Electricity for Sustainable Transportation in California,y,,
Roland Geyer David Stoms Frank Davis,7/1/07,6/30/09,"$28,600 ",University of California,UC-wide,SB080040,Biodiversity and Biofuels: A Winning Combination in the San Joaquin Valley?,y,,
Roland Geyer Frank Davis David Stoms,10/1/09,9/30/13,"$218,120 ",National Science Foundation,Federal agencies,CBET-0932369,Spatially-explicit Life Cycle Assessment Tools for Environmental Sustainability,y,,
Sally MacIntyre,9/15/07,8/31/11,"$262,415 ",National Science Foundation,Federal agencies,ARC-0714085,Arctic lakes are seives: Will global warming close the pores?,y,,
Sally MacIntyre,9/1/09,8/31/15,"$7,494 ",National Science Foundation,Federal agencies,DEB-0919603,Collaborative Research: Arctic to the Amazon: Physcical Processes Controlling Gas Exchange from Freshwater Ecosystems,y,,
Sally MacIntyre,9/1/09,8/31/15,"$407,061 ",National Science Foundation,Federal agencies,DEB-0919603,Collaborative Research: Arctic to the Amazon: Physical Processes Controlling Gas Exchange from Freshwater Ecosystems,y,,
Samuel Sweet,9/10/10,12/30/12,"$45,644 ",US Department of Agriculture,Federal agencies,2010-CS-11052007-113,Conservation status of California Amphibians and Reptiles,y,,
Samuel Sweet,6/10/09,6/9/10,"$29,914 ",US Department of the Air Force,Federal agencies,FA4610-09-P-0102,California Tiger Salamander Survey,y,,
Samuel Sweet,6/1/12,6/1/17,"$12,013 ",US Fish and Wildlife Service,Federal agencies,F12AC01020,Research and Restoration at Casmalia Landfill: Ecosystem Evaluation and Restoration for Species Recovery,y,,
Sandra Seale Ralph Archuleta,1/1/12,6/30/13,"$63,193 ",US Department of Interior,Federal agencies,20111352,Liquefaction Hazard in Western Washington,y,,
Sangwon Suh,1/3/11,1/2/12,"$112,000 ",Exxon Mobile Corporation,"Private agency, foundation",SB100081,Incorporating Water Quality and Quantity in Water-Use Impact Assessment Modeling for Life Cycle Assessment: With Case Studies of Coal and Natural Gas-powered Electricity Generation,y,,
Sangwon Suh,3/15/13,2/28/15,"$99,795 ",National Science Foundation,Federal agencies,20130851,Impact of shale gas on renewable energies,y,,
Simone Pulver,7/1/09,2/28/14,"$253,556 ",National Science Foundation,Federal agencies,SES-100317,Collaborative Research: Creating Carbon Markets in Brazil and India: A Comparative Study of Firm Environmental Investment Decisions Under the Clean Development Mechanism,y,,
Stephane Maritorena David Siegel,2/1/08,1/31/12,"$397,652 ",National Aeronautics and Space Administration,Federal agencies,NNX08AF99A,Algorithm refinement for ocean color ESDR's,y,,
Stephane Maritorena David Siegel,2/8/11,2/7/15,"$487,545 ",National Aeronautics and Space Administration,Federal agencies,NNX11AE87G,From UV to Fluorescence a Semi-analytical Ocean Color Model for MODIS and Beyond,y,,
Stephane Maritorena David Siegel,4/19/11,4/18/12,"$48,615 ",National Aeronautics and Space Administration,Federal agencies,NNX11AH74G,Bio-optical algorithm studies for ACE: Benefits of UV bands to discriminate between CDM and phytoplankton light absorption in oceanic waters and other sensitivity analyses,y,,
Stephane Maritorena David Siegel,5/15/13,5/14/17,"$471,047 ",National Aeronautics and Space Administration,Federal agencies,NNX13AK22A,Creating Unified Ocean Color Data Records with Uncertainties,y,,
Stephane Maritorena David Siegel James Frew Norm Nelson,5/12/08,5/11/14,"$2,836,882 ",National Aeronautics and Space Administration,Federal agencies,NNX08AP36A,Beyond Chlorophyll: Implementation and Distribution of Innovative Ocean Color Earth Science Data Records,y,,
Susannah Porter,9/1/09,8/31/13,"$214,813 ",National Science Foundation,Federal agencies,922305,COLLABORATIVE RESEARCH: Ocean Oxidation and the Biosphere During Neoproterozoic Glaciation,y,,
Susannah Porter,5/1/13,4/30/15,"$40,000 ",National Science Foundation,Federal agencies,EAR-1251959,Collaborative Research: Estimating the Tempo of the Cambrian Explosion,y,,
Thomas Dunne,3/14/13,10/30/13,"$49,960 ",California Department of Water Resources,"California state, municipal agencies",20130814,Analysis of the Potential for Gravel Augmentation in the Robinson Reach Merced River,y,,
Thomas Dunne,11/15/07,11/30/15,"$286,582 ",California Department of Water Resources,"California state, municipal agencies",460007708,San Joaquin River Restoration Program,y,,
Thomas Dunne,11/15/07,2/28/10,"$53,491 ",California Department of Water Resources,"California state, municipal agencies",460007708,San Joaquin River Restoration Program,y,,
Thomas Dunne Erin Bray,4/1/11,9/30/13,"$102,876 ",UC Sea Grant College Program,UC-wide,R/SF-49,Effect of Direct and Interactive Disturbances of the Streamflow Regime of the Middle San Joaquin River on Key Instream Abiotic Drivers of Chinook Salmon (Oncorhynchus tshawytscha) Habitat,y,,
Tom Dunne Frank Davis Hunter Lenihan Bruce Kendall,6/1/06,6/30/13,"$1,400,000 ",CalFed Bay-Delta Program,"California state, municipal agencies",U-05-SC-058,How Abiotic Processes Biotic Processes and Their Interactions Sustain Habitat Characteristics and Functions in River Channels and their Floodplains: An Investigation of the Response of a Gravel-Bed Reach of the Merced River to Restoration,y,,
Toshiro Tanimoto,2/1/07,1/31/12,"$30,000 ",University of Southern California,Institutes of higher education,120044,SCEC3: Constraining the Evolving Architecture of the Plate Boundary Zone Through 3D Seismic Velocity and Anisotropy Mapping,y,,
Toshiro Tanimoto,2/1/07,1/31/12,"$40,000 ",University of Southern California,Institutes of higher education,120044,SCEC3 Participation: Using Seismic noise for the purpose of improving shallow S-wave velocity models,y,,
Toshiro Tanimoto Ralph Archuleta,2/1/07,1/31/12,"$60,000 ",University of Southern California,Institutes of higher education,120044,SCEC3: Using Seismic noise for the purpose of improving shallow S-wave velocity models,y,,
Toshiro Tanimoto Ralph Archuleta,2/1/11,1/31/12,"$15,000 ",University of Southern California,Institutes of higher education,120044,Using Seismic Noise for the Purpose of Improving Shallow S-Wave Velocity Models,y,,
Toshiro Tanimoto Ralph Archuleta,2/1/13,1/31/14,"$25,000 ",University of Southern California,Institutes of higher education,39073248,SCEC4 Participation Project G: Modeling high-frequency seismic waves in Southern California,y,,
Zhengming Wan,12/18/07,3/31/11,"$969,645 ",National Aeronautics and Space Administration,Federal agencies,NNX08AE62A,Refinement and validation of flexible operational algorithms for the generation of consistent long-term land-surface temperature/emissivity ESDR/CDR products,y,,
Zhengming Wan,3/11/11,9/10/13,"$406,523 ",National Aeronautics and Space Administration,Federal agencies,NNX11AG43G,Science Data Analysis Including TIR BRDF Retrieval for Improvements of the MODIS Land-Surface Temperature/Emissivity Products in Long-term Accuracy and Consistancy,y,,
