pis,start,end,amount,agency,relationship,id,title,funded,start-year,end-year
Keller,4/1/20,3/31/21,"$49,881 ",University of Florida,Institutes of higher education,20191661,Fate and transport modeling of Nano-Mg and Nano-Cu,n,2020,2021
Caylor,7/1/19,6/30/22,"$137,781 ","University of Georgia Research Foundation, Inc",Institutes of higher education,20190800,Promoting commercial farming among young people: Evaluating the impacts of a technology driven approach in the peanut value chain in northern Ghana,n,2019,2022
Heilmayr,9/1/19,8/31/24,"$551,311 ",University of Hawaii,Institutes of higher education,20190960,Corporate environmental governance of oil palm supply chains in Southeast Asia,n,2019,2024
Tague,8/1/15,7/31/19,"$112,534 ",University of Idaho,Institutes of higher education,20150811,"Increasing small-scale, woody bioenergy adoption in Idaho's Clearwater Basin",n,2015,2019
Caylor,6/15/19,6/14/23,"$576,338 ",University of Illinois,Institutes of higher education,20190382,"Modeling Food, Energy, and Water in Small-Holder Environmental Decision Systems (FEWSheds)",n,2019,2023
MacIntyre,1/1/16,12/31/18,"$249,697 ",University of New Hampshire,Institutes of higher education,20151081,Arctic and boreal lakes and ponds: quantifying and upscaling spatial and temporal variability in methane and carbon dioxide emissions,n,2016,2018
"Kostadinov, Maritorena",10/1/16,9/30/19,"$326,441 ",University of Pennsylvania,Institutes of higher education,20160938,Carbon-based phytoplankton community size structure: novel flexible global modeling and ocean-color remote sensing,n,2016,2019
"Kostadinov, Siegel",1/1/17,12/31/19,"$272,874 ",University of Pennsylvania,Institutes of higher education,20161258,Emergence of climate-driven trends in ocean biology from ocean color data and Earth System Model ensemble simulations,n,2017,2019
"Carlson, Archuleta",2/1/16,1/31/17,"$22,000 ",University of Southern California,Institutes of higher education,20161044,"SCEC4 Participation, Project J: Compactivity, Comminution, Heather, and Disorder - The Physics of Granular Fault Gouge",n,2016,2017
Archuleta,2/1/15,1/31/16,"$25,000 ",University of Southern California,Institutes of higher education,20151222,"SCEC4 Participation, Project O: Including Scattering in the UCSB Broadband Modeling Method",n,2015,2016
King,9/1/15,8/31/18,"$183,296 ",University of Texas - El Paso,Institutes of higher education,20150617,Using MODEX Concept for Model Improvement on Methane Cycling at the Species- and Community-level in an Arctic Tundra Ecosystem,n,2015,2018
Dozier,10/1/19,9/30/21,"$109,018 ",University of Utah,Institutes of higher education,20191266,Preparing for a Spaceborne Imaging Spectrometer: New Algorithms to Retrieve Snow and Ice Properties,n,2019,2021
Dozier,1/1/16,12/31/18,"$229,309 ",University of Vermont,Institutes of higher education,20151427,Inductive Modeling of Macro-Scale SWE Distribution Using Satellite Telemetry,n,2016,2018
Ding,7/1/16,6/30/18,"$27,827 ",University of Washington,Institutes of higher education,20161286, NSFGEO-NERC: Paleoclimate signaturesof the climate  response to West antarctic ice sheet collapse,n,2016,2018
Tague,8/1/17,7/31/22,"$112,000 ",University of Washington,Institutes of higher education,20170338,Northwest Advanced Forest and Farm Renewables Alliance -  NAFFRA Enabling Alternate Jet Fuel Production for “Powering All Flights for All Airlines”:Assessing Silviculture Impact of Forest Services,n,2017,2022
"Dozier, Bair",1/1/18,12/31/20,"$147,070 ",University of Washington,Institutes of higher education,20180111,Design and evaluation of a high-resolution radiation balance product for remote sensing of snow and glaciers,n,2018,2020
DeVries,1/1/17,12/31/19,"$315,057 ",University of Wisconsin,Institutes of higher education,20161314,Impacts of climate variability and change on ocean accumulation of anthropogenic carbon,n,2017,2019
Hacker,10/1/19,9/30/22,"$83,927 ",US - Israel Binational Science Foundation (BSF) (INTL),"Private agencies, foundations",20190673,In-situ U-Pb dating of dolomite,n,2019,2022
"Blankinship, Schimel",1/1/17,12/31/19,"$478,051 ",US Department of Agriculture,Federal agencies,20161152,Using decomposition modeling and soil microbial ecology to produce organic fertilizers with a programmed delayed nitrogen release,n,2017,2019
Keller,4/1/18,3/31/23,"$5,199,999 ",US Department of Agriculture,Federal agencies,20180001,Transdisciplinary Evaluation of Alternative Water Sources for Agriculture,n,2018,2023
Gardner,9/1/17,8/31/21,"$249,999 ",US Department of Agriculture,Federal agencies,20171093,Enhancing Natural Science Training of Hispanic Environmental Studies Majors,n,2017,2021
Oono,7/1/19,6/30/23,"$587,791 ",US Department of Agriculture,Federal agencies,20190378,The effects of the above- and below-ground microbiomes on resource optimization in the legume-rhizobia symbiosis,n,2019,2023
"Carvalho, Jones",5/1/16,4/30/19,"$441,651 ",US Department of Commerce,Federal agencies,20160449,Improving Forecast and Warning Decision Support for Fire Weather Hazards in coastal Santa Barbara County,n,2016,2019
"King, Schimel",10/1/15,9/30/18,"$1,412,365 ",US Department of Energy,Federal agencies,20150613,The Influence of Drought on Biotic and Abiotic Drivers of Ecosystem Carbon Storage and Flux,n,2015,2018
Ding,9/1/18,8/31/21,"$734,720 ",US Department of Energy,Federal agencies,20181081,The role of atmospheric and oceanic processes and feedbacks in shaping the Arctic warming,n,2018,2021
Oono,1/1/18,12/31/18,$0 ,US Department of Energy,Federal agencies,20181113,Characterizing the functional transition of endophytic fungi during plant senescence,n,2018,2018
Jasechko,10/1/19,9/30/24,"$742,828 ",US Department of Energy,Federal agencies,20191376,How Watershed Transit Times Impact River Biogeochemistry and Flows,n,2019,2024
"Melack, MacIntyre",10/1/16,9/30/19,"$539,368 ",US Department of Energy,Federal agencies,20160752,Carbon cycling through forested wetlands in the Amazon basin,n,2016,2019
"Schimel, King",12/1/16,11/30/19,"$599,281 ",US Department of Energy,Federal agencies,20160757,The Influence of Drought on Biotic and Abiotic Drivers of Ecosystem Carbon Storage and Flux,n,2016,2019
Keller,7/1/19,12/31/20,"$149,475 ",US Department of Interior,Federal agencies,20190649,Novel disinfection system using recyclable magnetic nanoparticles,n,2019,2020
Tague,9/1/18,8/31/20,"$24,999 ",US Department of Interior,Federal agencies,20181391,"Effects of climate change on carbon, water, and fire regimes in a fuels treated watershed in the southern Sierra Nevada",n,2018,2020
Simms,5/1/16,4/30/17,"$49,597 ",US Geological Survey,Federal agencies,20151271,Ground-Penetrating-Radar Characterization of Tsunami Impacts Associated with the 1700 AD Cascadia Rupture,n,2016,2017
Sorlien,1/1/16,12/31/16,"$68,146 ",US Geological Survey,Federal agencies,20151258,"Geometry and Quaternary deformation history of 100+ km-long active faults and folds, Ventura to Pt. Arguello, California",n,2016,2016
Steidl,2/1/15,1/31/20,"$1,089,076 ",US Geological Survey,Federal agencies,20150225,UCSB Geotechnical Array Monitoring Participation in ANSS,n,2015,2020
Simms,4/1/17,3/31/18,"$62,886 ",US Geological Survey,Federal agencies,20161272,Record of Holocene Earthquakes within the Santa Barbara Area based on Seismic Stratigraphy of a Small Coastal Lagoon,n,2017,2018
Sorlien,1/1/17,12/31/17,"$55,605 ",US Geological Survey,Federal agencies,20161268,"Digital faults and 3D velocity model, offshore south-central California",n,2017,2017
"Tanimoto, Archuleta",1/1/19,12/31/19,"$73,996 ",US Geological Survey,Federal agencies,20181350,Shallow rigidity structure from co-located pressure and seismic data and its comparison to Vs30,n,2019,2019
Tague,10/1/16,9/30/18,"$111,336 ",US Geological Survey,Federal agencies,20170402,Increase predictive power of climate change forest modeling by improving understanding of subsurface hydrology in giant sequoia mixed conifer forests,n,2016,2018
Gans,6/1/18,5/31/19,"$35,887 ",US Geological Survey,Federal agencies,20180590,"Geologic Mapping of the Snake and Deep Creek Ranges, Eastern Nevada: Unraveling the Geometry, Kinematics, and Timing of Episodic Cretaceous to Miocene Extensional Faulting",n,2018,2019
"Archuleta, Tanimoto",1/1/20,12/31/20,"$71,929 ",US Geological Survey,Federal agencies,20191432,Shallow rigidity structure from co-located pressure and seismic data and its comparison to Vs30,n,2020,2020
Simms,2/1/20,1/31/22,"$99,972 ",US Geological Survey,Federal agencies,20191482,"A record of earthquakes along the northern San Andreas Fault from the sedimentary record of Tomales Bay, California",n,2020,2022
Simms,1/1/16,12/31/18,"$30,000 ",US - Israel Binational Science Foundation (BSF) (INTL),"Private agencies, foundations",20150516,Archeology meets geology: an integrated framework to study coastal landscape and settlement response to sea-level rise and climate change ,n,2016,2018
MacIntyre,10/1/18,9/30/22,"$66,596 ",US - Israel Binational Science Foundation (BSF) (INTL),"Private agencies, foundations",20180673,Under the ice to ice-off: how do phytoplankton of an arctic lake adapt to changing physical conditions,n,2018,2022
Sweet,7/1/17,6/30/22,"$12,000 ",USDI Fish and Wildlife Services,Federal agencies,20171395,Research and Restoration at Casmalia Landfill: Ecosystem Evaluation and Restoration for Species Recovery 2017-2022,n,2017,2022
"Knapp, Smith",7/1/19,6/30/20,"$9,310 ",USDI Fish and Wildlife Services,Federal agencies,20191570,Chytrid Rapid Response Kits,n,2019,2020
"Knapp, Smith",7/1/19,6/30/21,"$49,500 ",USDI Fish and Wildlife Services,Federal agencies,20191571,Chytrid Testing and Treatments,n,2019,2021
Clark,10/1/16,9/30/18,"$94,960 ",USGS Powell Center,Federal agencies,20151211,Managed Aquifer Recharge: A cost effective and drought-resistant method for increasing local water supplies using reclaimed wastewater,n,2016,2018
Archuleta,8/1/15,7/31/19,"$558,034 ",Virginia Polytechnic Institute and State University,Institutes of higher education,20150602,Hazards SEES: Use of a Big Data Framework for Developing Earthquake Ground Motion Perdiction Models using Real Time Data from Multiple Sources,n,2015,2019
Hess,6/1/19,5/31/22,"$72,510 ",Virginia Polytechnic Institute and State University,Institutes of higher education,20190200,Land use/cover change on the Amazon floodplain and its impacts on fisheries,n,2019,2022
Tague,1/1/19,12/31/21,"$77,825 ","Washington State University (Pullman, WA)",Institutes of higher education,20190205,Coupling Earth observation data and ecohydrological modeling to predict disturbance-induced runoff and sedimentation for municipal water quantity and quality planning,n,2019,2021
Siegel,7/1/16,6/30/19,"$179,688 ",Woods Hole Oceanographic Institution,"Private agencies, foundations",20160937,"Comparing Ocean Carbon Export in the Northeast Atlantic Determined with Sediment Traps, In-Situ Tracers, New Camera Approaches and Satellite Algorithms",n,2016,2019
Stevenson,7/1/18,6/30/21,"$215,259 ",Woods Hole Oceanographic Institution,"Private agencies, foundations",20181091,'Rules for Drought' in the CMIP6 As Compared with Observations,n,2018,2021
