,Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5,filename
111,100,pub.1008429376,10.1002/2014gl060588,,,Biases of April 1 snow water equivalent records in the Sierra Nevada and their associations with large‐scale climate indices,Geophysical Research Letters,,,8/28/14,2014,41,16,5912-5918,All OA; Gold,Article,"Montoya, E. L.; Dozier, J.; Meiring, W.",,"Montoya, E. L. (California State University, Bakersfield); Dozier, J. (University of California, Santa Barbara); Meiring, W. (University of California, Santa Barbara)",9,2,,1.39,http://onlinelibrary.wiley.com/doi/10.1002/2014GL060588/pdf,https://app.dimensions.ai/details/publication/pub.1008429376,0406 Physical Geography and Environmental Geoscience,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,,Jeff-Dozier.csv
112,100,pub.1035201787,10.1002/wrcr.20387,,,Snow water equivalent in the Sierra Nevada: Blending snow sensor observations with snowmelt model simulations,Water Resources Research,,,2013-08,2013,49,8,5029-5046,All OA; Gold,Article,"Guan, Bin; Molotch, Noah P.; Waliser, Duane E.; Jepsen, Steven M.; Painter, Thomas H.; Dozier, Jeff",,"Guan, Bin (Jet Propulsion Lab; University of California Los Angeles); Molotch, Noah P. (Jet Propulsion Lab; University of Colorado Boulder); Waliser, Duane E. (Jet Propulsion Lab); Jepsen, Steven M. (University of California, Merced); Painter, Thomas H. (Jet Propulsion Lab); Dozier, Jeff (University of California, Santa Barbara)",61,20,,18.75,http://onlinelibrary.wiley.com/doi/10.1002/wrcr.20387/pdf,https://app.dimensions.ai/details/publication/pub.1035201787,0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering,Jeff-Dozier.csv
113,100,pub.1046365644,10.1016/j.advwatres.2013.03.006,,,Evaluation of distributed hydrologic impacts of temperature-index and energy-based snow models,Advances in Water Resources,,,2013-06,2013,56,,77-89,Closed,Article,"Kumar, Mukesh; Marks, Danny; Dozier, Jeff; Reba, Michele; Winstral, Adam","Kumar, Mukesh","Kumar, Mukesh (Duke University); Marks, Danny (Agricultural Research Service); Dozier, Jeff (University of California, Santa Barbara); Reba, Michele (Agricultural Research Service); Winstral, Adam (Agricultural Research Service)",66,21,,17.27,,https://app.dimensions.ai/details/publication/pub.1046365644,0102 Applied Mathematics; 0905 Civil Engineering; 0907 Environmental Engineering,09 Engineering,0102 Applied Mathematics,0905 Civil Engineering,01 Mathematical Sciences,0907 Environmental Engineering,Jeff-Dozier.csv
114,100,pub.1015809076,10.5194/tc-7-365-2013,,,Retention and radiative forcing of black carbon in eastern Sierra Nevada snow,The Cryosphere,,,2/28/13,2013,7,1,365-374,All OA; Gold,Article,"Sterle, K. M.; McConnell, J. R.; Dozier, J.; Edwards, R.; Flanner, M. G.",,"Sterle, K. M. (Desert Research Institute); McConnell, J. R. (Desert Research Institute); Dozier, J. (University of California, Santa Barbara); Edwards, R. (); Flanner, M. G. (University of Michigan)",48,11,,7.07,https://www.the-cryosphere.net/7/365/2013/tc-7-365-2013.pdf,https://app.dimensions.ai/details/publication/pub.1015809076,0406 Physical Geography and Environmental Geoscience,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,,Jeff-Dozier.csv
115,100,pub.1002130694,10.1016/j.advwatres.2012.03.002,,,Assessment of methods for mapping snow cover from MODIS,Advances in Water Resources,,,2013-01,2013,51,,367-380,Closed,Article,"Rittger, Karl; Painter, Thomas H.; Dozier, Jeff","Dozier, Jeff","Rittger, Karl (University of California, Santa Barbara); Painter, Thomas H. (California Institute of Technology); Dozier, Jeff (University of California, Santa Barbara)",186,63,,44.26,,https://app.dimensions.ai/details/publication/pub.1002130694,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Jeff-Dozier.csv
116,100,pub.1019941889,10.1146/annurev-environ-042711-121244,,,Environmental Informatics,Annual Review of Environment and Resources,,,11/21/12,2012,37,1,449-472,Closed,Article,"Frew, James E.; Dozier, Jeff",,"Frew, James E. (); Dozier, Jeff (University of California, Santa Barbara)",9,1,,3.86,,https://app.dimensions.ai/details/publication/pub.1019941889,0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,,Jeff-Dozier.csv
117,100,pub.1046783883,10.1016/j.coldregions.2012.02.007,,,A field study on failure of storm snow slab avalanches,Cold Regions Science and Technology,,,2012-08,2012,79,,20-28,Closed,Article,"Bair, Edward H.; Simenhois, Ron; Birkeland, Karl; Dozier, Jeff","Bair, Edward H.","Bair, Edward H. (University of California, Santa Barbara); Simenhois, Ron (); Birkeland, Karl (US Forest Service); Dozier, Jeff (University of California, Santa Barbara)",15,3,,3.79,,https://app.dimensions.ai/details/publication/pub.1046783883,0905 Civil Engineering; 0911 Maritime Engineering; 0904 Chemical Engineering,0905 Civil Engineering,0911 Maritime Engineering,09 Engineering,0904 Chemical Engineering,,Jeff-Dozier.csv
118,100,pub.1011516442,10.5194/tcd-6-2247-2012,,,Retention and radiative forcing of black carbon in Eastern Sierra Nevada snow,The Cryosphere Discussions,,,6/29/12,2012,6,3,2247-2264,All OA; Gold,Article,"Sterle, K. M.; McConnell, J. R.; Dozier, J.; Edwards, R.; Flanner, M. G.",,"Sterle, K. M. (Desert Research Institute); McConnell, J. R. (Desert Research Institute); Dozier, J. (University of California, Santa Barbara); Edwards, R. (); Flanner, M. G. (University of Michigan)",2,1,,0.36,https://doi.org/10.5194/tcd-6-2247-2012,https://app.dimensions.ai/details/publication/pub.1011516442,0406 Physical Geography and Environmental Geoscience,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,,Jeff-Dozier.csv
119,100,pub.1018449068,10.1029/2011eo430001,,,"Mountain hydrology, snow color, and the fourth paradigm",Eos,,,10/25/11,2011,92,43,373-374,All OA; Gold,Article,"Dozier, Jeff",,"Dozier, Jeff (University of California, Santa Barbara)",48,13,,6.21,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011EO430001,https://app.dimensions.ai/details/publication/pub.1018449068,0406 Physical Geography and Environmental Geoscience,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,,Jeff-Dozier.csv
120,100,pub.1001758279,10.5772/19474,,,Heat Transfer in the Environment: Development and Use of Fiber-Optic Distributed Temperature Sensing,,Developments in Heat Transfer,,9/15/11,2011,,,,All OA; Gold,Chapter,"Suárez, Francisco; Hausner, Mark B.; Dozier, Jeff; Selker, John S.; Tyler, Scott W.",,"Suárez, Francisco (); Hausner, Mark B. (); Dozier, Jeff (); Selker, John S. (); Tyler, Scott W. ()",10,6,,2.78,https://www.intechopen.com/chapter/pdf-download/19911,https://app.dimensions.ai/details/publication/pub.1001758279,0915 Interdisciplinary Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,,Jeff-Dozier.csv
121,100,pub.1050436258,10.1029/2010wr009278,,,Snow water equivalent along elevation gradients in the Merced and Tuolumne River basins of the Sierra Nevada,Water Resources Research,,,2011-08,2011,47,8,,All OA; Gold,Article,"Rice, Robert; Bales, Roger C.; Painter, Thomas H.; Dozier, Jeff",,"Rice, Robert (University of California, Merced); Bales, Roger C. (University of California, Merced); Painter, Thomas H. (Jet Propulsion Lab); Dozier, Jeff (University of California, Santa Barbara)",65,17,,18.91,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010WR009278,https://app.dimensions.ai/details/publication/pub.1050436258,0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering,Jeff-Dozier.csv
122,100,pub.1046513708,10.1016/j.coldregions.2010.08.004,,,In situ and photographic measurements of avalanche crown transects,Cold Regions Science and Technology,,,2010-11,2010,64,2,174-181,Closed,Article,"Bair, Edward H.; Birkeland, Karl W.; Dozier, Jeff","Bair, Edward H.","Bair, Edward H. (University of California, Santa Barbara); Birkeland, Karl W. (US Forest Service); Dozier, Jeff (University of California, Santa Barbara)",2,0,,0.44,,https://app.dimensions.ai/details/publication/pub.1046513708,0905 Civil Engineering; 0911 Maritime Engineering; 0904 Chemical Engineering,0905 Civil Engineering,0911 Maritime Engineering,09 Engineering,0904 Chemical Engineering,,Jeff-Dozier.csv
123,100,pub.1018107683,10.1029/2009wr008216,,,Social science in a water observing system,Water Resources Research,,,2009-11,2009,45,11,,All OA; Gold,Article,"Braden, John B.; Brown, Daniel G.; Dozier, Jeff; Gober, Patricia; Hughes, Sara M.; Maidment, David R.; Schneider, Sandra L.; Schultz, P. Wesley; Shortle, James S.; Swallow, Stephen K.; Werner, Carol M.",,"Braden, John B. (University of Illinois at Urbana Champaign); Brown, Daniel G. (University of Michigan); Dozier, Jeff (University of California, Santa Barbara); Gober, Patricia (Arizona State University); Hughes, Sara M. (University of California, Santa Barbara); Maidment, David R. (The University of Texas at Austin); Schneider, Sandra L. (University of South Florida); Schultz, P. Wesley (California State University, San Marcos); Shortle, James S. (Pennsylvania State University); Swallow, Stephen K. (University of Rhode Island); Werner, Carol M. (University of Utah)",41,8,,8.54,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2009WR008216,https://app.dimensions.ai/details/publication/pub.1018107683,0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering,Jeff-Dozier.csv
124,100,pub.1053401246,10.1016/j.rse.2007.07.029,,,Interpretation of snow properties from imaging spectrometry,Remote Sensing of Environment,,,2009-09,2009,113,,s25-s37,Closed,Article,"Dozier, Jeff; Green, Robert O.; Nolin, Anne W.; Painter, Thomas H.","Dozier, Jeff","Dozier, Jeff (University of California, Santa Barbara); Green, Robert O. (Jet Propulsion Lab); Nolin, Anne W. (Oregon State University); Painter, Thomas H. (University of Utah)",123,35,,20.2,,https://app.dimensions.ai/details/publication/pub.1053401246,0912 Materials Engineering,0912 Materials Engineering,09 Engineering,,,,Jeff-Dozier.csv
125,100,pub.1046942118,10.1029/2009eo180008,,,Lundquist Receives 2008 Cryosphere Young Investigator Award,Eos,,,5/5/09,2009,90,18,159-159,All OA; Gold,Article,"Dozier, Jeff; Lundquist, Jessica D.",,"Dozier, Jeff (University of California, Santa Barbara); Lundquist, Jessica D. (University of Washington)",0,0,,0,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2009EO180008,https://app.dimensions.ai/details/publication/pub.1046942118,1608 Sociology,1608 Sociology,16 Studies in Human Society,,,,Jeff-Dozier.csv
126,100,pub.1025464343,10.1016/j.rse.2009.01.001,,,"Retrieval of subpixel snow covered area, grain size, and albedo from MODIS",Remote Sensing of Environment,,,2009-04,2009,113,4,868-879,"All OA; Green, Published",Article,"Painter, Thomas H.; Rittger, Karl; McKenzie, Ceretha; Slaughter, Peter; Davis, Robert E.; Dozier, Jeff","Painter, Thomas H.","Painter, Thomas H. (University of Utah); Rittger, Karl (University of California, Santa Barbara); McKenzie, Ceretha (Cold Regions Research and Engineering Laboratory); Slaughter, Peter (University of California, Santa Barbara); Davis, Robert E. (Cold Regions Research and Engineering Laboratory); Dozier, Jeff (University of California, Santa Barbara)",286,83,,38.98,https://calhoun.nps.edu/bitstream/10945/52415/1/Painter_Retrieval_of_subpixel_snow_NPS_sponsorship.pdf,https://app.dimensions.ai/details/publication/pub.1025464343,0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics,Jeff-Dozier.csv
127,400,pub.1029805735,10.1098/rsta.2008.0187,19087938,,Computational provenance in hydrologic science: a snow mapping example,Philosophical Transactions of The Royal Society A Mathematical Physical and Engineering Sciences,,"Computer Simulation; Database Management Systems; Databases, Factual; Ecology; Information Dissemination; Information Storage and Retrieval; Internet; Models, Theoretical; Snow; Software; User-Computer Interface",3/13/09,2009,367,1890,1021-1033,All OA; Gold,Article,"Dozier, Jeff; Frew, James",,"Dozier, Jeff (University of California, Santa Barbara); Frew, James (University of California, Santa Barbara)",15,0,0.03,5.18,http://rsta.royalsocietypublishing.org/content/367/1890/1021.full.pdf,https://app.dimensions.ai/details/publication/pub.1029805735,0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,,Jeff-Dozier.csv
275,100,pub.1027542089,10.1007/978-3-642-32408-6_54,,,Multivariate Variogram and Madogram: Tools for Quantifying Diversity/Dissimilarity in Spatiotemporal Data,Lecture Notes in Earth System Sciences,Mathematics of Planet Earth,,2014,2014,,,235-238,Closed,Chapter,"Kyriakidis, Phaedon; Kitsiou, Dimitra; Kavroudakis, Dimitris","Kyriakidis, Phaedon","Kyriakidis, Phaedon (University of the Aegean; University of California, Santa Barbara); Kitsiou, Dimitra (University of the Aegean); Kavroudakis, Dimitris (University of the Aegean)",1,0,,0.24,,https://app.dimensions.ai/details/publication/pub.1027542089,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Phaedon-C-Kyriakidis.csv
276,200,pub.1045894628,10.1117/12.2028801,,,Classification of topography using DEM data and its correlation with the geology of Greece,Proceedings of SPIE,First International Conference on Remote Sensing and Geoinformation of the Environment (RSCy2013),,8/5/13,2013,8795,,87950s-87950s-9,Closed,Proceeding,"Zargli, Eleni; Liodakis, Stelios; Kyriakidis, Phaedon; Savvaidis, Alexandros",,"Zargli, Eleni (Institute of Engineering Seismology and Earthquake Engineering); Liodakis, Stelios (University of the Aegean); Kyriakidis, Phaedon (University of the Aegean); Savvaidis, Alexandros (Institute of Engineering Seismology and Earthquake Engineering)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1045894628,,,,,,,Phaedon-C-Kyriakidis.csv
277,100,pub.1023753654,10.1007/s11004-013-9470-5,,,Efficient Simulation of (Log)Normal Random Fields for Hydrogeological Applications,Mathematical Geosciences,,,2013-07,2013,45,5,531-556,Closed,Article,"Kyriakidis, Phaedon; Gaganis, Petros","Kyriakidis, Phaedon","Kyriakidis, Phaedon (University of the Aegean; University of California, Santa Barbara); Gaganis, Petros (University of the Aegean)",4,2,,1.79,,https://app.dimensions.ai/details/publication/pub.1023753654,0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,,Phaedon-C-Kyriakidis.csv
278,100,pub.1011541654,10.1080/01431161.2013.779399,,,"Forest mapping by geoinformatics for landscape fire behaviour modelling in coastal forests, Greece",International Journal of Remote Sensing,,,6/20/13,2013,34,12,4466-4490,Closed,Article,"Palaiologou, Palaiologos; Kalabokidis, Kostas; Kyriakidis, Phaedon",,"Palaiologou, Palaiologos (University of the Aegean); Kalabokidis, Kostas (University of the Aegean); Kyriakidis, Phaedon (University of the Aegean)",8,1,,1.9,,https://app.dimensions.ai/details/publication/pub.1011541654,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Phaedon-C-Kyriakidis.csv
279,400,pub.1000129081,10.1007/s10661-012-2781-z,22864579,,Assessing and monitoring semi-arid shrublands using object-based image analysis and multiple endmember spectral mixture analysis,Environmental Monitoring and Assessment,,California; Climate; Environment; Environmental Monitoring; Photography; Remote Sensing Technology; Salvia officinalis,2013-04,2013,185,4,3173-3190,Closed,Article,"Hamada, Yuki; Stow, Douglas A.; Roberts, Dar A.; Franklin, Janet; Kyriakidis, Phaedon C.","Hamada, Yuki","Hamada, Yuki (Argonne National Laboratory; San Diego State University); Stow, Douglas A. (San Diego State University); Roberts, Dar A. (University of California, Santa Barbara); Franklin, Janet (Arizona State University); Kyriakidis, Phaedon C. (University of California, Santa Barbara; University of the Aegean)",17,6,0.13,4.04,,https://app.dimensions.ai/details/publication/pub.1000129081,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Phaedon-C-Kyriakidis.csv
280,100,pub.1061612487,10.1109/tgrs.2012.2208467,,,Fusion of MODIS Images Using Kriging with External Drift,IEEE Transactions on Geoscience and Remote Sensing,,,2013-04,2013,51,4,2250-2259,Closed,Article,"Sales, Marcio H. Ribeiro; Souza, Carlos M.; Kyriakidis, Phaedon C.",,"Sales, Marcio H. Ribeiro (Wageningen University & Research; Federal University of Para); Souza, Carlos M. (Federal University of Para); Kyriakidis, Phaedon C. (University of California, Santa Barbara; University of the Aegean; Aristotle University of Thessaloniki)",33,13,,7.85,,https://app.dimensions.ai/details/publication/pub.1061612487,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Phaedon-C-Kyriakidis.csv
281,100,pub.1009559374,10.1080/13658816.2012.717630,,,Response to ‘Comments on “Combining spatial transition probabilities for stochastic simulation of categorical fields” with communications on some issues related to Markov chain geostatistics’,International Journal of Geographical Information Science,,,2012-10,2012,26,10,1741-1750,Closed,Article,"Cao, Guofeng; Kyriakidis, Phaedon C.; Goodchild, Michael F.",,"Cao, Guofeng (); Kyriakidis, Phaedon C. (); Goodchild, Michael F. ()",3,0,,0.78,,https://app.dimensions.ai/details/publication/pub.1009559374,0806 Information Systems; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,Phaedon-C-Kyriakidis.csv
