,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Benjamin S Halpern. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
28,300,pub.1099744551,10.1371/journal.pone.0190326,29261812,PMC5738101,"Correction: Group elicitations yield more consistent, yet more uncertain experts in understanding risks to ecosystem services in New Zealand bays",PLoS ONE,,,2017-12-20,2017,12,12,e0190326,All OA; Gold,Article,"Singh, Gerald G; Sinner, Jim; Ellis, Joanne; Kandlikar, Milind; Halpern, Benjamin S; Satterfield, Terre; Chan, Kai",,"Singh, Gerald G (); Sinner, Jim (); Ellis, Joanne (); Kandlikar, Milind (); Halpern, Benjamin S (); Satterfield, Terre (); Chan, Kai ()",1,1,0,,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0190326&type=printable,https://app.dimensions.ai/details/publication/pub.1099744551,,,,,,
29,500,pub.1091456807,10.1038/s41598-017-10723-1,28878250,PMC5587757,Improving understanding of the functional diversity of fisheries by exploring the influence of global catch reconstruction,Scientific Reports,,,2017-12,2017,7,1,10746,All OA; Gold,Article,"Nash, Kirsty L.; Watson, Reg A.; Halpern, Benjamin S.; Fulton, Elizabeth A.; Blanchard, Julia L.","Nash, Kirsty L.","Nash, Kirsty L. (University of Tasmania); Watson, Reg A. (University of Tasmania); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London); Fulton, Elizabeth A. (Commonwealth Scientific and Industrial Research Organisation); Blanchard, Julia L. (University of Tasmania)",2,2,0,0.78,https://www.nature.com/articles/s41598-017-10723-1.pdf,https://app.dimensions.ai/details/publication/pub.1091456807,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
30,100,pub.1090835586,10.1016/j.renene.2017.07.081,,,The trade-off between tidal-turbine array yield and impact on flow: A multi-objective optimisation problem,Renewable Energy,,,2017-12,2017,114,,1247-1257,"All OA; Green, Accepted & Submitted",Article,"du Feu, R.J.; Funke, S.W.; Kramer, S.C.; Culley, D.M.; Hill, J.; Halpern, B.S.; Piggott, M.D.","du Feu, R.J.","du Feu, R.J. (Imperial College London); Funke, S.W. (Simula Research Laboratory); Kramer, S.C. (Imperial College London); Culley, D.M. (Imperial College London); Hill, J. (University of York); Halpern, B.S. (University of California, Santa Barbara; Imperial College London); Piggott, M.D. (Imperial College London)",5,5,,2.21,http://spiral.imperial.ac.uk/bitstream/10044/1/52449/2/Manuscript%20%281%29.pdf,https://app.dimensions.ai/details/publication/pub.1090835586,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
31,500,pub.1092170333,10.1038/s41559-017-0319-z,29066813,,Planetary boundaries for a blue planet,Nature Ecology & Evolution,,Conservation of Natural Resources; Conservation of Water Resources; Ecosystem; Environmental Policy; Oceans and Seas,2017-11,2017,1,11,1625-1634,Closed,Article,"Nash, Kirsty L.; Cvitanovic, Christopher; Fulton, Elizabeth A.; Halpern, Benjamin S.; Milner-Gulland, E. J.; Watson, Reg A.; Blanchard, Julia L.","Nash, Kirsty L.","Nash, Kirsty L. (University of Tasmania); Cvitanovic, Christopher (University of Tasmania); Fulton, Elizabeth A. (Commonwealth Scientific and Industrial Research Organisation); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London); Milner-Gulland, E. J. (University of Oxford); Watson, Reg A. (University of Tasmania); Blanchard, Julia L. (University of Tasmania)",22,22,0.61,8.46,,https://app.dimensions.ai/details/publication/pub.1092170333,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
32,100,pub.1091883191,10.1016/j.biocon.2017.09.012,,,Conservation aquaculture: Shifting the narrative and paradigm of aquaculture's role in resource management,Biological Conservation,,,2017-11,2017,215,,162-168,Closed,Article,"Froehlich, Halley E.; Gentry, Rebecca R.; Halpern, Benjamin S.","Froehlich, Halley E.","Froehlich, Halley E. (University of California, Santa Barbara); Gentry, Rebecca R. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London)",14,14,,5.45,,https://app.dimensions.ai/details/publication/pub.1091883191,0602 Ecology; 0704 Fisheries Sciences; 06 Biological Sciences; 0604 Genetics; 05 Environmental Sciences; 0502 Environmental Science and Management; 07 Agricultural and Veterinary Sciences,0602 Ecology,0704 Fisheries Sciences,06 Biological Sciences,0604 Genetics,05 Environmental Sciences
33,500,pub.1090866849,10.1002/ecy.1961,28734087,,Density dependence governs when population responses to multiple stressors are magnified or mitigated,Ecology,,"Bayes Theorem; Ecology; Population Density; Stress, Physiological",2017-10,2017,98,10,2673-2683,Closed,Article,"Hodgson, Emma E.; Essington, Timothy E.; Halpern, Benjamin S.",,"Hodgson, Emma E. (University of Washington); Essington, Timothy E. (University of Washington); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London)",6,6,0.84,2.34,,https://app.dimensions.ai/details/publication/pub.1090866849,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
34,500,pub.1091119429,10.1038/s41559-017-0257-9,29046547,,Mapping the global potential for marine aquaculture,Nature Ecology & Evolution,,Aquaculture; Aquatic Organisms; Seafood,2017-09,2017,1,9,1317-1324,Closed,Article,"Gentry, Rebecca R.; Froehlich, Halley E.; Grimm, Dietmar; Kareiva, Peter; Parke, Michael; Rust, Michael; Gaines, Steven D.; Halpern, Benjamin S.","Gentry, Rebecca R.","Gentry, Rebecca R. (University of California, Santa Barbara); Froehlich, Halley E. (University of California, Santa Barbara); Grimm, Dietmar (); Kareiva, Peter (University of California Los Angeles); Parke, Michael (Pacific Islands Fisheries Science Center); Rust, Michael (National Oceanic and Atmospheric Administration); Gaines, Steven D. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London)",49,46,1.58,18.2,,https://app.dimensions.ai/details/publication/pub.1091119429,04 Earth Sciences; 0704 Fisheries Sciences; 0405 Oceanography; 07 Agricultural and Veterinary Sciences,04 Earth Sciences,0704 Fisheries Sciences,0405 Oceanography,07 Agricultural and Veterinary Sciences,
35,500,pub.1085567140,10.1016/j.jenvman.2017.05.032,28549274,,Mechanisms and risk of cumulative impacts to coastal ecosystem services: An expert elicitation approach,Journal of Environmental Management,,Biodiversity; Climate Change; Ecosystem; Fisheries; Humans; New Zealand,2017-09,2017,199,Proc. Natl. Acad. Sci. U. S. A. 110 1 2013,229-241,Closed,Article,"Singh, Gerald G.; Sinner, Jim; Ellis, Joanne; Kandlikar, Milind; Halpern, Benjamin S.; Satterfield, Terre; Chan, Kai M.A.","Singh, Gerald G.","Singh, Gerald G. (University of British Columbia); Sinner, Jim (Cawthron Institute); Ellis, Joanne (Cawthron Institute; King Abdullah University of Science and Technology); Kandlikar, Milind (University of British Columbia); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London); Satterfield, Terre (University of British Columbia); Chan, Kai M.A. (University of British Columbia)",12,11,0.11,5,,https://app.dimensions.ai/details/publication/pub.1085567140,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
36,100,pub.1093076185,10.1080/20964129.2017.1379888,,,Cumulative human impacts in the Bering Strait Region,Ecosystem Health and Sustainability,,,2017-08-03,2017,3,8,1379888,All OA; Gold,Article,"Afflerbach, Jamie C.; Yocum, Dan; Halpern, Benjamin S.",,"Afflerbach, Jamie C. (University of California, Santa Barbara); Yocum, Dan (University of California, Santa Barbara); Halpern, Benjamin S. ()",3,3,,0.99,https://www.tandfonline.com/doi/pdf/10.1080/20964129.2017.1379888?needAccess=true,https://app.dimensions.ai/details/publication/pub.1093076185,0602 Ecology; 0405 Oceanography; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0502 Environmental Science and Management,0699 Other Biological Sciences,04 Earth Sciences
37,500,pub.1090952868,10.1371/journal.pone.0182233,28767694,PMC5540475,"Group elicitations yield more consistent, yet more uncertain experts in understanding risks to ecosystem services in New Zealand bays",PLoS ONE,,Bays; Ecosystem; Environmental Exposure; Expert Testimony; Humans; Judgment; New Zealand; Observer Variation,2017-08-02,2017,12,8,e0182233,All OA; Gold,Article,"Singh, Gerald G.; Sinner, Jim; Ellis, Joanne; Kandlikar, Milind; Halpern, Benjamin S.; Satterfield, Terre; Chan, Kai",,"Singh, Gerald G. (University of British Columbia); Sinner, Jim (Cawthron Institute); Ellis, Joanne (King Abdullah University of Science and Technology); Kandlikar, Milind (University of British Columbia); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London); Satterfield, Terre (University of British Columbia); Chan, Kai (University of British Columbia)",6,5,0.49,2.68,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0182233&type=printable,https://app.dimensions.ai/details/publication/pub.1090952868,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
38,200,pub.1084823344,10.1093/biosci/bix053,,,Synthesis Centers as Critical Research Infrastructure,BioScience,,,2017-08-01,2017,67,8,750-759,All OA; Gold,Article,"Baron, Jill S.; Specht, Alison; Garnier, Eric; Bishop, Pamela; Campbell, C. Andrew; Davis, Frank W.; Fady, Bruno; Field, Dawn; Gross, Louis J.; Guru, Siddeswara M.; Halpern, Benjamin S.; Hampton, Stephanie E.; Leavitt, Peter R.; Meagher, Thomas R.; Ometto, Jean; Parker, John N.; Price, Richard; Rawson, Casey H.; Rodrigo, Allen; Sheble, Laura A.; Winter, Marten",,"Baron, Jill S. (University of Queensland); Specht, Alison (University of Queensland); Garnier, Eric (University of Queensland); Bishop, Pamela (University of Queensland); Campbell, C. Andrew (University of Queensland); Davis, Frank W. (University of Queensland); Fady, Bruno (University of Queensland); Field, Dawn (University of Queensland); Gross, Louis J. (University of Queensland); Guru, Siddeswara M. (University of Queensland); Halpern, Benjamin S. (University of Queensland); Hampton, Stephanie E. (University of Queensland); Leavitt, Peter R. (University of Queensland); Meagher, Thomas R. (University of Queensland); Ometto, Jean (University of Queensland); Parker, John N. (University of Queensland); Price, Richard (University of Queensland); Rawson, Casey H. (University of Queensland); Rodrigo, Allen (University of Queensland); Sheble, Laura A. (University of Queensland); Winter, Marten (University of Queensland)",14,13,,,https://academic.oup.com/bioscience/article-pdf/67/8/750/19425758/bix053.pdf,https://app.dimensions.ai/details/publication/pub.1084823344,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
39,500,pub.1090355836,10.1371/journal.pone.0178267,28678881,PMC5497940,Drivers and implications of change in global ocean health over the past five years,PLoS ONE,,"Algorithms; Climate Change; Conservation of Natural Resources; Ecological and Environmental Phenomena; Ecosystem; Fisheries; Geography; Humans; Hydrogen-Ion Concentration; Internationality; Marine Biology; Models, Theoretical; Oceans and Seas; Seawater",2017-07-05,2017,12,7,e0178267,All OA; Gold,Article,"Halpern, Benjamin S.; Frazier, Melanie; Afflerbach, Jamie; O’Hara, Casey; Katona, Steven; Lowndes, Julia S. Stewart; Jiang, Ning; Pacheco, Erich; Scarborough, Courtney; Polsenberg, Johanna",,"Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London); Frazier, Melanie (University of California, Santa Barbara); Afflerbach, Jamie (University of California, Santa Barbara); O’Hara, Casey (University of California, Santa Barbara); Katona, Steven (Conservation International); Lowndes, Julia S. Stewart (University of California, Santa Barbara); Jiang, Ning (University of California, Santa Barbara); Pacheco, Erich (Conservation International); Scarborough, Courtney (University of California, Santa Barbara); Polsenberg, Johanna (Conservation International)",12,11,0.54,4.45,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0178267&type=printable,https://app.dimensions.ai/details/publication/pub.1090355836,0405 Oceanography; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0405 Oceanography,04 Earth Sciences,05 Environmental Sciences,0502 Environmental Science and Management,
40,100,pub.1015346387,10.1111/conl.12303,,,Unexpected Management Choices When Accounting for Uncertainty in Ecosystem Service Tradeoff Analyses,Conservation Letters,,,2017-07,2017,10,4,422-430,All OA; Gold,Article,"Cabral, Reniel B.; Halpern, Benjamin S.; Costello, Christopher; Gaines, Steven D.",,"Cabral, Reniel B. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",8,8,,3.57,https://doi.org/10.1111/conl.12303,https://app.dimensions.ai/details/publication/pub.1015346387,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
41,500,pub.1085559301,10.1038/s41559-017-0160,28812630,,Our path to better science in less time using open data science tools,Nature Ecology & Evolution,,,2017-06,2017,1,6,0160,All OA; Gold,Article,"Lowndes, Julia S. Stewart; Best, Benjamin D.; Scarborough, Courtney; Afflerbach, Jamie C.; Frazier, Melanie R.; O’Hara, Casey C.; Jiang, Ning; Halpern, Benjamin S.","Lowndes, Julia S. Stewart","Lowndes, Julia S. Stewart (University of California, Santa Barbara); Best, Benjamin D. (); Scarborough, Courtney (University of California, Santa Barbara); Afflerbach, Jamie C. (University of California, Santa Barbara); Frazier, Melanie R. (University of California, Santa Barbara); O’Hara, Casey C. (University of California, Santa Barbara); Jiang, Ning (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London)",55,52,3.19,45.71,https://www.nature.com/articles/s41559-017-0160.pdf,https://app.dimensions.ai/details/publication/pub.1085559301,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
42,500,pub.1085581209,10.1371/journal.pone.0178044,28542394,PMC5443542,Incorporating public priorities in the Ocean Health Index: Canada as a case study,PLoS ONE,,American Native Continental Ancestry Group; Canada; Conservation of Natural Resources; Ecosystem; Environmental Health; Health Priorities; Humans; Oceans and Seas; Public Opinion; Surveys and Questionnaires,2017-05-24,2017,12,5,e0178044,All OA; Gold,Article,"Daigle, Rémi M.; Archambault, Philippe; Halpern, Benjamin S.; Lowndes, Julia S. Stewart; Côté, Isabelle M.",,"Daigle, Rémi M. (Université du Québec à Rimouski; University of California, Santa Barbara; Simon Fraser University; Laval University); Archambault, Philippe (Université du Québec à Rimouski; Laval University; Stanford University); Halpern, Benjamin S. (Imperial College London; University of California, Santa Barbara); Lowndes, Julia S. Stewart (University of California, Santa Barbara); Côté, Isabelle M. (Simon Fraser University)",4,4,0.15,4.25,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0178044&type=printable,https://app.dimensions.ai/details/publication/pub.1085581209,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
