,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Steven D Gaines. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
112,400,pub.1027726812,10.1016/j.marpolbul.2007.11.002,18155069,,Local scale genetic structure in coral populations: A signature of selection,Marine Pollution Bulletin,,"Animals; Anthozoa; Ecosystem; Environmental Monitoring; Genetic Structures; Geography; Indian Ocean; Jordan; Marine Biology; Population Dynamics; Selection, Genetic",2008-03,2008,56,3,430-438,Closed,Article,"Zvuloni, A.; Mokady, O.; Al-Zibdah, M.; Bernardi, G.; Gaines, S.D.; Abelson, A.","Zvuloni, A.","Zvuloni, A. (Tel Aviv University); Mokady, O. (Tel Aviv University); Al-Zibdah, M. (); Bernardi, G. (University of California, Santa Cruz); Gaines, S.D. (University of California, Santa Barbara); Abelson, A. (Tel Aviv University)",17,0,0.3,1.6,,https://app.dimensions.ai/details/publication/pub.1027726812,0602 Ecology; 0502 Environmental Science and Management; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
113,100,pub.1013943316,10.1641/b580109,,,New Tools to Meet New Challenges: Emerging Technologies for Managing Marine Ecosystems for Resilience,BioScience,,,2008-01-01,2008,58,1,43-52,All OA; Gold,Article,"HOFMANN, GRETCHEN E.; GAINES, STEVEN D.",,"HOFMANN, GRETCHEN E. (); GAINES, STEVEN D. ()",34,2,,2.93,https://academic.oup.com/bioscience/article-pdf/58/1/43/19419246/58-1-43.pdf,https://app.dimensions.ai/details/publication/pub.1013943316,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
114,200,pub.1071166860,10.3354/meps07157,,,Effects of ephemeral circulation on recruitment and connectivity of nearshore fish populations spanning Southern and Baja California,Marine Ecology Progress Series,,,2007-12-06,2007,351,,209-220,All OA; Gold,Article,"Selkoe, KA; Vogel, A; Gaines, SD",,"Selkoe, KA (); Vogel, A (); Gaines, SD ()",15,0,,1.61,https://www.int-res.com/articles/meps2007/351/m351p209.pdf,https://app.dimensions.ai/details/publication/pub.1071166860,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
115,200,pub.1073067571,10.5670/oceanog.2007.32,,,Connecting Places: The Ecological Consequences of Dispersal in the Sea,Oceanography,,,2007-09-01,2007,20,3,90-99,All OA; Gold,Article,"Gaines, Steven; Gaylord, Brian; Gerber, Leah; Hastings, Alan; Kinlan, Brian",,"Gaines, Steven (); Gaylord, Brian (); Gerber, Leah (); Hastings, Alan (); Kinlan, Brian ()",102,21,,8.36,https://tos.org/oceanography/assets/docs/20-3_gaines.pdf,https://app.dimensions.ai/details/publication/pub.1073067571,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
116,400,pub.1034278460,10.1890/06-1784.1,17918401,,REPRODUCTION ON THE EDGE: LARGE‐SCALE PATTERNS OF INDIVIDUAL PERFORMANCE IN A MARINE INVERTEBRATE,Ecology,,Animals; Climate; Ecosystem; Environmental Monitoring; Female; Male; Oceans and Seas; Population Density; Population Growth; Reproduction; Sea Urchins,2007-09,2007,88,9,2229-2239,Closed,Article,"Lester, Sarah E.; Gaines, Steven D.; Kinlan, Brian P.",,"Lester, Sarah E. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Kinlan, Brian P. (University of California, Santa Barbara)",52,10,0.71,5.6,,https://app.dimensions.ai/details/publication/pub.1034278460,0602 Ecology; 0502 Environmental Science and Management; 0603 Evolutionary Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0603 Evolutionary Biology,05 Environmental Sciences,06 Biological Sciences
117,400,pub.1027279993,10.1016/j.tree.2007.06.009,17640765,,Ecological and evolutionary insights from species invasions,Trends in Ecology & Evolution,,Animals; Biological Evolution; Ecology; Introduced Species; Invertebrates; Plants; Vertebrates,2007-09,2007,22,9,465-471,Closed,Article,"Sax, Dov F.; Stachowicz, John J.; Brown, James H.; Bruno, John F.; Dawson, Michael N; Gaines, Steven D.; Grosberg, Richard K.; Hastings, Alan; Holt, Robert D.; Mayfield, Margaret M.; O’Connor, Mary I.; Rice, William R.",,"Sax, Dov F. (Brown University); Stachowicz, John J. (University of California, Davis); Brown, James H. (University of New Mexico); Bruno, John F. (University of North Carolina System); Dawson, Michael N (University of California, Merced); Gaines, Steven D. (University of California, Santa Barbara); Grosberg, Richard K. (University of California, Davis); Hastings, Alan (University of California, Davis); Holt, Robert D. (University of Florida); Mayfield, Margaret M. (University of Queensland); O’Connor, Mary I. (University of North Carolina System); Rice, William R. (University of California, Santa Barbara)",542,93,6.73,56.09,,https://app.dimensions.ai/details/publication/pub.1027279993,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 0603 Evolutionary Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,0603 Evolutionary Biology,05 Environmental Sciences
118,400,pub.1020252903,10.1111/j.1461-0248.2007.01070.x,17594430,,The relationship between dispersal ability and geographic range size,Ecology Letters,,"Animals; Demography; Fishes; Genetic Speciation; Genetics, Population; Geography; Homing Behavior; Invertebrates; Motor Activity; Oceans and Seas; Selection, Genetic; Species Specificity",2007-08,2007,10,8,745-758,All OA; Gold,Article,"Lester, Sarah E.; Ruttenberg, Benjamin I.; Gaines, Steven D.; Kinlan, Brian P.",,"Lester, Sarah E. (); Ruttenberg, Benjamin I. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Kinlan, Brian P. (University of California, Santa Barbara)",221,68,2.89,18.46,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1461-0248.2007.01070.x,https://app.dimensions.ai/details/publication/pub.1020252903,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
119,400,pub.1011242290,10.1890/06-1052.1,17824419,,GLOBALIZATION OF HUMAN INFECTIOUS DISEASE,Ecology,,"Animals; Communicable Diseases; Communicable Diseases, Emerging; Demography; Disease Susceptibility; Disease Transmission, Infectious; Humans; Public Health; Species Specificity; Travel; Zoonoses",2007-08,2007,88,8,1903-1910,Closed,Article,"Smith, Katherine F.; Sax, Dov F.; Gaines, Steven D.; Guernier, Vanina; Guégan, Jean-François",,"Smith, Katherine F. (University of Georgia); Sax, Dov F. (University of Georgia); Gaines, Steven D. (University of California, Santa Barbara); Guernier, Vanina (); Guégan, Jean-François ()",64,11,0.93,7.29,,https://app.dimensions.ai/details/publication/pub.1011242290,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
120,400,pub.1053376736,10.1890/05-1845,17555217,,FISHING THE LINE NEAR MARINE RESERVES IN SINGLE AND MULTISPECIES FISHERIES,Ecological Applications,,Animals; Fisheries; Fishes; Seawater; Species Specificity,2007-06,2007,17,4,1039-1054,"All OA; Green, Accepted & Submitted",Article,"Kellner, Julie B.; Tetreault, Irene; Gaines, Steven D.; Nisbet, Roger M.",,"Kellner, Julie B. (University of California, Davis); Tetreault, Irene (University of California Los Angeles); Gaines, Steven D. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",161,27,1.23,15.99,https://escholarship.org/content/qt8bq73227/qt8bq73227.pdf?t=lnqndh,https://app.dimensions.ai/details/publication/pub.1053376736,0704 Fisheries Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
121,400,pub.1038790416,10.1073/pnas.0603422104,17213327,PMC1764863,"Temperature control of larval dispersal and the implications for marine ecology, evolution, and conservation",Proceedings of the National Academy of Sciences,,Animals; Biological Evolution; Conservation of Natural Resources; Ecology; Larva; Marine Biology; Temperature,2007-01-23,2007,104,4,1266-1271,All OA; Gold,Article,"O'Connor, Mary I.; Bruno, John F.; Gaines, Steven D.; Halpern, Benjamin S.; Lester, Sarah E.; Kinlan, Brian P.; Weiss, Jack M.",,"O'Connor, Mary I. (University of North Carolina System); Bruno, John F. (University of North Carolina System); Gaines, Steven D. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Lester, Sarah E. (University of California, Santa Barbara); Kinlan, Brian P. (University of California, Santa Barbara); Weiss, Jack M. (University of North Carolina System)",466,106,4.91,44.54,http://www.pnas.org/content/104/4/1266.full.pdf,https://app.dimensions.ai/details/publication/pub.1038790416,0602 Ecology; 0502 Environmental Science and Management; 0603 Evolutionary Biology; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0603 Evolutionary Biology,0604 Genetics,05 Environmental Sciences
122,100,pub.1050621307,10.1016/j.jembe.2006.09.014,,,"Distribution, abundance, size and recruitment of the mussel, Mytilus californianus, across a major oceanographic and biogeographic boundary at Point Conception, California, USA",Journal of Experimental Marine Biology and Ecology,,,2007-01,2007,340,2,268-279,Closed,Article,"Blanchette, C.A.; Gaines, S.D.","Blanchette, C.A.","Blanchette, C.A. (University of California, Santa Barbara); Gaines, S.D. (University of California, Santa Barbara)",33,3,,3.21,,https://app.dimensions.ai/details/publication/pub.1050621307,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
123,100,pub.1011295755,10.1016/j.jembe.2006.09.022,,,"Spatial patterns of growth in the mussel, Mytilus californianus, across a major oceanographic and biogeographic boundary at Point Conception, California, USA",Journal of Experimental Marine Biology and Ecology,,,2007-01,2007,340,2,126-148,Closed,Article,"Blanchette, C.A.; Helmuth, B.; Gaines, S.D.","Blanchette, C.A.","Blanchette, C.A. (University of California, Santa Barbara); Helmuth, B. (University of South Carolina); Gaines, S.D. (University of California, Santa Barbara)",66,10,,5.51,,https://app.dimensions.ai/details/publication/pub.1011295755,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
124,400,pub.1009080562,10.1890/0012-9658(2006)87[3082:csakae]2.0.co;2,17249233,,CURRENT SHIFTS AND KIN AGGREGATION EXPLAIN GENETIC PATCHINESS IN FISH RECRUITS,Ecology,,"Animals; Bass; California; Genetic Markers; Genetic Variation; Genetics, Population; Larva; Oceanography; Pacific Ocean; Selection, Genetic",2006-12,2006,87,12,3082-3094,Closed,Article,"Selkoe, Kimberly A.; Gaines, Steven D.; Caselle, Jennifer E.; Warner, Robert R.",,"Selkoe, Kimberly A. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Caselle, Jennifer E. (University of California, Santa Barbara); Warner, Robert R. (University of California, Santa Barbara)",150,20,2.77,10.88,,https://app.dimensions.ai/details/publication/pub.1009080562,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
125,400,pub.1020568560,10.1890/0012-9658(2006)87[2255:ttmsho]2.0.co;2,16995626,,TISSUE TYPE MATTERS: SELECTIVE HERBIVORY ON DIFFERENT LIFE HISTORY STAGES OF AN ISOMORPHIC ALGA,Ecology,,Analysis of Variance; Animals; Food Preferences; Rhodophyta; Snails; Species Specificity; Strongylocentrotus purpuratus,2006-09,2006,87,9,2255-2263,Closed,Article,"Thornber, Carol; Stachowicz, John J.; Gaines, Steven",,"Thornber, Carol (University of California, Davis); Stachowicz, John J. (University of California, Davis); Gaines, Steven (University of California, Santa Barbara)",35,5,0.74,2.8,,https://app.dimensions.ai/details/publication/pub.1020568560,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
126,400,pub.1018282736,10.1016/j.tree.2006.06.008,16815588,,Moving beyond assumptions to understand abundance distributions across the ranges of species,Trends in Ecology & Evolution,,Ecology; Species Specificity,2006-09,2006,21,9,524-530,Closed,Article,"Sagarin, Raphael D.; Gaines, Steven D.; Gaylord, Brian",,"Sagarin, Raphael D. (University of California Los Angeles; Duke University); Gaines, Steven D. (University of California, Santa Barbara); Gaylord, Brian (University of California, Davis)",273,53,3.66,29.43,,https://app.dimensions.ai/details/publication/pub.1018282736,0602 Ecology; 0502 Environmental Science and Management; 0603 Evolutionary Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0603 Evolutionary Biology,05 Environmental Sciences,06 Biological Sciences
127,100,pub.1046713900,10.1007/s00227-005-0239-3,,,"Intertidal community structure and oceanographic patterns around Santa Cruz Island, CA, USA",Marine Biology,,,2006-06,2006,149,3,689-701,Closed,Article,"Blanchette, Carol A.; Broitman, Bernardo R.; Gaines, Steven D.","Blanchette, Carol A.","Blanchette, Carol A. (University of California, Santa Barbara); Broitman, Bernardo R. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",70,9,,5.6,,https://app.dimensions.ai/details/publication/pub.1046713900,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
128,200,pub.1036552719,10.1007/1-4020-4925-0_20,,,Ther biogeography of naturalized species and the species-area relationship: reciprocal insights to biogeography ans invasion biology,,Conceptual Ecology and Invasion Biology: Reciprocal Approaches to Nature,,2006,2006,,,449-480,Closed,Chapter,"Sax, Dov F.; Gaines, Steven D.",,"Sax, Dov F. (); Gaines, Steven D. (University of California, Santa Barbara)",15,4,,,,https://app.dimensions.ai/details/publication/pub.1036552719,,,,,,
129,100,pub.1006847290,10.1890/04-1810,,,MARINE RESERVES EXPLOIT POPULATION STRUCTURE AND LIFE HISTORY IN POTENTIALLY IMPROVING FISHERIES YIELDS,Ecological Applications,,,2005-12,2005,15,6,2180-2191,Closed,Article,"Gaylord, Brian; Gaines, Steven D.; Siegel, David A.; Carr, Mark H.",,"Gaylord, Brian (University of California, Davis); Gaines, Steven D. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Carr, Mark H. (University of California, Santa Cruz)",63,2,,4.33,,https://app.dimensions.ai/details/publication/pub.1006847290,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
130,200,pub.1070467014,10.2307/3868659,,,Integrated Coastal Reserve Planning: Making the Land-Sea Connection,Frontiers in Ecology and the Environment,,,2005-10,2005,3,8,429,Closed,Article,"Stoms, David M.; Davis, Frank W.; Andelman, Sandy J.; Carr, Mark H.; Gaines, Steven D.; Halpern, Benjamin S.; Hoenicke, Rainer; Leibowitz, Scott G.; Leydecker, Al; Madin, Elizabeth M. P.; Tallis, Heather; Warner, Robert R.",,"Stoms, David M. (); Davis, Frank W. (); Andelman, Sandy J. (); Carr, Mark H. (); Gaines, Steven D. (); Halpern, Benjamin S. (); Hoenicke, Rainer (); Leibowitz, Scott G. (); Leydecker, Al (); Madin, Elizabeth M. P. (); Tallis, Heather (); Warner, Robert R. ()",5,3,,,,https://app.dimensions.ai/details/publication/pub.1070467014,,,,,,
131,100,pub.1017327756,10.1890/1540-9295(2005)003[0429:icrpmt]2.0.co;2,,,Integrated coastal reserve planning: making the land–sea connection,Frontiers in Ecology and the Environment,,,2005-10,2005,3,8,429-436,Closed,Article,"Stoms, David M.; Davis, Frank W.; Andelman, Sandy J.; Carr, Mark H.; Gaines, Steven D.; Halpern, Benjamin S.; Hoenicke, Rainer; Leibowitz, Scott G.; Leydecker, Al; Madin, Elizabeth MP; Tallis, Heather; Warner, Robert R.",,"Stoms, David M. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara); Andelman, Sandy J. (University of California, Santa Barbara); Carr, Mark H. (University of California, Santa Cruz); Gaines, Steven D. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara; University of California, Santa Cruz); Hoenicke, Rainer (); Leibowitz, Scott G. (Environmental Protection Agency); Leydecker, Al (University of California, Santa Barbara); Madin, Elizabeth MP (University of California, Santa Barbara); Tallis, Heather (University of Washington); Warner, Robert R. (University of California, Santa Barbara)",78,15,,6.91,,https://app.dimensions.ai/details/publication/pub.1017327756,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
132,100,pub.1007205989,10.4319/lo.2005.50.5.1473,,,"Recruitment of intertidal invertebrates and oceanographic variability at Santa Cruz Island, California",Limnology and Oceanography,,,2005-09,2005,50,5,1473-1479,All OA; Gold,Article,"Broitman, Bernardo R.; Blanchette, Carol A.; Gaines, Steven D.",,"Broitman, Bernardo R. (University of California, Santa Barbara); Blanchette, Carol A. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",53,4,,3.88,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2005.50.5.1473,https://app.dimensions.ai/details/publication/pub.1007205989,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
133,100,pub.1029423998,10.1890/04-0723,,,MARINE RESERVE DESIGN AND THE EVOLUTION OF SIZE AT MATURATION IN HARVESTED FISH,Ecological Applications,,,2005-06,2005,15,3,882-901,"All OA; Green, Accepted & Submitted",Article,"Baskett, Marissa L.; Levin, Simon A.; Gaines, Steven D.; Dushoff, Jonathan",,"Baskett, Marissa L. (Princeton University); Levin, Simon A. (Princeton University); Gaines, Steven D. (University of California, Santa Barbara); Dushoff, Jonathan (Princeton University)",86,6,,7.14,https://escholarship.org/content/qt0zb446n6/qt0zb446n6.pdf?t=o17q68,https://app.dimensions.ai/details/publication/pub.1029423998,0602 Ecology; 0502 Environmental Science and Management; 0704 Fisheries Sciences; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0502 Environmental Science and Management,0704 Fisheries Sciences,0604 Genetics,05 Environmental Sciences
134,100,pub.1024596043,10.1111/j.1366-9516.2005.00158.x,,,Propagule dispersal and the scales of marine community process,Diversity and Distributions,,,2005-03,2005,11,2,139-148,"All OA; Green, Published",Article,"Kinlan, Brian P.; Gaines, Steven D.; Lester, Sarah E.",,"Kinlan, Brian P. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Lester, Sarah E. (University of California, Santa Barbara)",165,25,,14.62,https://escholarship.org/content/qt0cn6r4kr/qt0cn6r4kr.pdf?t=lnr0vj,https://app.dimensions.ai/details/publication/pub.1024596043,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
135,400,pub.1058714821,10.1086/426672,15729641,,"Habitat size, recruitment, and longevity as factors limiting population size in stage-structured species.",The American Naturalist,,"Animals; Environment; Longevity; Models, Biological; Population Density; Population Dynamics",2005-01,2005,165,1,82-94,Closed,Article,"Halpern, Benjamin S; Gaines, Steven D; Warner, Robert R",,"Halpern, Benjamin S (University of California, Santa Barbara); Gaines, Steven D (); Warner, Robert R ()",56,6,0.34,4.1,,https://app.dimensions.ai/details/publication/pub.1058714821,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
136,100,pub.1003345295,10.1890/03-5136,,,CONFOUNDING EFFECTS OF THE EXPORT OF PRODUCTION AND THE DISPLACEMENT OF FISHING EFFORT FROM MARINE RESERVES,Ecological Applications,,,2004-08,2004,14,4,1248-1256,"All OA; Green, Accepted & Submitted",Article,"Halpern, Benjamin S.; Gaines, Steven D.; Warner, Robert R.",,"Halpern, Benjamin S. (University of California, Santa Barbara; University of California, Santa Cruz); Gaines, Steven D. (University of California, Santa Barbara); Warner, Robert R. (University of California, Santa Barbara)",98,16,,7.01,https://escholarship.org/content/qt9tb4s87t/qt9tb4s87t.pdf?t=lnpw4c,https://app.dimensions.ai/details/publication/pub.1003345295,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
137,100,pub.1051559942,10.1890/02-4101,,,POPULATION DEMOGRAPHICS IN SPECIES WITH BIPHASIC LIFE CYCLES,Ecology,,,2004-06,2004,85,6,1661-1674,"All OA; Green, Accepted & Submitted",Article,"Thornber, Carol S.; Gaines, Steven D.",,"Thornber, Carol S. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",44,5,,3.15,https://escholarship.org/content/qt25w4v52t/qt25w4v52t.pdf?t=lnpwgj,https://app.dimensions.ai/details/publication/pub.1051559942,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
138,100,pub.1039423542,10.1016/s0169-5347(03)00224-6,,,Species diversity: from global decreases to local increases,Trends in Ecology & Evolution,,,2003-11,2003,18,11,561-566,Closed,Article,"Sax, Dov F.; Gaines, Steven D.",,"Sax, Dov F. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",462,58,,44.88,,https://app.dimensions.ai/details/publication/pub.1039423542,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
139,400,pub.1014796524,10.1073/pnas.1534875100,14512513,PMC218741,Coastal oceanography sets the pace of rocky intertidal community dynamics,Proceedings of the National Academy of Sciences,,Animals; Bivalvia; Echinodermata; Ecosystem; Marine Biology; New Zealand; Oceanography; Population Dynamics; Thoracica,2003-10-14,2003,100,21,12229-12234,All OA; Gold,Article,"Menge, B. A.; Lubchenco, J.; Bracken, M. E. S.; Chan, F.; Foley, M. M.; Freidenburg, T. L.; Gaines, S. D.; Hudson, G.; Krenz, C.; Leslie, H.; Menge, D. N. L.; Russell, R.; Webster, M. S.",,"Menge, B. A. (Oregon State University); Lubchenco, J. (Oregon State University); Bracken, M. E. S. (Oregon State University); Chan, F. (Oregon State University); Foley, M. M. (Oregon State University); Freidenburg, T. L. (Oregon State University); Gaines, S. D. (University of California, Santa Barbara); Hudson, G. (Oregon State University); Krenz, C. (Oregon State University); Leslie, H. (Oregon State University); Menge, D. N. L. (Princeton University); Russell, R. (Oregon State University); Webster, M. S. (Oregon State University)",164,20,1.17,15.93,http://www.pnas.org/content/100/21/12229.full.pdf,https://app.dimensions.ai/details/publication/pub.1014796524,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
140,100,pub.1051521612,10.1890/01-0622,,,PROPAGULE DISPERSAL IN MARINE AND TERRESTRIAL ENVIRONMENTS: A COMMUNITY PERSPECTIVE,Ecology,,,2003-08,2003,84,8,2007-2020,Closed,Article,"Kinlan, Brian P.; Gaines, Steven D.",,"Kinlan, Brian P. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",628,97,,51.02,,https://app.dimensions.ai/details/publication/pub.1051521612,0602 Ecology; 0502 Environmental Science and Management; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
141,100,pub.1013136153,10.1046/j.1365-2699.2003.00898.x,,,Rapoport's bathymetric rule and the latitudinal species diversity gradient for Northeast Pacific fishes and Northwest Atlantic gastropods: evidence against a causal link,Journal of Biogeography,,,2003-08,2003,30,8,1153-1159,Closed,Article,"Smith, Katherine F.; Gaines, Steven D.",,"Smith, Katherine F. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",18,3,,1.32,,https://app.dimensions.ai/details/publication/pub.1013136153,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
142,100,pub.1035457668,10.1111/j.0022-3646.2003.03906001_53.x,,,"53 
A Seaweed's perspective on marine reserves",Journal of Phycology,,,2003-06,2003,39,s1,18-19,Closed,Article,"Gaines, S.; Kinlan, B.",,"Gaines, S. (University of California, Santa Barbara); Kinlan, B. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1035457668,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
143,100,pub.1022934053,10.1046/j.1365-2699.2003.00899.x,,,"The limits to biogeographical distributions: insights from the northward range extension of the marine snail, Kelletia kelletii (Forbes, 1852)",Journal of Biogeography,,,2003-06,2003,30,6,913-924,Closed,Article,"Zacherl, Danielle; Gaines, Steven D.; Lonhart, Steve I.",,"Zacherl, Danielle (University of California, Santa Barbara; University of California Los Angeles); Gaines, Steven D. (University of California, Santa Barbara); Lonhart, Steve I. (University of California, Santa Cruz)",124,16,,9.1,,https://app.dimensions.ai/details/publication/pub.1022934053,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
144,100,pub.1029845705,10.1890/1540-9295(2003)001[0073:nwhttt]2.0.co;2,,,New wave: high‐tech tools to help marine reserve research,Frontiers in Ecology and the Environment,,,2003-03,2003,1,2,73-79,Closed,Article,"Palumbi, Stephen R.; Gaines, Steven D.; Leslie, Heather; Warner, Robert R.",,"Palumbi, Stephen R. (Stanford University); Gaines, Steven D. (University of California, Santa Barbara); Leslie, Heather (Oregon State University); Warner, Robert R. (University of California, Santa Barbara)",49,4,,5.32,,https://app.dimensions.ai/details/publication/pub.1029845705,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
145,200,pub.1030929888,10.1890/1051-0761(2003)013[0003:pahito]2.0.co;2,,,PLUGGING A HOLE IN THE OCEAN: THE EMERGING SCIENCE OF MARINE RESERVES1,Ecological Applications,,,2003-02,2003,13,sp1,3-7,All OA; Gold,Article,"Lubchenco, Jane; Palumbi, Stephen R.; Gaines, Steven D.; Andelman, Sandy",,"Lubchenco, Jane (Oregon State University); Palumbi, Stephen R. (Harvard University); Gaines, Steven D. (University of California, Santa Barbara); Andelman, Sandy (University of California, Santa Barbara)",395,38,,,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/1051-0761%282003%29013%5B0003%3APAHITO%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1030929888,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
