,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Arturo A Keller. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
71,400,pub.1041218451,10.1016/j.watres.2015.02.004,25706223,,Magnetic sulfide-modified nanoscale zerovalent iron (S-nZVI) for dissolved metal ion removal,Water Research,,"Cadmium; Hydrogen-Ion Concentration; Iron; Metal Nanoparticles; Oxygen; Sulfides; Waste Disposal, Fluid; Water Pollutants, Chemical",2015-05,2015,74,Water Res. 49 2014,47-57,"All OA; Green, Published",Article,"Su, Yiming; Adeleye, Adeyemi S.; Keller, Arturo A.; Huang, Yuxiong; Dai, Chaomeng; Zhou, Xuefei; Zhang, Yalei","Keller, Arturo A.","Su, Yiming (Tongji University; University of California, Santa Barbara); Adeleye, Adeyemi S. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Huang, Yuxiong (University of California, Santa Barbara); Dai, Chaomeng (Tongji University); Zhou, Xuefei (Tongji University); Zhang, Yalei (Tongji University)",66,39,4.51,13.33,https://escholarship.org/content/qt72p552w6/qt72p552w6.pdf?t=o94ce4,https://app.dimensions.ai/details/publication/pub.1041218451,0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural); 0299 Other Physical Sciences; 0399 Other Chemical Sciences; 02 Physical Sciences; 03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),0299 Other Physical Sciences,0399 Other Chemical Sciences,02 Physical Sciences
72,400,pub.1071379175,10.3762/bjnano.6.97,25977865,PMC4419581,Simulation tool for assessing the release and environmental distribution of nanomaterials,Beilstein Journal of Nanotechnology,,,2015-04-13,2015,6,1,938-951,All OA; Gold,Article,"Liu, Haoyang Haven; Bilal, Muhammad; Lazareva, Anastasiya; Keller, Arturo; Cohen, Yoram",,"Liu, Haoyang Haven (); Bilal, Muhammad (University of California Los Angeles); Lazareva, Anastasiya (University of California, Santa Barbara); Keller, Arturo (); Cohen, Yoram ()",21,11,1.12,4.39,https://www.beilstein-journals.org/bjnano/content/pdf/2190-4286-6-97.pdf,https://app.dimensions.ai/details/publication/pub.1071379175,10 Technology; 1007 Nanotechnology; 0399 Other Chemical Sciences; 03 Chemical Sciences; 0301 Analytical Chemistry,10 Technology,1007 Nanotechnology,0399 Other Chemical Sciences,03 Chemical Sciences,0301 Analytical Chemistry
73,100,pub.1024609189,10.1016/j.jclepro.2014.12.094,,,Calculation of water footprint of the iron and steel industry: a case study in Eastern China,Journal of Cleaner Production,,,2015-04,2015,92,,274-281,"All OA; Green, Accepted & Submitted",Article,"Gu, Yifan; Xu, Jin; Keller, Arturo A.; Yuan, Dazhi; Li, Yi; Zhang, Bei; Weng, Qianting; Zhang, Xiaolei; Deng, Ping; Wang, Hongtao; Li, Fengting","Wang, Hongtao","Gu, Yifan (Tongji University); Xu, Jin (Tongji University); Keller, Arturo A. (University of California, Santa Barbara); Yuan, Dazhi (Tongji University); Li, Yi (Tongji University); Zhang, Bei (Tongji University); Weng, Qianting (Tongji University); Zhang, Xiaolei (); Deng, Ping (); Wang, Hongtao (Ministry of Education of the People's Republic of China; Tongji University); Li, Fengting (Tongji University; Ministry of Education of the People's Republic of China)",41,22,,7.96,https://escholarship.org/content/qt0j155346/qt0j155346.pdf?t=o962mb,https://app.dimensions.ai/details/publication/pub.1024609189,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
74,400,pub.1023211438,10.1021/es504918q,25664878,,"Aggregation, dissolution, and transformation of copper nanoparticles in natural waters.",Environmental Science & Technology,,"Copper; Fresh Water; Metal Nanoparticles; Models, Chemical; Seawater; Solubility; Water Pollutants, Chemical",2015-03-03,2015,49,5,2749-56,"All OA; Green, Published",Article,"Conway, Jon R.; Adeleye, Adeyemi S.; Gardea-Torresdey, Jorge; Keller, Arturo A.",,"Conway, Jon R. (University of California, Santa Barbara; University of California Los Angeles); Adeleye, Adeyemi S. (University of California, Santa Barbara; University of California Los Angeles); Gardea-Torresdey, Jorge (The University of Texas at El Paso; University of California Los Angeles); Keller, Arturo A. (University of California, Santa Barbara; University of California Los Angeles)",86,53,6.73,14.75,https://escholarship.org/content/qt65f1r02c/qt65f1r02c.pdf?t=o96392,https://app.dimensions.ai/details/publication/pub.1023211438,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
75,100,pub.1029485763,10.1111/jiec.12175,,,The Role of Scale and Technology Maturity in Life Cycle Assessment of Emerging Technologies: A Case Study on Carbon Nanotubes,Journal of Industrial Ecology,,,2015-02,2015,19,1,51-60,"All OA; Green, Published",Article,"Gavankar, Sheetal; Suh, Sangwon; Keller, Arturo A.",,"Gavankar, Sheetal (); Suh, Sangwon (University of California, Santa Barbara); Keller, Arturo A. ()",45,24,,8.17,https://escholarship.org/content/qt5hh93790/qt5hh93790.pdf?t=o962i8,https://app.dimensions.ai/details/publication/pub.1029485763,09 Engineering; 0904 Chemical Engineering,09 Engineering,0904 Chemical Engineering,,,
76,400,pub.1031326603,10.1039/c4em00551a,25474419,PMC4326043,Toxic effects of copper-based nanoparticles or compounds to lettuce ( Lactuca sativa ) and alfalfa ( Medicago sativa ),Environmental Science Processes & Impacts,,"Catalase; Copper; Hydroponics; Lettuce; Medicago sativa; Metal Nanoparticles; Water Pollutants, Chemical",2015,2015,17,1,177-185,"All OA; Green, Published",Article,"Hong, Jie; Rico, Cyren M.; Zhao, Lijuan; Adeleye, Adeyemi S.; Keller, Arturo A.; Peralta-Videa, Jose R.; Gardea-Torresdey, Jorge L.",,"Hong, Jie (The University of Texas at El Paso); Rico, Cyren M. (The University of Texas at El Paso); Zhao, Lijuan (The University of Texas at El Paso); Adeleye, Adeyemi S. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Peralta-Videa, Jose R. (The University of Texas at El Paso); Gardea-Torresdey, Jorge L. (The University of Texas at El Paso)",78,51,4.86,,https://escholarship.org/content/qt65s1z997/qt65s1z997.pdf?t=o94cfb,https://app.dimensions.ai/details/publication/pub.1031326603,11 Medical and Health Sciences; 03 Chemical Sciences; 05 Environmental Sciences,11 Medical and Health Sciences,03 Chemical Sciences,05 Environmental Sciences,,
77,400,pub.1036508985,10.1021/es5033426,25295836,,"Influence of extracellular polymeric substances on the long-term fate, dissolution, and speciation of copper-based nanoparticles.",Environmental Science & Technology,,Biopolymers; Copper; Haptophyta; Metal Nanoparticles; Phytoplankton; Solubility,2014-11-04,2014,48,21,12561-8,"All OA; Green, Accepted & Submitted",Article,"Adeleye, Adeyemi S.; Conway, Jon R.; Perez, Thomas; Rutten, Paige; Keller, Arturo A.",,"Adeleye, Adeyemi S. (University of California, Santa Barbara); Conway, Jon R. (University of California, Santa Barbara); Perez, Thomas (University of California, Santa Barbara); Rutten, Paige (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",96,51,6.53,14.81,https://escholarship.org/content/qt9kg9b42w/qt9kg9b42w.pdf?t=o96e1n,https://app.dimensions.ai/details/publication/pub.1036508985,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
78,100,pub.1094838669,10.1109/bibm.2014.6999368,,,Regional Multimedia Distribution of Nanomaterials and Associated Exposures: A Software Platform,,2014 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),,2014-11,2014,,,10-17,Closed,Proceeding,"Liu, Haoyang Haven; Bilal, Muhammad; Cohen, Yoram; Lazareva, Anastasiya; Keller, Arturo",,"Liu, Haoyang Haven (University of California Los Angeles); Bilal, Muhammad (University of California Los Angeles); Cohen, Yoram (University of California Los Angeles); Lazareva, Anastasiya (University of California, Santa Barbara); Keller, Arturo (University of California, Santa Barbara)",2,1,,0.42,,https://app.dimensions.ai/details/publication/pub.1094838669,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
79,400,pub.1003300348,10.1016/j.watres.2014.06.008,24999115,,Simultaneous removal of cadmium and nitrate in aqueous media by nanoscale zerovalent iron (nZVI) and Au doped nZVI particles,Water Research,,"Cadmium; Copper; Gold; Iron; Metal Nanoparticles; Nitrates; Nitrites; Silver; Waste Disposal, Fluid; Water Pollutants, Chemical; X-Ray Diffraction",2014-10,2014,63,J. Nanoparticle Res. 15 1 2013,102-111,"All OA; Green, Published",Article,"Su, Yiming; Adeleye, Adeyemi S.; Huang, Yuxiong; Sun, Xiaoya; Dai, Chaomeng; Zhou, Xuefei; Zhang, Yalei; Keller, Arturo A.","Zhang, Yalei","Su, Yiming (Tongji University; University of California, Santa Barbara); Adeleye, Adeyemi S. (University of California, Santa Barbara); Huang, Yuxiong (University of California, Santa Barbara); Sun, Xiaoya (Tongji University); Dai, Chaomeng (Tongji University); Zhou, Xuefei (Tongji University); Zhang, Yalei (Tongji University); Keller, Arturo A. (University of California, Santa Barbara)",78,34,3.99,12.04,https://escholarship.org/content/qt7k21t6q8/qt7k21t6q8.pdf?t=o963eq,https://app.dimensions.ai/details/publication/pub.1003300348,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
80,400,pub.1029972028,10.1016/j.jhazmat.2014.08.040,25209830,,Effects of nitrate on the treatment of lead contaminated groundwater by nanoscale zerovalent iron,Journal of Hazardous Materials,,"Groundwater; Iron; Lead; Nitrates; Water Pollutants, Chemical",2014-09,2014,280,Sci. Total Environ. 311 2003,504-513,"All OA; Green, Published",Article,"Su, Yiming; Adeleye, Adeyemi S.; Zhou, Xuefei; Dai, Chaomeng; Zhang, Weixian; Keller, Arturo A.; Zhang, Yalei","Keller, Arturo A.","Su, Yiming (Tongji University; University of California, Santa Barbara); Adeleye, Adeyemi S. (University of California, Santa Barbara); Zhou, Xuefei (Tongji University); Dai, Chaomeng (Tongji University); Zhang, Weixian (Tongji University); Keller, Arturo A. (University of California, Santa Barbara); Zhang, Yalei (Tongji University)",22,14,1.43,4.21,https://escholarship.org/content/qt2q22j2j2/qt2q22j2j2.pdf?t=o963ao,https://app.dimensions.ai/details/publication/pub.1029972028,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
81,200,pub.1096094380,10.1142/9789814623445_0018,,,ENVIRONMENTAL APPLICATIONS OF NANOTECHNOLOGY,,International Seminars on Nuclear War and Planetary Emergencies 46th Session,,2014-08,2014,,,209-216,Closed,Proceeding,"KELLER, ARTURO A.",,"KELLER, ARTURO A. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1096094380,,,,,,
82,100,pub.1000080718,10.1007/s11051-014-2503-2,,,Emerging patterns for engineered nanomaterials in the environment: a review of fate and toxicity studies,Journal of Nanoparticle Research,,,2014-08,2014,16,8,2503,"All OA; Green, Accepted & Submitted",Article,"Garner, Kendra L.; Keller, Arturo A.","Keller, Arturo A.","Garner, Kendra L. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",130,53,,24.86,https://escholarship.org/content/qt0fg3t37g/qt0fg3t37g.pdf?t=o96e50,https://app.dimensions.ai/details/publication/pub.1000080718,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
83,200,pub.1043939402,10.1021/sc500121w,,,Estimating Potential Life Cycle Releases of Engineered Nanomaterials from Wastewater Treatment Plants,ACS Sustainable Chemistry & Engineering,,,2014-07-07,2014,2,7,1656-1665,Closed,Article,"Lazareva, Anastasiya; Keller, Arturo A.",,"Lazareva, Anastasiya (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",77,34,,16.17,,https://app.dimensions.ai/details/publication/pub.1043939402,03 Chemical Sciences; 0301 Analytical Chemistry; 0399 Other Chemical Sciences,03 Chemical Sciences,0301 Analytical Chemistry,0399 Other Chemical Sciences,,
84,200,pub.1019228758,10.1021/sc500365u,,,Editorial: Sustainable Nanotechnology,ACS Sustainable Chemistry & Engineering,,,2014-07-07,2014,2,7,1543-1544,Closed,Article,"Sadik, O.; Karn, B.; Keller, A.",,"Sadik, O. (); Karn, B. (); Keller, A. ()",2,1,,0.42,,https://app.dimensions.ai/details/publication/pub.1019228758,03 Chemical Sciences; 0301 Analytical Chemistry; 0399 Other Chemical Sciences,03 Chemical Sciences,0301 Analytical Chemistry,0399 Other Chemical Sciences,,
85,400,pub.1009268899,10.1016/j.scitotenv.2014.04.036,24793841,,The effect of humic acid on the aggregation of titanium dioxide nanoparticles under different pH and ionic strengths,The Science of The Total Environment,,"Humic Substances; Hydrogen-Ion Concentration; Kinetics; Models, Chemical; Nanoparticles; Osmolar Concentration; Static Electricity; Titanium",2014-07,2014,487,Environ Sci Technol 47 2013,375-380,"All OA; Green, Published",Article,"Zhu, Miao; Wang, Hongtao; Keller, Arturo A.; Wang, Tao; Li, Fengting","Wang, Hongtao","Zhu, Miao (Tongji University); Wang, Hongtao (Tongji University); Keller, Arturo A. (University of California, Santa Barbara); Wang, Tao (Tongji University); Li, Fengting (Tongji University)",91,43,4.41,14.04,https://escholarship.org/content/qt02c8b0j6/qt02c8b0j6.pdf?t=o963co,https://app.dimensions.ai/details/publication/pub.1009268899,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
86,100,pub.1025966251,10.1007/s11051-014-2489-9,,,Release of engineered nanomaterials from personal care products throughout their life cycle,Journal of Nanoparticle Research,,,2014-07,2014,16,7,2489,"All OA; Green, Accepted & Submitted",Article,"Keller, Arturo A.; Vosti, William; Wang, Hongtao; Lazareva, Anastasiya","Keller, Arturo A.","Keller, Arturo A. (University of California, Santa Barbara); Vosti, William (University of California, Santa Barbara); Wang, Hongtao (Tongji University); Lazareva, Anastasiya (University of California, Santa Barbara)",67,37,,17.94,https://escholarship.org/content/qt8h4391fr/qt8h4391fr.pdf?t=o96dxj,https://app.dimensions.ai/details/publication/pub.1025966251,"09 Engineering; 10 Technology; 0912 Materials Engineering; 1007 Nanotechnology; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences",09 Engineering,10 Technology,0912 Materials Engineering,1007 Nanotechnology,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics"
87,400,pub.1055507620,10.1021/es500202x,24866482,,Attenuation coefficients for water quality trading.,Environmental Science & Technology,,"Agriculture; Models, Theoretical; Nitrates; Nitrogen; Ohio; Phosphorus; Rheology; Rivers; Water Pollutants, Chemical; Water Purification; Water Quality",2014-06-17,2014,48,12,6788-94,"All OA; Green, Accepted & Submitted",Article,"Keller, Arturo A.; Chen, Xiaoli; Fox, Jessica; Fulda, Matt; Dorsey, Rebecca; Seapy, Briana; Glenday, Julia; Bray, Erin",,"Keller, Arturo A. (University of California, Santa Barbara); Chen, Xiaoli (University of California, Santa Barbara); Fox, Jessica (Electric Power Research Institute); Fulda, Matt (University of California, Santa Barbara); Dorsey, Rebecca (University of California, Santa Barbara); Seapy, Briana (University of California, Santa Barbara); Glenday, Julia (University of California, Santa Barbara); Bray, Erin (University of California, Santa Barbara)",12,3,0.89,1.86,https://escholarship.org/content/qt5420m41p/qt5420m41p.pdf?t=o963gm,https://app.dimensions.ai/details/publication/pub.1055507620,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
88,200,pub.1056295852,10.1021/sc400484s,,,Removal of Arsenic and Phosphate from Aqueous Solution by Metal (Hydr-)oxide Coated Sand,ACS Sustainable Chemistry & Engineering,,,2014-05-05,2014,2,5,1128-1138,"All OA; Green, Published",Article,"Huang, Yuxiong; Yang, Jae-Kyu; Keller, Arturo A.",,"Huang, Yuxiong (); Yang, Jae-Kyu (Kwangwoon University); Keller, Arturo A. ()",30,14,,6.3,https://escholarship.org/content/qt3kw7m8s7/qt3kw7m8s7.pdf?t=o963rl,https://app.dimensions.ai/details/publication/pub.1056295852,03 Chemical Sciences; 0301 Analytical Chemistry; 0399 Other Chemical Sciences,03 Chemical Sciences,0301 Analytical Chemistry,0399 Other Chemical Sciences,,
89,100,pub.1037055916,10.1016/j.colsurfa.2014.03.029,,,"Effects of pH, ionic strength and humic acid on the removal of TiO2 nanoparticles from aqueous phase by coagulation",Colloids and Surfaces A Physicochemical and Engineering Aspects,,,2014-05,2014,450,J. Nanopart. Res. 15 2013,161-165,"All OA; Green, Published",Article,"Wang, Hongtao; Qi, Jing; Keller, Arturo A.; Zhu, Miao; Li, Fengting","Wang, Hongtao","Wang, Hongtao (Tongji University); Qi, Jing (Tongji University); Keller, Arturo A. (University of California, Santa Barbara); Zhu, Miao (Tongji University); Li, Fengting (Tongji University)",23,7,,3.55,https://escholarship.org/content/qt3zb6z64w/qt3zb6z64w.pdf?t=o963i6,https://app.dimensions.ai/details/publication/pub.1037055916,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
