,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is John Michael Melack. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
27,100,pub.1100155324,10.1080/iw-6.3.980,,,"Downstream emissions of CH4 and CO2 from hydroelectric reservoirs (Tucuruí, Samuel, and Curuá-Una) in the Amazon basin",Inland Waters,,,2016-01,2016,6,3,295-302,Closed,Article,"Kemenes, Alexandre; Forsberg, Bruce R.; Melack, John M.",,"Kemenes, Alexandre (National Institute of Amazonian Research); Forsberg, Bruce R. (National Institute of Amazonian Research); Melack, John M. (University of California, Santa Barbara)",6,3,,1.65,,https://app.dimensions.ai/details/publication/pub.1100155324,0602 Ecology; 0406 Physical Geography and Environmental Geoscience; 06 Biological Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0406 Physical Geography and Environmental Geoscience,06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences
28,100,pub.1012608364,10.1007/978-3-319-28622-8_3,,,Morphometry and Physical Processes of East African Soda Lakes,,Soda Lakes of East Africa,,2016,2016,,,61-76,Closed,Chapter,"Melack, John M.; MacIntyre, Sally","Melack, John M.","Melack, John M. (University of California, Santa Barbara); MacIntyre, Sally (University of California, Santa Barbara)",1,1,,0.27,,https://app.dimensions.ai/details/publication/pub.1012608364,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
29,100,pub.1008538728,10.1007/978-3-662-49902-3_7,,,Aquatic Ecosystems,Ecological Studies,"Interactions Between Biosphere, Atmosphere and Human Land Use in the Amazon Basin",,2016,2016,227,,119-148,Closed,Chapter,"Melack, John M.","Melack, John M.","Melack, John M. (University of California, Santa Barbara)",20,10,,5.19,,https://app.dimensions.ai/details/publication/pub.1008538728,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
30,100,pub.1003242215,10.1002/2015gl066235,,,Rapid and highly variable warming of lake surface waters around the globe,Geophysical Research Letters,,,2015-12-28,2015,42,24,"10,773-10,781",All OA; Gold,Article,"O'Reilly, Catherine M.; Sharma, Sapna; Gray, Derek K.; Hampton, Stephanie E.; Read, Jordan S.; Rowley, Rex J.; Schneider, Philipp; Lenters, John D.; McIntyre, Peter B.; Kraemer, Benjamin M.; Weyhenmeyer, Gesa A.; Straile, Dietmar; Dong, Bo; Adrian, Rita; Allan, Mathew G.; Anneville, Orlane; Arvola, Lauri; Austin, Jay; Bailey, John L.; Baron, Jill S.; Brookes, Justin D.; de Eyto, Elvira; Dokulil, Martin T.; Hamilton, David P.; Havens, Karl; Hetherington, Amy L.; Higgins, Scott N.; Hook, Simon; Izmest'eva, Lyubov R.; Joehnk, Klaus D.; Kangur, Kulli; Kasprzak, Peter; Kumagai, Michio; Kuusisto, Esko; Leshkevich, George; Livingstone, David M.; MacIntyre, Sally; May, Linda; Melack, John M.; Mueller‐Navarra, Doerthe C.; Naumenko, Mikhail; Noges, Peeter; Noges, Tiina; North, Ryan P.; Plisnier, Pierre‐Denis; Rigosi, Anna; Rimmer, Alon; Rogora, Michela; Rudstam, Lars G.; Rusak, James A.; Salmaso, Nico; Samal, Nihar R.; Schindler, Daniel E.; Schladow, S. Geoffrey; Schmid, Martin; Schmidt, Silke R.; Silow, Eugene; Soylu, M. Evren; Teubner, Katrin; Verburg, Piet; Voutilainen, Ari; Watkinson, Andrew; Williamson, Craig E.; Zhang, Guoqing",,"O'Reilly, Catherine M. (Illinois State University); Sharma, Sapna (York University); Gray, Derek K. (); Hampton, Stephanie E. (Washington State University); Read, Jordan S. (); Rowley, Rex J. (Illinois State University); Schneider, Philipp (Norwegian Institute for Air Research); Lenters, John D. (); McIntyre, Peter B. (University of Wisconsin–Madison); Kraemer, Benjamin M. (University of Wisconsin–Madison); Weyhenmeyer, Gesa A. (Uppsala University); Straile, Dietmar (University of Konstanz); Dong, Bo (University at Albany, State University of New York); Adrian, Rita (); Allan, Mathew G. (University of Waikato); Anneville, Orlane (Centre de Montpellier); Arvola, Lauri (University of Helsinki); Austin, Jay (University of Minnesota, Duluth); Bailey, John L. (Ministry of the Environment and Climate Change); Baron, Jill S. (United States Geological Survey); Brookes, Justin D. (University of Adelaide); de Eyto, Elvira (); Dokulil, Martin T. (University of Innsbruck); Hamilton, David P. (University of Waikato); Havens, Karl (Florida Sea Grant); Hetherington, Amy L. (Louisiana Department of Natural Resources); Higgins, Scott N. (); Hook, Simon (Jet Propulsion Lab); Izmest'eva, Lyubov R. (Irkutsk State University); Joehnk, Klaus D. (Commonwealth Scientific and Industrial Research Organisation); Kangur, Kulli (); Kasprzak, Peter (); Kumagai, Michio (Ritsumeikan University); Kuusisto, Esko (Finnish Environment Institute); Leshkevich, George (Environmental Protection Agency); Livingstone, David M. (); MacIntyre, Sally (); May, Linda (Centre for Ecology and Hydrology); Melack, John M. (University of California, Santa Barbara); Mueller‐Navarra, Doerthe C. (University of Hamburg); Naumenko, Mikhail (); Noges, Peeter (); Noges, Tiina (); North, Ryan P. (Helmholtz-Zentrum Geesthacht Centre for Materials and Coastal Research); Plisnier, Pierre‐Denis (); Rigosi, Anna (University of Adelaide); Rimmer, Alon (); Rogora, Michela (National Research Council); Rudstam, Lars G. (Louisiana Department of Natural Resources); Rusak, James A. (); Salmaso, Nico (); Samal, Nihar R. (); Schindler, Daniel E. (University of Washington); Schladow, S. Geoffrey (University of California Los Angeles); Schmid, Martin (); Schmidt, Silke R. (); Silow, Eugene (Irkutsk State University); Soylu, M. Evren (Meliksah University); Teubner, Katrin (University of Vienna); Verburg, Piet (National Institute of Water and Atmospheric Research); Voutilainen, Ari (); Watkinson, Andrew (); Williamson, Craig E. (Miami University); Zhang, Guoqing (Chinese Academy of Sciences)",315,204,,58.82,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015GL066235,https://app.dimensions.ai/details/publication/pub.1003242215,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
31,100,pub.1036319566,10.1016/j.ejrh.2015.08.004,,,"Sediment yields from small, steep coastal watersheds of California",Journal of Hydrology Regional Studies,,,2015-09,2015,4,J. Hydrol. 234 2000,516-534,All OA; Gold,Article,"Warrick, Jonathan A.; Melack, John M.; Goodridge, Blair M.","Warrick, Jonathan A.","Warrick, Jonathan A. (); Melack, John M. (University of California, Santa Barbara); Goodridge, Blair M. (University of California, Santa Barbara)",13,9,,2.43,https://doi.org/10.1016/j.ejrh.2015.08.004,https://app.dimensions.ai/details/publication/pub.1036319566,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
32,100,pub.1044296350,10.1007/s13157-015-0666-y,,,"Wetlands of the Lowland Amazon Basin: Extent, Vegetative Cover, and Dual-season Inundated Area as Mapped with JERS-1 Synthetic Aperture Radar",Wetlands,,,2015-08,2015,35,4,745-756,Closed,Article,"Hess, Laura L.; Melack, John M.; Affonso, Adriana G.; Barbosa, Claudio; Gastil-Buhl, Mary; Novo, Evlyn M. L. M.","Hess, Laura L.","Hess, Laura L. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Affonso, Adriana G. (National Institute for Space Research); Barbosa, Claudio (National Institute for Space Research); Gastil-Buhl, Mary (University of California, Santa Barbara); Novo, Evlyn M. L. M. (National Institute for Space Research)",81,41,,,,https://app.dimensions.ai/details/publication/pub.1044296350,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
33,100,pub.1007384493,10.1007/s10750-014-2040-0,,,The importance of forest cover for fish richness and abundance on the Amazon floodplain,Hydrobiologia,,,2015-05,2015,750,1,245-255,Closed,Article,"Lobón-Cerviá, Javior; Hess, Laura L.; Melack, John M.; Araujo-Lima, Carlos A. R. M.","Melack, John M.","Lobón-Cerviá, Javior (National Museum of Natural Sciences); Hess, Laura L. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Araujo-Lima, Carlos A. R. M. (National Institute of Amazonian Research)",22,13,,4.82,,https://app.dimensions.ai/details/publication/pub.1007384493,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
34,200,pub.1051614562,10.1201/b18210-25,,,Capturing the Dynamics of Amazonian Wetlands Using Synthetic Aperture Radar: Lessons Learned and Future Directions,,Remote Sensing of Wetlands,,2015-03-23,2015,,,455-472,Closed,Chapter,"Silva, Thiago; Melack, John; Streher, Annia; Ferreira-Ferreira, Jefferson; de Almeida, Luiz",,"Silva, Thiago (); Melack, John (); Streher, Annia (); Ferreira-Ferreira, Jefferson (); de Almeida, Luiz ()",3,2,,,,https://app.dimensions.ai/details/publication/pub.1051614562,,,,,,
35,400,pub.1007626848,10.1890/14-0991.1,26236865,,Does flood rhythm drive ecosystem responses in tropical riverscapes?,Ecology,,Animals; Australia; Biodiversity; Birds; Climate Change; Ecosystem; Fishes; Floods; Forests; Mexico; Rivers; South America,2015-03,2015,96,3,684-692,"All OA; Green, Accepted & Submitted",Article,"Jardine, Timothy D.; Bond, Nicholas R.; Burford, Michele A.; Kennard, Mark J.; Ward, Douglas P.; Bayliss, Peter; Davies, Peter M.; Douglas, Michael M.; Hamilton, Stephen K.; Melack, John M.; Naiman, Robert J.; Pettit, Neil E.; Pusey, Bradley J.; Warfe, Danielle M.; Bunn, Stuart E.",,"Jardine, Timothy D. (Department of the Environment and Energy; Griffith University; University of Saskatchewan); Bond, Nicholas R. (Griffith University); Burford, Michele A. (Griffith University); Kennard, Mark J. (Department of the Environment and Energy; Griffith University); Ward, Douglas P. (Department of the Environment and Energy; Griffith University); Bayliss, Peter (Department of the Environment and Energy); Davies, Peter M. (Department of the Environment and Energy); Douglas, Michael M. (Department of the Environment and Energy; Charles Darwin University); Hamilton, Stephen K. (Michigan State University); Melack, John M. (University of California, Santa Barbara); Naiman, Robert J. (University of Washington); Pettit, Neil E. (Department of the Environment and Energy); Pusey, Bradley J. (Department of the Environment and Energy); Warfe, Danielle M. (); Bunn, Stuart E. (Department of the Environment and Energy; Griffith University)",39,25,0.6,8.55,http://espace.cdu.edu.au/view/cdu:59282/Douglas_59282.pdf,https://app.dimensions.ai/details/publication/pub.1007626848,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
36,400,pub.1022040482,10.1021/es504017j,25399780,,Temporal evolution and variability of dissolved inorganic nitrogen in beach pore water revealed using radon residence times.,Environmental Science & Technology,,"Bathing Beaches; California; Environmental Monitoring; Humic Substances; Models, Theoretical; Nitrogen; Radon; Seawater; Water Pollutants, Chemical",2014-12-16,2014,48,24,14211-8,All OA; Gold,Article,"Goodridge, Blair M.; Melack, John M.",,"Goodridge, Blair M. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",11,7,0,2.86,https://doi.org/10.1021/es504017j,https://app.dimensions.ai/details/publication/pub.1022040482,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
37,100,pub.1025869297,10.1007/s10021-014-9792-2,,,Assessing Nitrogen-Saturation in a Seasonally Dry Chaparral Watershed: Limitations of Traditional Indicators of N-Saturation,Ecosystems,,,2014-11,2014,17,7,1286-1305,"All OA; Green, Accepted & Submitted",Article,"Homyak, Peter M.; Sickman, James O.; Miller, Amy E.; Melack, John M.; Meixner, Thomas; Schimel, Joshua P.","Homyak, Peter M.","Homyak, Peter M. (University of California, Santa Barbara; University of California, Riverside); Sickman, James O. (University of California, Riverside); Miller, Amy E. (National Park Service); Melack, John M. (University of California, Santa Barbara); Meixner, Thomas (University of Arizona); Schimel, Joshua P. (University of California, Santa Barbara)",31,17,,6.11,https://escholarship.org/content/qt2b55v1s6/qt2b55v1s6.pdf?t=o6yhix,https://app.dimensions.ai/details/publication/pub.1025869297,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
38,100,pub.1072736056,10.5268/iw-4.4.734,,,Plant-mediated transport and isotopic composition of methane from shallow tropical wetlands,Inland Waters,,,2014-10-01,2014,4,4,369-376,Closed,Article,"Hamilton, Stephen K.; Sippel, Suzanne J.; Chanton, Jeffrey P.; Melack, John M.",,"Hamilton, Stephen K. (); Sippel, Suzanne J. (Michigan State University); Chanton, Jeffrey P. (Florida State University); Melack, John M. (University of California, Santa Barbara)",3,2,,0.58,,https://app.dimensions.ai/details/publication/pub.1072736056,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
39,100,pub.1010429275,10.1007/s00027-014-0350-y,,,Phosphorus in sediments of high-elevation lakes in the Sierra Nevada (California): implications for internal phosphorus loading,Aquatic Sciences,,,2014-10,2014,76,4,511-525,"All OA; Green, Accepted & Submitted",Article,"Homyak, Peter M.; Sickman, James O.; Melack, John M.","Homyak, Peter M.","Homyak, Peter M. (University of California, Santa Barbara; University of California, Riverside); Sickman, James O. (University of California, Riverside); Melack, John M. (University of California, Santa Barbara)",7,2,,,https://escholarship.org/content/qt7d67w0hr/qt7d67w0hr.pdf?t=o6yhdf,https://app.dimensions.ai/details/publication/pub.1010429275,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
40,400,pub.1055507772,10.1021/es500934s,25078969,,"20th century atmospheric deposition and acidification trends in lakes of the Sierra Nevada, California, USA.",Environmental Science & Technology,,Acids; Atmosphere; California; Carbon; Carbon Isotopes; Geologic Sediments; Hydrogen-Ion Concentration; Lakes; Particulate Matter; Principal Component Analysis; Regression Analysis; Seasons; Silicon Dioxide; Snow; Temperature; Time Factors,2014-09-02,2014,48,17,10054-61,"All OA; Green, Published",Article,"Heard, Andrea M.; Sickman, James O.; Rose, Neil L.; Bennett, Danuta M.; Lucero, Delores M.; Melack, John M.; Curtis, Jason H.",,"Heard, Andrea M. (University of California, Riverside; National Park Service); Sickman, James O. (University of California, Riverside); Rose, Neil L. (University College London); Bennett, Danuta M. (); Lucero, Delores M. (University of California, Riverside); Melack, John M. (); Curtis, Jason H. (University of Florida)",9,5,0.19,2.34,https://escholarship.org/content/qt8j33v5vf/qt8j33v5vf.pdf?t=o6yh75,https://app.dimensions.ai/details/publication/pub.1055507772,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
41,100,pub.1053225640,10.1007/s10750-014-1872-y,,,Biological and chemical responses in a temporarily open/closed estuary to variable freshwater inputs,Hydrobiologia,,,2014-08,2014,734,1,97-113,Closed,Article,"Collins, Darcie Goodman; Melack, John M.","Melack, John M.","Collins, Darcie Goodman (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",11,5,,1.66,,https://app.dimensions.ai/details/publication/pub.1053225640,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
42,100,pub.1029720217,10.1007/s13157-014-0516-3,,,Modeling Methane Emissions from Amazon Floodplain Ecosystems,Wetlands,,,2014-06,2014,34,3,501-511,Closed,Article,"Potter, Christopher; Melack, John M.; Engle, Diana","Melack, John M.","Potter, Christopher (Ames Research Center); Melack, John M. (University of California, Santa Barbara); Engle, Diana (University of California, Santa Barbara)",5,1,,,,https://app.dimensions.ai/details/publication/pub.1029720217,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
