,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jian Cheng Shi. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
106,100,pub.1093583675,10.1109/igarss.2016.7730079,,,"Estimating Daytime Surface Air Temperature Using Multi-Source Remote Sensing and Climate Reanalysis Data at Glacierized Basins: A Case Study at Langtang Valley, Nepal",,2016 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),,2016-07,2016,,,4143-4146,Closed,Proceeding,"Zhou, Wang; Peng, Bin; Shi, Jiancheng; Dhital, Yam Prasad; Wang, Tianxin; Ji, Dabin; Zhao, Tianjie; Yao, Panpan; Cui, Yurong; Shi, Lijuan; Yao, Ruzhen; Liu, Chunguang",,"Zhou, Wang (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Peng, Bin (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Dhital, Yam Prasad (Institute of Geographic Sciences and Natural Resources Research); Wang, Tianxin (Institute of Remote Sensing and Digital Earth); Ji, Dabin (Institute of Remote Sensing and Digital Earth); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth); Yao, Panpan (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Cui, Yurong (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Shi, Lijuan (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Yao, Ruzhen (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Liu, Chunguang (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences)",2,0,,0.7,,https://app.dimensions.ai/details/publication/pub.1093583675,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
107,100,pub.1093384060,10.1109/igarss.2016.7729777,,,Moisture Retrieval Based on an Optimized Least Squares Support Vector Machine Model,,2016 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),,2016-07,2016,,,3005-3008,Closed,Proceeding,"Shi, Xinying; Zhang, Youfei; Wang, Haogang; Shi, Jiancheng",,"Shi, Xinying (Zhejiang University); Zhang, Youfei (Zhejiang University); Wang, Haogang (Zhejiang University); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093384060,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
108,100,pub.1093320797,10.1109/igarss.2016.7728989,,,Welcome from the technical co-chairs,2012 IEEE International Geoscience and Remote Sensing Symposium,2016 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),,2016-07,2016,,,xiv-xiv,Closed,Proceeding,"Shi, Jiancheng; Guo, Huadong; Chen, Kun-Shan",,"Shi, Jiancheng (Chinese Academy of Sciences); Guo, Huadong (Institute of Remote Sensing and Digital Earth); Chen, Kun-Shan (Chinese Academy of Sciences)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093320797,2103 Historical Studies; 21 History and Archaeology,2103 Historical Studies,21 History and Archaeology,,,
109,100,pub.1093182146,10.1109/igarss.2016.7729888,,,Global Mapping of Land Surface Soil Moisture from the Water Cycle Observation Mission (WCOM),,2016 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),,2016-07,2016,,,3438-3441,Closed,Proceeding,"Shi, Jiancheng; Yao, Panpan; Zhao, Tianjie",,"Shi, Jiancheng (); Yao, Panpan (); Zhao, Tianjie ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093182146,09 Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering,
110,100,pub.1005362231,10.5194/tc-2016-115,,,Development and analysis of a continuous record of global near-surface soil freeze/thaw patterns from AMSR-E and AMSR2 data,The Cryosphere Discussions,,,2016-06-21,2016,0,,1-24,All OA; Gold,Article,"Hu, Tongxi; Zhao, Tianjie; Shi, Jiancheng; Wang, Tianxing; Ji, Dabin; Bitar, Ahmad Al; Peng, Bin; Cui, Yurong",,"Hu, Tongxi (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Wang, Tianxing (Institute of Remote Sensing and Digital Earth); Ji, Dabin (Institute of Remote Sensing and Digital Earth); Bitar, Ahmad Al (Center for the Study of the Biosphere from Space); Peng, Bin (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Cui, Yurong (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences)",5,3,,1.23,https://www.the-cryosphere-discuss.net/tc-2016-115/tc-2016-115.pdf,https://app.dimensions.ai/details/publication/pub.1005362231,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
111,100,pub.1018467372,10.3390/rs8060505,,,Estimating Snow Water Equivalent with Backscattering at X and Ku Band Based on Absorption Loss,Remote Sensing,,,2016-06-16,2016,8,6,505,All OA; Gold,Article,"Cui, Yurong; Xiong, Chuan; Lemmetyinen, Juha; Shi, Jiancheng; Jiang, Lingmei; Peng, Bin; Li, Huixuan; Zhao, Tianjie; Ji, Dabin; Hu, Tongxi",,"Cui, Yurong (); Xiong, Chuan (); Lemmetyinen, Juha (); Shi, Jiancheng (); Jiang, Lingmei (); Peng, Bin (); Li, Huixuan (); Zhao, Tianjie (); Ji, Dabin (); Hu, Tongxi ()",15,7,,3.7,https://www.mdpi.com/2072-4292/8/6/505/pdf,https://app.dimensions.ai/details/publication/pub.1018467372,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
112,100,pub.1061360936,10.1109/lgrs.2016.2546550,,,"Influence of Row Wheat on Radar Backscatter for Azimuthal Look Angles at L-, S-, C-, and X-Bands",IEEE Geoscience and Remote Sensing Letters,,,2016-06,2016,13,6,811-815,Closed,Article,"He, Lei; Tong, Ling; Shi, Jiancheng; Chen, Yan; Li, Yuxia; Guo, Caizheng; Wu, Baolong",,"He, Lei (University of Electronic Science and Technology of China); Tong, Ling (University of Electronic Science and Technology of China); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Chen, Yan (University of Electronic Science and Technology of China); Li, Yuxia (University of Electronic Science and Technology of China); Guo, Caizheng (University of Electronic Science and Technology of China); Wu, Baolong (University of Electronic Science and Technology of China)",2,2,,0.87,,https://app.dimensions.ai/details/publication/pub.1061360936,08 Information and Computing Sciences; 09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,0801 Artificial Intelligence and Image Processing
113,100,pub.1045116975,10.3390/rs8050390,,,"Evaluation of HY-2A Scatterometer Wind Vectors Using Data from Buoys, ERA-Interim and ASCAT during 2012–2014",Remote Sensing,,,2016-05-07,2016,8,5,390,All OA; Gold,Article,"Xing, Jianyong; Shi, Jiancheng; Lei, Yonghui; Huang, Xiang-Yu; Liu, Zhiquan",,"Xing, Jianyong (University of Chinese Academy of Sciences; Ministry of Natural Resources); Shi, Jiancheng (); Lei, Yonghui (); Huang, Xiang-Yu (); Liu, Zhiquan ()",3,2,,0.65,https://www.mdpi.com/2072-4292/8/5/390/pdf,https://app.dimensions.ai/details/publication/pub.1045116975,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
114,100,pub.1039697131,10.1007/s11430-015-5225-0,,,Review of snow water equivalent microwave remote sensing,Science China Earth Sciences,,,2016-04,2016,59,4,731-745,Closed,Article,"Shi, JianCheng; Xiong, Chuan; Jiang, LingMei","Shi, JianCheng","Shi, JianCheng (State Key Laboratory of Remote Sensing Science); Xiong, Chuan (State Key Laboratory of Remote Sensing Science); Jiang, LingMei (Beijing Normal University)",16,11,,3.95,,https://app.dimensions.ai/details/publication/pub.1039697131,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
115,100,pub.1061333839,10.1109/jstars.2015.2443071,,,Polarimetric Simulations of Bistatic Scattering From Perfectly Conducting Ocean Surfaces With 3 m/s Wind Speed at L-Band,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,2016-03,2016,9,3,1176-1186,Closed,Article,"Yang, Jingsong; Du, Yang; Shi, Jiancheng",,"Yang, Jingsong (Second Institute of Oceanography; Zhejiang University); Du, Yang (Zhejiang University; Tsinghua University); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth)",10,3,,2.16,,https://app.dimensions.ai/details/publication/pub.1061333839,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
116,100,pub.1029574646,10.1016/j.atmosres.2015.10.016,,,Impacts of radiance data assimilation on the Beijing 7.21 heavy rainfall,Atmospheric Research,,,2016-03,2016,169,,318-330,Closed,Article,"Xie, Yanhui; Xing, Jianyong; Shi, Jiancheng; Dou, Youjun; Lei, Yonghui","Lei, Yonghui","Xie, Yanhui (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Xing, Jianyong (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences; Ministry of Natural Resources); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Dou, Youjun (Institute of Remote Sensing and Digital Earth); Lei, Yonghui (Institute of Remote Sensing and Digital Earth)",10,5,,2.04,,https://app.dimensions.ai/details/publication/pub.1029574646,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
117,200,pub.1017763687,10.1371/journal.pone.0148152,26808529,PMC4725775,Correction: Combining XCO2 Measurements Derived from SCIAMACHY and GOSAT for Potentially Generating Global CO2 Maps with High Spatiotemporal Resolution,PLoS ONE,,,2016-01-25,2016,11,1,e0148152,All OA; Gold,Article,"Wang, Tianxing; Shi, Jiancheng; Jing, Yingying; Zhao, Tianjie; Ji, Dabin; Xiong, Chuan",,"Wang, Tianxing (); Shi, Jiancheng (); Jing, Yingying (); Zhao, Tianjie (); Ji, Dabin (); Xiong, Chuan ()",4,2,0.33,,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0148152&type=printable,https://app.dimensions.ai/details/publication/pub.1017763687,,,,,,
118,100,pub.1061333868,10.1109/jstars.2015.2452955,,,First Evaluation of Aquarius Soil Moisture Products Using In Situ Observations and GLDAS Model Simulations,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,2015-12,2015,8,12,5511-5525,Closed,Article,"Li, Dongyang; Zhao, Tianjie; Shi, Jiancheng; Bindlish, Rajat; Jackson, Thomas J.; Peng, Bin; An, Meng; Han, Bo",,"Li, Dongyang (Institute of Remote Sensing and Digital Earth; Wuhan University); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth; Beijing Normal University); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Bindlish, Rajat (Agricultural Research Service; Indian Institute of Technology Bombay); Jackson, Thomas J. (Agricultural Research Service; University of Maryland, College Park); Peng, Bin (Institute of Remote Sensing and Digital Earth; Nanjing University); An, Meng (China Academy of Space Technology; Beihang University); Han, Bo (China Academy of Space Technology)",14,6,,3.58,,https://app.dimensions.ai/details/publication/pub.1061333868,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
119,100,pub.1005257204,10.1007/s11430-015-5211-6,,,Physical statistical algorithm for precipitable water vapor inversion on land surface based on multi-source remotely sensed data,Science China Earth Sciences,,,2015-12,2015,58,12,2340-2352,Closed,Article,"Wang, YongQian; Shi, JianCheng; Wang, Hao; Feng, WenLan; Wang, YanJun","Wang, YongQian","Wang, YongQian (Chengdu University of Information Technology; Institute of Remote Sensing and Digital Earth); Shi, JianCheng (); Wang, Hao (Chengdu University of Information Technology); Feng, WenLan (Chengdu University of Information Technology); Wang, YanJun (Chengdu University of Information Technology)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1005257204,04 Earth Sciences,04 Earth Sciences,,,,
120,100,pub.1046398283,10.3390/rs71014099,,,Modeling Microwave Emission from Short Vegetation-Covered Surfaces,Remote Sensing,,,2015-10-26,2015,7,10,14099-14118,All OA; Gold,Article,"Xie, Yanhui; Shi, Jiancheng; Lei, Yonghui; Li, Yunqing",,"Xie, Yanhui (University of Chinese Academy of Sciences); Shi, Jiancheng (); Lei, Yonghui (); Li, Yunqing (University of Chinese Academy of Sciences)",2,2,,0.49,https://www.mdpi.com/2072-4292/7/10/14099/pdf,https://app.dimensions.ai/details/publication/pub.1046398283,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 02 Physical Sciences; 0203 Classical Physics; 04 Earth Sciences,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,02 Physical Sciences,0203 Classical Physics
121,100,pub.1016957876,10.1117/1.jrs.9.096003,,,Effective vegetation optical depth retrieval using microwave vegetation indices from WindSat data for short vegetation,Journal of Applied Remote Sensing,,,2015-10-06,2015,9,1,096003-096003,Closed,Article,"Li, Yunqing; Shi, Jiancheng; Zhao, Tianjie",,"Li, Yunqing (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth)",2,0,,0.39,,https://app.dimensions.ai/details/publication/pub.1016957876,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
122,100,pub.1061613805,10.1109/tgrs.2015.2411592,,,A New Hybrid Snow Light Scattering Model Based on Geometric Optics Theory and Vector Radiative Transfer Theory,IEEE Transactions on Geoscience and Remote Sensing,,,2015-09,2015,53,9,4862-4875,Closed,Article,"Xiong, Chuan; Shi, Jiancheng; Ji, Dabin; Wang, Tianxing; Xu, Yuanliu; Zhao, Tianjie",,"Xiong, Chuan (Institute of Remote Sensing and Digital Earth; Wuhan University); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth; Lanzhou University); Ji, Dabin (Institute of Remote Sensing and Digital Earth; Shandong University of Science and Technology); Wang, Tianxing (Institute of Remote Sensing and Digital Earth; Beijing Normal University); Xu, Yuanliu (Institute of Remote Sensing and Digital Earth; China University of Geosciences); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth; Beijing Normal University)",7,6,,1.93,,https://app.dimensions.ai/details/publication/pub.1061613805,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
123,100,pub.1061333734,10.1109/jstars.2015.2423153,,,The Development of Microwave Vegetation Indices from WindSat Data,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,2015-09,2015,8,9,4379-4395,Closed,Article,"Li, Yunqing; Shi, Jiancheng; Liu, Qiang; Dou, Youjun; Zhang, Tao",,"Li, Yunqing (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences; Shandong Normal University); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth; Lanzhou University); Liu, Qiang (Henan University of Economic and Law; Wuhan University); Dou, Youjun (Institute of Remote Sensing and Digital Earth; Chengdu University of Information Technology); Zhang, Tao (Shandong Jianzhu University)",4,2,,1.12,,https://app.dimensions.ai/details/publication/pub.1061333734,08 Information and Computing Sciences; 09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 0801 Artificial Intelligence and Image Processing; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,0801 Artificial Intelligence and Image Processing
124,100,pub.1094900918,10.1109/igarss.2015.7326386,,,Polarimetric Simulations of Bistatic Scattering from Ocean Surfaces at L Band,,2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),,2015-07,2015,,,2763-2766,Closed,Proceeding,"Yang, Jingsong; Du, Yang; Shi, Jiancheng",,"Yang, Jingsong (Second Institute of Oceanography); Du, Yang (Zhejiang University); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094900918,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
125,100,pub.1093911435,10.1109/igarss.2015.7326242,,,Evaluation and Comparison of Atmospheric co2 Concentrations from Models and Satellite Retrievals,,2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),,2015-07,2015,,,2202-2205,Closed,Proceeding,"Jing, Yingying; Shi, Jiancheng; Wang, Tianxing",,"Jing, Yingying (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Wang, Tianxing (Institute of Remote Sensing and Digital Earth)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093911435,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
126,100,pub.1093899927,10.1109/igarss.2015.7325858,,,Estimation of Water Cloud Parameters Using Time Series Aquarius Middle Beam Data,,2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),,2015-07,2015,,,693-695,Closed,Proceeding,"Liu, Chenzhou; Shi, Jiancheng",,"Liu, Chenzhou (Henan University of Science and Technology); Shi, Jiancheng ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093899927,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
