,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Galen D Stucky. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
24,400,pub.1005024655,10.1038/ncomms11049,27001935,PMC4804172,Discovery of abnormal lithium-storage sites in molybdenum dioxide electrodes,Nature Communications,,,2016-04,2016,7,1,11049,All OA; Gold,Article,"Shon, Jeong Kuk; Lee, Hyo Sug; Park, Gwi Ok; Yoon, Jeongbae; Park, Eunjun; Park, Gyeong Su; Kong, Soo Sung; Jin, Mingshi; Choi, Jae-Man; Chang, Hyuk; Doo, Seokgwang; Kim, Ji Man; Yoon, Won-Sub; Pak, Chanho; Kim, Hansu; Stucky, Galen D.","Kim, Ji Man","Shon, Jeong Kuk (Samsung (South Korea); Sungkyunkwan University); Lee, Hyo Sug (Samsung (South Korea)); Park, Gwi Ok (Sungkyunkwan University); Yoon, Jeongbae (Sungkyunkwan University); Park, Eunjun (Hanyang University); Park, Gyeong Su (Samsung (South Korea)); Kong, Soo Sung (Sungkyunkwan University); Jin, Mingshi (Ministry of Education of the People's Republic of China); Choi, Jae-Man (Samsung (South Korea)); Chang, Hyuk (Samsung (South Korea)); Doo, Seokgwang (Samsung (South Korea)); Kim, Ji Man (Sungkyunkwan University); Yoon, Won-Sub (Sungkyunkwan University); Pak, Chanho (Samsung (South Korea)); Kim, Hansu (Hanyang University); Stucky, Galen D. (University of California, Santa Barbara)",37,24,1.75,7.72,https://www.nature.com/articles/ncomms11049.pdf,https://app.dimensions.ai/details/publication/pub.1005024655,03 Chemical Sciences; 0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),,
25,400,pub.1001641903,10.1021/jacs.5b11341,26807600,,Anisotropic Growth of TiO2 onto Gold Nanorods for Plasmon-Enhanced Hydrogen Production from Water Reduction.,Journal of the American Chemical Society,,,2016-02-03,2016,138,4,1114-7,"All OA; Green, Accepted & Submitted",Article,"Wu, Binghui; Liu, Deyu; Mubeen, Syed; Chuong, Tracy T; Moskovits, Martin; Stucky, Galen D",,"Wu, Binghui (University of California, Santa Barbara; Xiamen University); Liu, Deyu (University of California, Santa Barbara); Mubeen, Syed (University of California, Santa Barbara); Chuong, Tracy T (University of California, Santa Barbara); Moskovits, Martin (University of California, Santa Barbara); Stucky, Galen D (University of California, Santa Barbara; Xiamen University)",145,91,5.44,30.55,https://cloudfront.escholarship.org/dist/prd/content/qt9bf7903g/qt9bf7903g.pdf?t=p827eo,https://app.dimensions.ai/details/publication/pub.1001641903,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
26,100,pub.1033138265,10.1002/chin.201604011,,,ChemInform Abstract: Nanostructured Mn‐Doped V2O5 Cathode Material Fabricated from Layered Vanadium Jarosite.,ChemInform,,,2016-01,2016,47,4,no-no,Closed,Article,"Zeng, Hongmei; Liu, Deyu; Zhang, Yichi; See, Kimberly A.; Jun, Young‐Si; Wu, Guang; Gerbec, Jeffrey A.; Ji, Xiulei; Stucky, Galen D.",,"Zeng, Hongmei (University of California, Santa Barbara); Liu, Deyu (University of California, Santa Barbara); Zhang, Yichi (University of California, Santa Barbara); See, Kimberly A. (University of California, Santa Barbara); Jun, Young‐Si (University of California, Santa Barbara); Wu, Guang (University of California, Santa Barbara); Gerbec, Jeffrey A. (University of California, Santa Barbara); Ji, Xiulei (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1033138265,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
27,400,pub.1005482791,10.1039/c6cc06368c,27782273,,A plasmonic liquid junction photovoltaic cell with greatly improved power conversion efficiency,Chemical Communications,,,2016,2016,52,92,13460-13462,Closed,Article,"Lee, Woo-ram; Navarrete, Jose; Evanko, Brian; Stucky, Galen D.; Mubeen, Syed; Moskovits, Martin",,"Lee, Woo-ram (University of California, Santa Barbara); Navarrete, Jose (University of California, Santa Barbara); Evanko, Brian (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Mubeen, Syed (University of Iowa); Moskovits, Martin (University of California, Santa Barbara)",3,1,0.27,,,https://app.dimensions.ai/details/publication/pub.1005482791,03 Chemical Sciences,03 Chemical Sciences,,,,
28,200,pub.1049541772,10.1021/acs.chemmater.5b02840,,,Nanostructured Mn-Doped V 2 O 5 Cathode Material Fabricated from Layered Vanadium Jarosite,Chemistry of Materials,,,2015-11-10,2015,27,21,7331-7336,"All OA; Green, Accepted & Submitted",Article,"Zeng, Hongmei; Liu, Deyu; Zhang, Yichi; See, Kimberly A.; Jun, Young-Si; Wu, Guang; Gerbec, Jeffrey A.; Ji, Xiulei; Stucky, Galen D.",,"Zeng, Hongmei (University of California, Santa Barbara; Sichuan University); Liu, Deyu (University of California, Santa Barbara); Zhang, Yichi (University of California, Santa Barbara); See, Kimberly A. (University of California, Santa Barbara); Jun, Young-Si (University of California, Santa Barbara); Wu, Guang (University of California, Santa Barbara); Gerbec, Jeffrey A. (University of California, Santa Barbara); Ji, Xiulei (Oregon State University); Stucky, Galen D. (University of California, Santa Barbara)",23,12,,,https://authors.library.caltech.edu/86893/2/cm5b02840_si_001.pdf,https://app.dimensions.ai/details/publication/pub.1049541772,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
29,400,pub.1046546930,10.1038/ncomms8818,26239891,PMC4532795,Design of aqueous redox-enhanced electrochemical capacitors with high specific energies and slow self-discharge,Nature Communications,,,2015-11,2015,6,1,7818,All OA; Gold,Article,"Chun, Sang-Eun; Evanko, Brian; Wang, Xingfeng; Vonlanthen, David; Ji, Xiulei; Stucky, Galen D.; Boettcher, Shannon W.","Boettcher, Shannon W.","Chun, Sang-Eun (University of Oregon); Evanko, Brian (University of California, Santa Barbara); Wang, Xingfeng (Oregon State University); Vonlanthen, David (University of California, Santa Barbara); Ji, Xiulei (Oregon State University); Stucky, Galen D. (University of California, Santa Barbara); Boettcher, Shannon W. (University of Oregon)",94,51,1.87,16.13,https://www.nature.com/articles/ncomms8818.pdf,https://app.dimensions.ai/details/publication/pub.1046546930,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
30,100,pub.1019491230,10.1016/j.epsl.2015.08.013,,,Mackinawite and greigite in ancient alkaline hydrothermal chimneys: Identifying potential key catalysts for emergent life,Earth and Planetary Science Letters,,,2015-11,2015,430,,105-114,Closed,Article,"White, Lauren M.; Bhartia, Rohit; Stucky, Galen D.; Kanik, Isik; Russell, Michael J.","White, Lauren M.","White, Lauren M. (University of California, Santa Barbara; California Institute of Technology); Bhartia, Rohit (California Institute of Technology); Stucky, Galen D. (University of California, Santa Barbara); Kanik, Isik (California Institute of Technology); Russell, Michael J. (California Institute of Technology)",29,13,,5.4,,https://app.dimensions.ai/details/publication/pub.1019491230,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
31,400,pub.1038044551,10.1126/science.aac6368,26338796,,Identification of active sites in CO oxidation and water-gas shift over supported Pt catalysts,Science,,,2015-10-09,2015,350,6257,189-192,All OA; Gold,Article,"Ding, Kunlun; Gulec, Ahmet; Johnson, Alexis M; Schweitzer, Neil M; Stucky, Galen D; Marks, Laurence D; Stair, Peter C",,"Ding, Kunlun (Northwestern University); Gulec, Ahmet (Northwestern University); Johnson, Alexis M (Northwestern University); Schweitzer, Neil M (Northwestern University); Stucky, Galen D (University of California, Santa Barbara); Marks, Laurence D (Northwestern University); Stair, Peter C (Northwestern University)",235,138,6.29,40.32,https://science.sciencemag.org/content/sci/350/6257/189.full.pdf,https://app.dimensions.ai/details/publication/pub.1038044551,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
32,400,pub.1050300420,10.1021/acsami.5b04677,26310453,,High Energy Density Aqueous Electrochemical Capacitors with a KI-KOH Electrolyte.,ACS Applied Materials & Interfaces,,,2015-09-16,2015,7,36,19978-85,Closed,Article,"Wang, Xingfeng; Chandrabose, Raghu S; Chun, Sang-Eun; Zhang, Tianqi; Evanko, Brian; Jian, Zelang; Boettcher, Shannon W; Stucky, Galen D; Ji, Xiulei",,"Wang, Xingfeng (Oregon State University); Chandrabose, Raghu S (Oregon State University); Chun, Sang-Eun (University of Oregon); Zhang, Tianqi (Oregon State University); Evanko, Brian (); Jian, Zelang (Oregon State University); Boettcher, Shannon W (University of Oregon); Stucky, Galen D (); Ji, Xiulei (Oregon State University)",29,15,0.52,4.98,,https://app.dimensions.ai/details/publication/pub.1050300420,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
33,400,pub.1048877816,10.1021/jacs.5b06791,26322625,,Constructing Hierarchical Porous Zeolites via Kinetic Regulation.,Journal of the American Chemical Society,,,2015-09-09,2015,137,35,11238-41,All OA; Gold,Article,"Ding, Kunlun; Corma, Avelino; Maciá-Agulló, Juan Antonio; Hu, Jerry G; Krämer, Stephan; Stair, Peter C; Stucky, Galen D",,"Ding, Kunlun (University of California, Santa Barbara; Northwestern University); Corma, Avelino (Instituto de Tecnología Química); Maciá-Agulló, Juan Antonio (Instituto de Tecnología Química); Hu, Jerry G (University of California, Santa Barbara); Krämer, Stephan (University of California, Santa Barbara); Stair, Peter C (Northwestern University); Stucky, Galen D (University of California, Santa Barbara)",29,13,0.53,,https://doi.org/10.1021/jacs.5b06791,https://app.dimensions.ai/details/publication/pub.1048877816,03 Chemical Sciences,03 Chemical Sciences,,,,
34,400,pub.1005169520,10.1021/jacs.5b05027,26222800,,Uniform Concave Polystyrene-Carbon Core-Shell Nanospheres by a Swelling Induced Buckling Process.,Journal of the American Chemical Society,,,2015-08-12,2015,137,31,9772-5,All OA; Gold,Article,"Liu, Deyu; Peng, Xinxing; Wu, Binghui; Zheng, Xueyun; Chuong, Tracy T; Li, Jialuo; Sun, Shigang; Stucky, Galen D",,"Liu, Deyu (University of California, Santa Barbara); Peng, Xinxing (University of California, Santa Barbara; Xiamen University); Wu, Binghui (University of California, Santa Barbara; Xiamen University); Zheng, Xueyun (University of California, Santa Barbara); Chuong, Tracy T (University of California, Santa Barbara); Li, Jialuo (University of California, Santa Barbara); Sun, Shigang (Xiamen University); Stucky, Galen D (University of California, Santa Barbara)",16,8,0.78,,https://doi.org/10.1021/jacs.5b05027,https://app.dimensions.ai/details/publication/pub.1005169520,03 Chemical Sciences,03 Chemical Sciences,,,,
35,200,pub.1052747533,10.1021/acs.chemmater.5b00772,,,Lithium Charge Storage Mechanisms of Cross-Linked Triazine Networks and Their Porous Carbon Derivatives,Chemistry of Materials,,,2015-06-09,2015,27,11,3821-3829,"All OA; Green, Accepted & Submitted",Article,"See, Kimberly A.; Hug, Stephan; Schwinghammer, Katharina; Lumley, Margaret A.; Zheng, Yonghao; Nolt, Jaya M.; Stucky, Galen D.; Wudl, Fred; Lotsch, Bettina V.; Seshadri, Ram",,"See, Kimberly A. (); Hug, Stephan (Max Planck Institute for Solid State Research); Schwinghammer, Katharina (Max Planck Institute for Solid State Research); Lumley, Margaret A. (); Zheng, Yonghao (); Nolt, Jaya M. (); Stucky, Galen D. (); Wudl, Fred (); Lotsch, Bettina V. (Max Planck Institute for Solid State Research); Seshadri, Ram ()",15,5,,,https://authors.library.caltech.edu/86892/2/cm5b00772_si_001.pdf,https://app.dimensions.ai/details/publication/pub.1052747533,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
36,400,pub.1002741850,10.1002/anie.201501298,25925409,,Polyimide Dendrimers Containing Multiple Electron Donor–Acceptor Units and Their Unique Photophysical Properties,Angewandte Chemie International Edition,,,2015-06-01,2015,54,23,6775-6779,Closed,Article,"Toma, Francesca M.; Puntoriero, Fausto; Pho, Toan V.; La Rosa, Marcello; Jun, Young‐Si; de Villers, Bertrand J. Tremolet; Pavlovich, James; Stucky, Galen D.; Campagna, Sebastiano; Wudl, Fred",,"Toma, Francesca M. (University of California, Santa Barbara); Puntoriero, Fausto (); Pho, Toan V. (University of California, Santa Barbara); La Rosa, Marcello (); Jun, Young‐Si (University of California, Santa Barbara); de Villers, Bertrand J. Tremolet (University of California, Santa Barbara); Pavlovich, James (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Campagna, Sebastiano (); Wudl, Fred (University of California, Santa Barbara)",9,5,0.76,1.54,,https://app.dimensions.ai/details/publication/pub.1002741850,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
37,100,pub.1025573983,10.1002/ange.201501298,,,Polyimide Dendrimers Containing Multiple Electron Donor–Acceptor Units and Their Unique Photophysical Properties,Angewandte Chemie,,,2015-06-01,2015,127,23,6879-6883,Closed,Article,"Toma, Francesca M.; Puntoriero, Fausto; Pho, Toan V.; La Rosa, Marcello; Jun, Young‐Si; de Villers, Bertrand J. Tremolet; Pavlovich, James; Stucky, Galen D.; Campagna, Sebastiano; Wudl, Fred",,"Toma, Francesca M. (University of California, Santa Barbara); Puntoriero, Fausto (); Pho, Toan V. (University of California, Santa Barbara); La Rosa, Marcello (); Jun, Young‐Si (University of California, Santa Barbara); de Villers, Bertrand J. Tremolet (University of California, Santa Barbara); Pavlovich, James (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Campagna, Sebastiano (); Wudl, Fred (University of California, Santa Barbara)",3,3,,0.51,,https://app.dimensions.ai/details/publication/pub.1025573983,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
38,400,pub.1003914289,10.1002/anie.201409639,25651530,PMC4782980,Clotting Activity of Polyphosphate‐Functionalized Silica Nanoparticles,Angewandte Chemie International Edition,,"Blood Coagulation; Fibrin; Hemorrhage; Hemostasis; Magnetic Resonance Spectroscopy; Nanoparticles; Particle Size; Polyphosphates; Silicon Dioxide; Spectrophotometry, Atomic; Temperature; Thrombin; Whole Blood Coagulation Time; Zirconium",2015-03-23,2015,54,13,4018-4022,"All OA; Green, Accepted & Submitted",Article,"Kudela, Damien; Smith, Stephanie A.; May‐Masnou, Anna; Braun, Gary B.; Pallaoro, Alessia; Nguyen, Chi K.; Chuong, Tracy T.; Nownes, Sara; Allen, Riley; Parker, Nicholas R.; Rashidi, Hooman H.; Morrissey, James H.; Stucky, Galen D.",,"Kudela, Damien (University of California, Santa Barbara); Smith, Stephanie A. (University of Illinois at Urbana Champaign); May‐Masnou, Anna (University of California, Santa Barbara; University of Barcelona); Braun, Gary B. (Sanford Burnham Prebys Medical Discovery Institute); Pallaoro, Alessia (University of California, Santa Barbara); Nguyen, Chi K. (University of California, Santa Barbara); Chuong, Tracy T. (University of California, Santa Barbara); Nownes, Sara (University of California, Santa Barbara); Allen, Riley (University of California, Santa Barbara); Parker, Nicholas R. (University of California, Santa Barbara); Rashidi, Hooman H. (University of California, Davis); Morrissey, James H. (University of Illinois at Urbana Champaign); Stucky, Galen D. (University of California, Santa Barbara)",20,10,1.63,,http://europepmc.org/articles/pmc4782980?pdf=render,https://app.dimensions.ai/details/publication/pub.1003914289,03 Chemical Sciences,03 Chemical Sciences,,,,
39,100,pub.1052908823,10.1002/ange.201409639,,,Clotting Activity of Polyphosphate‐Functionalized Silica Nanoparticles,Angewandte Chemie,,,2015-03-23,2015,127,13,4090-4094,"All OA; Green, Accepted & Submitted",Article,"Kudela, Damien; Smith, Stephanie A.; May‐Masnou, Anna; Braun, Gary B.; Pallaoro, Alessia; Nguyen, Chi K.; Chuong, Tracy T.; Nownes, Sara; Allen, Riley; Parker, Nicholas R.; Rashidi, Hooman H.; Morrissey, James H.; Stucky, Galen D.",,"Kudela, Damien (University of California, Santa Barbara); Smith, Stephanie A. (University of Illinois at Urbana Champaign); May‐Masnou, Anna (University of California, Santa Barbara; University of Barcelona); Braun, Gary B. (Sanford Burnham Prebys Medical Discovery Institute); Pallaoro, Alessia (University of California, Santa Barbara); Nguyen, Chi K. (University of California, Santa Barbara); Chuong, Tracy T. (University of California, Santa Barbara); Nownes, Sara (University of California, Santa Barbara); Allen, Riley (University of California, Santa Barbara); Parker, Nicholas R. (University of California, Santa Barbara); Rashidi, Hooman H. (University of California, Davis); Morrissey, James H. (University of Illinois at Urbana Champaign); Stucky, Galen D. (University of California, Santa Barbara)",2,1,,0.73,http://europepmc.org/articles/pmc4782980?pdf=render,https://app.dimensions.ai/details/publication/pub.1052908823,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,1102 Cardiorespiratory Medicine and Haematology,11 Medical and Health Sciences,,,
