,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Patricia Ann Holden. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
97,400,pub.1014517324,10.1007/s00248-006-9093-1,17072678,,Relationships between Sediment Microbial Communities and Pollutants in Two California Salt Marshes,Microbial Ecology,,"Animals; California; Ecosystem; Embryo, Nonmammalian; Fatty Acids; Geography; Geologic Sediments; Multivariate Analysis; Phospholipids; Plants; Polymorphism, Restriction Fragment Length; Sea Urchins; Soil Pollutants; Wetlands",2006-11,2006,52,4,619-633,Closed,Article,"Cao, Y.; Cherr, G. N.; Córdova-Kreylos, A. L.; Fan, T. W.-M.; Green, P. G.; Higashi, R. M.; LaMontagne, M. G.; Scow, K. M.; Vines, C. A.; Yuan, J.; Holden, P. A.","Cao, Y.","Cao, Y. (University of California, Santa Barbara); Cherr, G. N. (University of California, Davis); Córdova-Kreylos, A. L. (University of California, Davis); Fan, T. W.-M. (University of California, Davis; University of Louisville); Green, P. G. (University of California, Davis); Higashi, R. M. (University of California, Davis); LaMontagne, M. G. (McNeese State University); Scow, K. M. (University of California, Davis); Vines, C. A. (University of California, Davis); Yuan, J. (University of California, Santa Barbara); Holden, P. A. (University of California, Santa Barbara)",20,2,0.65,1.99,,https://app.dimensions.ai/details/publication/pub.1014517324,0602 Ecology; 0502 Environmental Science and Management; 0605 Microbiology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0605 Microbiology,05 Environmental Sciences,06 Biological Sciences
98,400,pub.1035431017,10.1007/s11239-006-7658-y,16786234,,Host-guest composites for induced hemostasis and therapeutic healing in traumatic injuries,Journal of Thrombosis and Thrombolysis,,"Animals; Anti-Bacterial Agents; Bandages; Burns, Chemical; Femoral Artery; Groin; Hemostatic Techniques; Hemostatics; Microscopy, Electron, Scanning; Models, Animal; Swine; Thrombelastography; Warfare; Wounds and Injuries; Zeolites",2006-08,2006,22,1,55-67,Closed,Article,"Ostomel, Todd A.; Stoimenov, Peter K.; Holden, Patricia A.; Alam, Hasan B.; Stucky, Galen D.","Stucky, Galen D.","Ostomel, Todd A. (University of California, Santa Barbara; Massachusetts General Hospital); Stoimenov, Peter K. (University of California, Santa Barbara; Massachusetts General Hospital); Holden, Patricia A. (University of California, Santa Barbara; Massachusetts General Hospital); Alam, Hasan B. (Uniformed Services University of the Health Sciences; Massachusetts General Hospital); Stucky, Galen D. (University of California, Santa Barbara; Massachusetts General Hospital)",32,5,0.93,6.37,,https://app.dimensions.ai/details/publication/pub.1035431017,11 Medical and Health Sciences; 1103 Clinical Sciences,11 Medical and Health Sciences,1103 Clinical Sciences,,,
99,400,pub.1007549913,10.1128/aem.72.5.3357-3366.2006,16672478,PMC1472379,"Diversity, Composition, and Geographical Distribution of Microbial Communities in California Salt Marsh Sediments",Applied and Environmental Microbiology,,"Bacteria; California; Ecosystem; Fatty Acids; Fresh Water; Genetic Variation; Geologic Sediments; Metals, Heavy; Phospholipids; Polymorphism, Restriction Fragment Length; Seasons; Sodium Chloride; Water Pollutants, Chemical",2006-05-01,2006,72,5,3357-3366,All OA; Gold,Article,"Córdova-Kreylos, Ana Lucía; Cao, Yiping; Green, Peter G.; Hwang, Hyun-Min; Kuivila, Kathryn M.; LaMontagne, Michael G.; Van De Werfhorst, Laurie C.; Holden, Patricia A.; Scow, Kate M.",,"Córdova-Kreylos, Ana Lucía (University of California, Davis); Cao, Yiping (University of California, Santa Barbara); Green, Peter G. (University of California, Davis); Hwang, Hyun-Min (University of California, Davis); Kuivila, Kathryn M. (California State University, Sacramento); LaMontagne, Michael G. (University of California, Santa Barbara); Van De Werfhorst, Laurie C. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara); Scow, Kate M. (University of California, Davis)",80,9,2.04,9.33,https://aem.asm.org/content/72/5/3357.full.pdf,https://app.dimensions.ai/details/publication/pub.1007549913,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
100,400,pub.1027171353,10.1128/aem.72.3.1988-1996.2006,16517647,PMC1393198,Enhanced Exopolymer Production and Chromium Stabilization in Pseudomonas putida Unsaturated Biofilms,Applied and Environmental Microbiology,,"Biofilms; Chromium; Culture Media; Ferric Compounds; Microscopy, Electron, Scanning; Oxidation-Reduction; Polymers; Pseudomonas putida",2006-03-01,2006,72,3,1988-1996,All OA; Gold,Article,"Priester, John H.; Olson, Scott G.; Webb, Samuel M.; Neu, Mary P.; Hersman, Larry E.; Holden, Patricia A.",,"Priester, John H. (University of California, Santa Barbara); Olson, Scott G. (University of California, Santa Barbara); Webb, Samuel M. (SLAC National Accelerator Laboratory); Neu, Mary P. (Los Alamos National Laboratory); Hersman, Larry E. (Los Alamos National Laboratory); Holden, Patricia A. (University of California, Santa Barbara)",136,32,3.99,11.27,https://aem.asm.org/content/72/3/1988.full.pdf,https://app.dimensions.ai/details/publication/pub.1027171353,0605 Microbiology; 0601 Biochemistry and Cell Biology; 06 Biological Sciences,0605 Microbiology,0601 Biochemistry and Cell Biology,06 Biological Sciences,,
101,400,pub.1017946456,10.1128/aem.71.9.5404-5410.2005,16151131,PMC1214645,Extracellular DNA in Single- and Multiple-Species Unsaturated Biofilms,Applied and Environmental Microbiology,,"Bacteria; Biofilms; Comamonadaceae; DNA, Bacterial; Extracellular Matrix; Pseudomonas aeruginosa; Pseudomonas putida; Random Amplified Polymorphic DNA Technique; Rhodococcus; Species Specificity",2005-09-01,2005,71,9,5404-5410,All OA; Gold,Article,"Steinberger, R. E.; Holden, P. A.",,"Steinberger, R. E. (University of California, Santa Barbara); Holden, P. A. (University of California, Santa Barbara)",186,18,5.07,14.68,https://aem.asm.org/content/71/9/5404.full.pdf,https://app.dimensions.ai/details/publication/pub.1017946456,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
102,200,pub.1069053604,10.2136/vzj2005.0001,,,Microbial Processes in the Vadose Zone,Vadose Zone Journal,,,2005,2005,4,1,1,All OA; Gold,Article,"Holden, Patricia A.; Fierer, Noah",,"Holden, Patricia A. (); Fierer, Noah ()",31,6,,3.06,https://dl.sciencesocieties.org/publications/vzj/pdfs/4/1/0001,https://app.dimensions.ai/details/publication/pub.1069053604,0703 Crop and Pasture Production; 0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences
103,200,pub.1051195599,10.1016/b0-12-348530-4/00172-7,,,VADOSE ZONE | Microbial Ecology,,Encyclopedia of Soils in the Environment,,2005,2005,,,216-224,Closed,Chapter,"Holden, P.A.; Fierer, N.",,"Holden, P.A. (University of California, Santa Barbara); Fierer, N. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1051195599,,,,,,
104,400,pub.1017512326,10.1111/j.1462-2920.2004.00613.x,15250882,,Bacterial diversity in marine hydrocarbon seep sediments,Environmental Microbiology,,"Bacteria; Biodiversity; Carbon; DNA Fingerprinting; DNA, Bacterial; DNA, Ribosomal; Gammaproteobacteria; Genes, rRNA; Geologic Sediments; Hydrocarbons; Molecular Sequence Data; Nitrogen; Petroleum; Phylogeny; Polymerase Chain Reaction; RNA, Ribosomal, 16S; Selection, Genetic; Sequence Analysis, DNA; Water Microbiology",2004-08,2004,6,8,799-808,Closed,Article,"LaMontagne, Michael G.; Leifer, Ira; Bergmann, Sandra; Van De Werfhorst, Laurie C.; Holden, Patricia A.",,"LaMontagne, Michael G. (University of California, Santa Barbara); Leifer, Ira (University of California, Santa Barbara); Bergmann, Sandra (University of California, Santa Barbara); Van De Werfhorst, Laurie C. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",50,7,1,3.79,,https://app.dimensions.ai/details/publication/pub.1017512326,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
105,400,pub.1076895527,10.2166/wh.2003.0020,15382723,,"A comparative study of culture-independent, library-independent genotypic methods of fecal source tracking",Journal of Water and Health,,"Animals; Base Sequence; Birds; Cattle; DNA Primers; Dogs; Escherichia coli; Feces; Genetic Markers; Genotype; Humans; Microbiological Techniques; Polymerase Chain Reaction; Polymorphism, Restriction Fragment Length",2003-12,2003,1,4,181-194,All OA; Gold,Article,"Field, Katharine G; Chern, Eunice C; Dick, Linda K; Fuhrman, Jed; Griffith, John; Holden, Patricia A; LaMontagne, Michael G; Le, Joann; Olson, Betty; Simonich, Michael T",,"Field, Katharine G (Oregon State University); Chern, Eunice C (); Dick, Linda K (); Fuhrman, Jed (); Griffith, John (); Holden, Patricia A (); LaMontagne, Michael G (); Le, Joann (); Olson, Betty (); Simonich, Michael T ()",54,2,1.58,3.09,http://jwh.iwaponline.com/content/1/4/181.full.pdf,https://app.dimensions.ai/details/publication/pub.1076895527,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
106,100,pub.1027830371,10.1046/j.1365-2486.2003.00663.x,,,Controls on microbial CO2 production: a comparison of surface and subsurface soil horizons,Global Change Biology,,,2003-09,2003,9,9,1322-1332,Closed,Article,"Fierer, Noah; Allen, Andrew S.; Schimel, Joshua P.; Holden, Patricia A.",,"Fierer, Noah (University of California, Santa Barbara); Allen, Andrew S. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",220,39,,20.74,,https://app.dimensions.ai/details/publication/pub.1027830371,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
107,400,pub.1046925115,10.1007/s00248-003-1006-y,14708746,,Comparison of subsurface and surface soil bacterial communities in california grassland as assessed by terminal restriction fragment length polymorphisms of PCR-amplified 16S rRNA genes,Microbial Ecology,,"Biomass; California; Carbon; Cloning, Organism; DNA, Bacterial; Ecosystem; Poaceae; Polymerase Chain Reaction; Polymorphism, Restriction Fragment Length; Population Dynamics; RNA, Ribosomal, 16S; Soil Microbiology; Water",2003-08,2003,46,2,216-227,Closed,Article,"LaMontagne, M. G.; Schimel, J. P.; Holden, P. A.","LaMontagne, M. G.","LaMontagne, M. G. (University of California, Santa Barbara); Schimel, J. P. (University of California, Santa Barbara); Holden, P. A. (University of California, Santa Barbara)",63,5,1.2,5.94,,https://app.dimensions.ai/details/publication/pub.1046925115,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
108,400,pub.1003446345,10.1007/s00248-001-1072-y,14708747,,Comparison of free-living and particle-associated bacterial communities in a coastal Lagoon,Microbial Ecology,,"Bacteria; Ecosystem; Particle Size; Polymerase Chain Reaction; Polymorphism, Restriction Fragment Length; Population Dynamics; Principal Component Analysis; RNA, Ribosomal, 16S; Rain; Seasons; Soil; Water Microbiology; Water Supply",2003-08,2003,46,2,228-237,Closed,Article,"LaMontagne, M. G.; Holden, P. A.","LaMontagne, M. G.","LaMontagne, M. G. (University of California, Santa Barbara); Holden, P. A. (University of California, Santa Barbara)",42,5,0.81,3.52,,https://app.dimensions.ai/details/publication/pub.1003446345,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
109,400,pub.1049614146,10.1016/s0043-1354(02)00312-3,12688694,,A mechanistic model of runoff-associated fecal coliform fate and transport through a coastal lagoon,Water Research,,"Climate; Ecosystem; Enterobacteriaceae; Feces; Geologic Sediments; Mediterranean Region; Models, Theoretical; Public Health; Seasons; Water Microbiology; Water Movements",2003-02,2003,37,3,589-608,Closed,Article,"Steets, B.M.; Holden, P.A.","Holden, P.A.","Steets, B.M. (University of California, Santa Barbara); Holden, P.A. (University of California, Santa Barbara)",85,4,2.23,7.86,,https://app.dimensions.ai/details/publication/pub.1049614146,0405 Oceanography; 0406 Physical Geography and Environmental Geoscience; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences,0405 Oceanography,0406 Physical Geography and Environmental Geoscience,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences
110,400,pub.1026902635,10.1007/s00248-002-1007-2,12469245,,Influence of Drying–Rewetting Frequency on Soil Bacterial Community Structure,Microbial Ecology,,"Classification; DNA, Bacterial; Disasters; Ecosystem; Poaceae; Polymorphism, Restriction Fragment Length; Population Dynamics; Seasons; Soil Microbiology; Trees; Water",2003-01,2003,45,1,63-71,Closed,Article,"Fierer, N.; Schimel, J.P.; Holden, P.A.",,"Fierer, N. (University of California, Santa Barbara); Schimel, J.P. (University of California, Santa Barbara); Holden, P.A. (University of California, Santa Barbara)",378,52,4.13,33.6,,https://app.dimensions.ai/details/publication/pub.1026902635,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
111,100,pub.1020407469,10.1016/s0038-0717(02)00251-1,,,Variations in microbial community composition through two soil depth profiles,Soil Biology and Biochemistry,,,2003-01,2003,35,1,167-176,"All OA; Green, Accepted & Submitted",Article,"Fierer, Noah; Schimel, Joshua P; Holden, Patricia A","Fierer, Noah","Fierer, Noah (University of California, Santa Barbara); Schimel, Joshua P (University of California, Santa Barbara); Holden, Patricia A (University of California, Santa Barbara)",827,193,,73.5,http://research.eeescience.utoledo.edu/lees/papers_PDF/Fierer_2003_SoilBiolBiochem.pdf,https://app.dimensions.ai/details/publication/pub.1020407469,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
112,200,pub.1113964164,10.1017/s1431927602107148,,,Imaging Soil Bacteria in an Environmental Scanning Electron Microscope,Microscopy and Microanalysis,,,2002-08,2002,8,S02,990-991,All OA; Gold,Article,"Saleta, J.L.; Holden, P.",,"Saleta, J.L. (University of California, Santa Barbara); Holden, P. (University of California, Santa Barbara)",0,0,,0,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/05AB6D5652AF695049E9F99EF10235B2/S1431927602107148a.pdf/div-class-title-imaging-soil-bacteria-in-an-environmental-scanning-electron-microscope-div.pdf,https://app.dimensions.ai/details/publication/pub.1113964164,0204 Condensed Matter Physics; 09 Engineering; 0912 Materials Engineering; 0601 Biochemistry and Cell Biology; 02 Physical Sciences; 06 Biological Sciences,0204 Condensed Matter Physics,09 Engineering,0912 Materials Engineering,0601 Biochemistry and Cell Biology,02 Physical Sciences
113,400,pub.1031567266,10.1007/s00248-001-1063-z,12043001,,Elongation Correlates with Nutrient Deprivation in Pseudomonas aeruginosa Unsaturated Biofilms,Microbial Ecology,,"Adaptation, Biological; Biofilms; Culture Media; Diffusion; Microscopy, Atomic Force; Pseudomonas aeruginosa",2002-06,2002,43,4,416-423,Closed,Article,"Steinberger, R.E.; Allen, A.R.; Hansma, H.G.; Holden, P.A.",,"Steinberger, R.E. (University of California, Santa Barbara); Allen, A.R. (University of California, Santa Barbara); Hansma, H.G. (University of California, Santa Barbara); Holden, P.A. (University of California, Santa Barbara)",65,3,1.62,3.94,,https://app.dimensions.ai/details/publication/pub.1031567266,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
114,400,pub.1022521791,10.1128/aem.68.5.2509-2518.2002,11976128,PMC127520,Assessing the Role of Pseudomonas aeruginosa Surface-Active Gene Expression in Hexadecane Biodegradation in Sand,Applied and Environmental Microbiology,,"Aldose-Ketose Isomerases; Alkanes; Base Sequence; Biodegradation, Environmental; Cell Culture Techniques; DNA, Bacterial; Gene Expression; Green Fluorescent Proteins; Luminescent Proteins; Molecular Sequence Data; Pseudomonas aeruginosa; Silicon Dioxide; Soil Microbiology",2002-05-01,2002,68,5,2509-2518,All OA; Gold,Article,"Holden, P. A.; LaMontagne, M. G.; Bruce, A. K.; Miller, W. G.; Lindow, S. E.",,"Holden, P. A. (University of California, Santa Barbara); LaMontagne, M. G. (University of California, Santa Barbara); Bruce, A. K. (University of California, Santa Barbara); Miller, W. G. (); Lindow, S. E. (University of California, Berkeley)",60,7,1.11,4.94,https://aem.asm.org/content/68/5/2509.full.pdf,https://app.dimensions.ai/details/publication/pub.1022521791,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
115,400,pub.1007478805,10.1016/s0167-7012(01)00377-3,11869790,,Evaluation of extraction and purification methods for obtaining PCR-amplifiable DNA from compost for microbial community analysis,Journal of Microbiological Methods,,"Bacteria; Biodegradation, Environmental; Chromatography, Gel; DNA, Bacterial; Electrophoresis, Agar Gel; Environmental Microbiology; Evaluation Studies as Topic; Humic Substances; Polymerase Chain Reaction; Polymorphism, Restriction Fragment Length; Principal Component Analysis; RNA, Bacterial; RNA, Ribosomal, 16S; Refuse Disposal",2002-05,2002,49,3,255-264,Closed,Article,"LaMontagne, M.G.; Michel, F.C.; Holden, P.A.; Reddy, C.A.","Reddy, C.A.","LaMontagne, M.G. (Michigan State University); Michel, F.C. (Michigan State University); Holden, P.A. (Michigan State University); Reddy, C.A. (Michigan State University)",147,7,3.03,12.09,,https://app.dimensions.ai/details/publication/pub.1007478805,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
116,400,pub.1036210035,10.1007/s00248-001-0010-3,12024251,,Water Content Mediated Microaerophilic Toluene Biodegradation in Arid Vadose Zone Materials,Microbial Ecology,,,2001-10,2001,42,3,256-266,Closed,Article,"Holden, P.A.; Hersman, L.E.; Firestone, M.K.",,"Holden, P.A. (University of California, Berkeley); Hersman, L.E. (Los Alamos National Laboratory); Firestone, M.K. (University of California, Berkeley)",10,1,0.19,0.87,,https://app.dimensions.ai/details/publication/pub.1036210035,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
117,300,pub.1029281505,10.1016/s0076-6879(01)37011-8,11398425,,[9] Biofilms in unsaturated environments,Methods in Enzymology,Microbial Growth in Biofilms - Part B: Special Environments and Physicochemical Aspects,Bacteriological Techniques; Biofilms; Bioreactors; Culture Media,2001,2001,337,,125-143,Closed,Chapter,"Holden, P A",,"Holden, P A (University of California, Santa Barbara)",16,4,0.22,0.92,,https://app.dimensions.ai/details/publication/pub.1029281505,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
118,400,pub.1028503644,10.1128/jb.182.13.3809-3815.2000,10850998,PMC94554,Physical Morphology and Surface Properties of Unsaturated Pseudomonas putida Biofilms,Journal of Bacteriology,,"Biofilms; Microscopy, Atomic Force; Pseudomonas putida",2000-07-01,2000,182,13,3809-3815,All OA; Gold,Article,"Auerbach, Ilene D.; Sorensen, Cody; Hansma, Helen G.; Holden, Patricia A.",,"Auerbach, Ilene D. (University of California, Santa Barbara); Sorensen, Cody (University of California, Santa Barbara); Hansma, Helen G. (University of California, Santa Barbara); Holden, Patricia A. ()",91,7,2.19,,https://jb.asm.org/content/182/13/3809.full.pdf,https://app.dimensions.ai/details/publication/pub.1028503644,11 Medical and Health Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,11 Medical and Health Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
119,400,pub.1015601653,10.1163/156856200743940,11011766,,Probing biopolymers with the atomic force microscope: A review,Journal of Biomaterials Science Polymer Edition,,"Bacteria; Biofilms; Biopolymers; DNA; Microscopy, Atomic Force; Proteins",2000-01,2000,11,7,675-683,Closed,Article,"Hansma, Helen G.; Pietrasanta, Lia I.; Auerbach, Ilene D.; Sorenson, Cody; Golan, Roxana; Holden, Patricia A.",,"Hansma, Helen G. (University of California, Santa Barbara); Pietrasanta, Lia I. (University of California, Santa Barbara); Auerbach, Ilene D. (University of California, Santa Barbara); Sorenson, Cody (University of California, Santa Barbara); Golan, Roxana (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",45,2,0.58,6.34,,https://app.dimensions.ai/details/publication/pub.1015601653,09 Engineering; 0912 Materials Engineering; 0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0904 Chemical Engineering,09 Engineering,0912 Materials Engineering,0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0904 Chemical Engineering
120,400,pub.1052831300,10.1002/(sici)1097-0290(19971220)56:6<656::aid-bit9>3.0.co;2-m,18642338,PMC2844457,Toluene diffusion and reaction in unsaturated Pseudomonas putida biofilms,Biotechnology and Bioengineering,,,1997-12-20,1997,56,6,656-670,"All OA; Green, Accepted & Submitted",Article,"Holden, Patricia A.; Hunt, James R.; Firestone, Mary K.",,"Holden, Patricia A. (University of California, Berkeley; University of California, Santa Barbara); Hunt, James R. (University of California, Berkeley); Firestone, Mary K. (University of California, Berkeley)",41,3,0.88,,http://europepmc.org/articles/pmc2844457?pdf=render,https://app.dimensions.ai/details/publication/pub.1052831300,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
121,400,pub.1030713949,10.1023/a:1008237819089,9396169,,Water stress effects on toluene biodegradation by Pseudomonas putida,Biodegradation,,"Biodegradation, Environmental; Carbon; Cell Division; Cell Size; Kinetics; Pseudomonas putida; Soil; Toluene; Water",1997-05,1997,8,3,143-151,Closed,Article,"Holden, Patricia A.; Halverson, Larry J.; Firestone, Mary K.",,"Holden, Patricia A. (University of California, Berkeley); Halverson, Larry J. (University of California, Berkeley); Firestone, Mary K. (University of California, Berkeley)",33,3,0.86,,,https://app.dimensions.ai/details/publication/pub.1030713949,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
122,400,pub.1064746043,10.1289/ehp.95103s475,8565916,PMC1519285,Coupling transport and biodegradation of VOCs in surface and subsurface soils.,Environmental Health Perspectives,,"Biodegradation, Environmental; Hydrocarbons; Hydrocarbons, Halogenated; Models, Biological; Soil Pollutants",1995-06,1995,103 Suppl 5,Suppl 5,75-8,"All OA; Green, Published",Article,"Hunt, J R; Holden, P A; Firestone, M K",,"Hunt, J R (University of California, Berkeley); Holden, P A (University of California, Berkeley); Firestone, M K (University of California, Berkeley)",11,1,0.23,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1519285,https://app.dimensions.ai/details/publication/pub.1064746043,11 Medical and Health Sciences; 05 Environmental Sciences,11 Medical and Health Sciences,05 Environmental Sciences,,,
