,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Alan T Murray. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
181,100,pub.1049936935,10.1023/a:1018922728855,,,Forest planning at the tactical level,Annals of Operations Research,,,2000-01,2000,95,1-4,3-18,Closed,Article,"Church, Richard L.; Murray, Alan T.; Barber, Klaus H.",,"Church, Richard L. (University of California, Santa Barbara); Murray, Alan T. (The Ohio State University); Barber, Klaus H. ()",8,2,,1.98,,https://app.dimensions.ai/details/publication/pub.1049936935,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
182,100,pub.1009814362,10.1007/s101090050019,,,Spatial analysis using clustering methods: Evaluating central point and median approaches,Journal of Geographical Systems,,,1999-12,1999,1,4,367-383,Closed,Article,"Murray, Alan T.",,"Murray, Alan T. (The Ohio State University)",12,2,,,,https://app.dimensions.ai/details/publication/pub.1009814362,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
183,100,pub.1001994764,10.1016/s1361-9209(98)00010-8,,,Public Transportation Access,Transportation Research Part D Transport and Environment,,,1998-09,1998,3,5,319-328,"All OA; Green, Accepted & Submitted",Article,"Murray, Alan T.; Davis, Rex; Stimson, Robert J.; Ferreira, Luis","Murray, Alan T.","Murray, Alan T. (University of Queensland); Davis, Rex (University of Queensland); Stimson, Robert J. (University of Queensland); Ferreira, Luis (Queensland University of Technology)",128,22,,,http://eprints.qut.edu.au/2476/1/2476.pdf,https://app.dimensions.ai/details/publication/pub.1001994764,"12 Built Environment and Design; 0502 Environmental Science and Management; 15 Commerce, Management, Tourism and Services; 1507 Transportation and Freight Services; 05 Environmental Sciences; 1205 Urban and Regional Planning",12 Built Environment and Design,0502 Environmental Science and Management,"15 Commerce, Management, Tourism and Services",1507 Transportation and Freight Services,05 Environmental Sciences
184,100,pub.1001146036,10.1080/136588198241734,,,Cluster discovery techniques for exploratory spatial data analysis,International Journal of Geographical Information Science,,,1998-07,1998,12,5,431-443,Closed,Article,"MURRAY, ALAN T.; ESTIVILL-CASTRO, VLADIMIR",,"MURRAY, ALAN T. (); ESTIVILL-CASTRO, VLADIMIR ()",58,6,,,,https://app.dimensions.ai/details/publication/pub.1001146036,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0801 Artificial Intelligence and Image Processing
185,100,pub.1058153856,10.1068/a301125,,,Minimizing Aggregation Error in Input-Output Models,Environment and Planning A Economy and Space,,,1998-06,1998,30,6,1125-1128,Closed,Article,"Murray, A T",,"Murray, A T (Queensland University of Technology)",7,2,,,,https://app.dimensions.ai/details/publication/pub.1058153856,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
186,100,pub.1039389794,10.1016/s0966-8349(98)00051-5,,,Locational issues in forest management,Location Science,,,1998-05,1998,6,1-4,137-153,Closed,Article,"Church, Richard L.; Murray, Alan T.; Weintraub, Andres","Church, Richard L.","Church, Richard L. (University of California, Santa Barbara); Murray, Alan T. (University of Queensland); Weintraub, Andres (University of Chile)",29,3,,,,https://app.dimensions.ai/details/publication/pub.1039389794,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
187,100,pub.1023677852,10.1111/j.1435-5597.1998.tb00706.x,,,IMPACT MODELS FOR SITING UNDESIRABLE FACILITIES,Papers in Regional Science,,,1998-01,1998,77,1,19-36,Closed,Article,"Murray, Alan T.; Church, Richard L.; Gerrard, Ross A.; Tsui, Wing‐Sing",,"Murray, Alan T. (); Church, Richard L. (University of California, Santa Barbara); Gerrard, Ross A. (University of California, Santa Barbara); Tsui, Wing‐Sing ()",26,4,,,,https://app.dimensions.ai/details/publication/pub.1023677852,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
188,100,pub.1002658966,10.1007/3-540-64383-4_10,,,Discovering associations in spatial data — An efficient medoid based approach,Lecture Notes in Computer Science,Research and Development in Knowledge Discovery and Data Mining,,1998,1998,1394,,110-121,Closed,Chapter,"Estivill-Castrol, Vladimir; Murray, Alan T.",,"Estivill-Castrol, Vladimir (University of Newcastle Australia); Murray, Alan T. (University of Queensland)",39,2,,,,https://app.dimensions.ai/details/publication/pub.1002658966,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0801 Artificial Intelligence and Image Processing
189,100,pub.1031447264,10.1016/s0377-2217(96)00175-0,,,Facets for node packing,European Journal of Operational Research,,,1997-09,1997,101,3,598-608,Closed,Article,"Murray, Alan T.; Church, Richard L.",,"Murray, Alan T. (Queensland University of Technology); Church, Richard L. (Queensland University of Technology; University of California, Santa Barbara)",17,2,,,,https://app.dimensions.ai/details/publication/pub.1031447264,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
190,100,pub.1015024268,10.1016/s0966-8349(97)00016-8,,,Capacitated service and regional constraints in location-allocation modeling,Location Science,,,1997-08,1997,5,2,103-118,Closed,Article,"Murray, Alan T.; Gerrard, Ross A.","Murray, Alan T.","Murray, Alan T. (University of Queensland); Gerrard, Ross A. (University of California, Santa Barbara)",19,6,,,,https://app.dimensions.ai/details/publication/pub.1015024268,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
191,100,pub.1026890142,10.1016/s0305-0548(96)00048-2,,,Solving the anti-covering location problem using Lagrangian relaxation,Computers & Operations Research,,,1997-02,1997,24,2,127-140,Closed,Article,"Murray, Alan T.; Church, Richard L.","Murray, Alan T.","Murray, Alan T. (Queensland University of Technology); Church, Richard L. (University of California, Santa Barbara)",18,3,,,,https://app.dimensions.ai/details/publication/pub.1026890142,0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,,
192,100,pub.1004497617,10.1007/bf00226292,,,Applying simulated annealing to location-planning models,Journal of Heuristics,,,1996-06,1996,2,1,31-53,Closed,Article,"Murray, Alan T.; Church, Richard L.",,"Murray, Alan T. (Queensland University of Technology); Church, Richard L. (University of California, Santa Barbara)",105,19,,,,https://app.dimensions.ai/details/publication/pub.1004497617,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
193,200,pub.1057604538,10.1061/(asce)0733-9488(1995)121:3(109),,,Solid-Waste–Disposal Site Location,Journal of Urban Planning and Development,,,1995-09,1995,121,3,109-114,Closed,Article,"Murray, Alan T.; Church, Richard L.",,"Murray, Alan T. (); Church, Richard L. ()",2,0,,,,https://app.dimensions.ai/details/publication/pub.1057604538,"12 Built Environment and Design; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning; 15 Commerce, Management, Tourism and Services",12 Built Environment and Design,1507 Transportation and Freight Services,1205 Urban and Regional Planning,"15 Commerce, Management, Tourism and Services",
194,100,pub.1012428404,10.1007/bf01719265,,,Heuristic solution approaches to operational forest planning problems,OR Spectrum,,,1995-06,1995,17,2-3,193-203,Closed,Article,"Murray, Alan T.; Church, Richard L.","Murray, Alan T.","Murray, Alan T. (University of California, Santa Barbara); Church, Richard L. (University of California, Santa Barbara)",98,11,,,,https://app.dimensions.ai/details/publication/pub.1012428404,"15 Commerce, Management, Tourism and Services; 0102 Applied Mathematics; 1503 Business and Management; 0103 Numerical and Computational Mathematics; 01 Mathematical Sciences","15 Commerce, Management, Tourism and Services",0102 Applied Mathematics,1503 Business and Management,0103 Numerical and Computational Mathematics,01 Mathematical Sciences
195,200,pub.1057604501,10.1061/(asce)0733-9488(1993)119:1(23),,,Modeling School Utilization and Consolidation,Journal of Urban Planning and Development,,,1993-03,1993,119,1,23-38,Closed,Article,"Church, Richard L.; Murray, Alan T.",,"Church, Richard L. (); Murray, Alan T. ()",33,7,,,,https://app.dimensions.ai/details/publication/pub.1057604501,"12 Built Environment and Design; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning; 15 Commerce, Management, Tourism and Services",12 Built Environment and Design,1507 Transportation and Freight Services,1205 Urban and Regional Planning,"15 Commerce, Management, Tourism and Services",
