,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Armand M Kuris. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
138,100,pub.1053365665,10.1016/0022-2011(79)90050-8,,,"Virus particles in an internal parasite, Portunion conformis (Crustacea: Isopoda: Entoniscidae), and its marine crab host, Hemigrapsus oregonensis",Journal of Invertebrate Pathology,,,1979-07,1979,34,1,26-31,Closed,Article,"Kuris, A.M.; Poinar, G.O.; Hess, R.; Morris, T.J.",,"Kuris, A.M. (University of California, Santa Barbara); Poinar, G.O. (University of California, Berkeley); Hess, R. (University of California, Berkeley); Morris, T.J. (University of California, Berkeley)",20,3,,,,https://app.dimensions.ai/details/publication/pub.1053365665,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
139,200,pub.1070252365,10.2307/3280305,,,The Dynamics of Arthropod Predator-Prey Systems,Journal of Parasitology,,,1979-06,1979,65,3,475,Closed,Article,"Kuris, Armand M.; Hassell, Michael P.",,"Kuris, Armand M. (); Hassell, Michael P. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1070252365,06 Biological Sciences; 07 Agricultural and Veterinary Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,
140,100,pub.1032572369,10.1577/1548-8659(1978)107<464:svoral>2.0.co;2,,,Seasonal Variation of Reproduction and Lipid Reserves in Some Subtropical Cyprinodontids,Transactions of the American Fisheries Society,,,1978-05,1978,107,3,464-472,Closed,Article,"de Vlaming, Victor L.; Kuris, Armand; Parker, Faust R.",,"de Vlaming, Victor L. (Marquette University); Kuris, Armand (University of California, Santa Barbara); Parker, Faust R. (The University of Texas at Austin)",16,1,,,,https://app.dimensions.ai/details/publication/pub.1032572369,0704 Fisheries Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,07 Agricultural and Veterinary Sciences,,,
141,400,pub.1069531233,10.2307/1540778,29323963,,"LIFE CYCLE, DISTRIBUTION AND ABUNDANCE OF CARCINONEMERTES EPIALTI, A NEMERTEAN EGG PREDATOR OF THE SHORE CRAB, HEMIGRAPSUS OREGONENSIS, IN RELATION TO HOST SIZE, REPRODUCTION AND MOLT CYCLE.",Biological Bulletin,,,1978-02,1978,154,1,121-137,Closed,Article,"Kuris, Armand M",,"Kuris, Armand M ()",40,0,0,,,https://app.dimensions.ai/details/publication/pub.1069531233,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
142,200,pub.1069531088,10.2307/1540605,,,"DESCRIPTION OF A NEW SPECIES,
                    CRANGON HANDI
                    , AND NEW GENUS,
                    LISSOCRANGON
                    , OF CRANGONID SHRIMPS (CRUSTACEA: CARIDEA) FROM THE CALIFORNIA COAST, WITH NOTES ON ADAPTATION IN BODY SHAPE AND COLORATION",Biological Bulletin,,,1977-12,1977,153,3,540-559,Closed,Article,"KURIS, ARMAND M.; CARLTON, JAMES T.",,"KURIS, ARMAND M. (); CARLTON, JAMES T. ()",13,1,,,,https://app.dimensions.ai/details/publication/pub.1069531088,06 Biological Sciences,06 Biological Sciences,,,,
143,100,pub.1006068686,10.1016/0022-0981(76)90109-x,,,Use of principal components analysis to describe the snail shell resource for hermit crabs,Journal of Experimental Marine Biology and Ecology,,,1976-04,1976,22,1,69-77,"All OA; Green, Accepted & Submitted",Article,"Kuris, Armand M.; Brody, Michael S.",,"Kuris, Armand M. (University of Michigan); Brody, Michael S. ()",31,1,,,https://deepblue.lib.umich.edu/bitstream/2027.42/21794/1/0000192.pdf,https://app.dimensions.ai/details/publication/pub.1006068686,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
144,400,pub.1009840933,10.1002/jez.1401930311,1176908,,Effect of limb regeneration on size increase at molt of the shore crabs Hemigrapsus oregonensis and Pachygrapsus crassipes,Journal of Experimental Zoology,,Animals; Brachyura; Extremities; Regeneration,1975-09,1975,193,3,353-359,Closed,Article,"Kuris, Armand M.; Mager, Marc",,"Kuris, Armand M. (); Mager, Marc ()",29,2,0,,,https://app.dimensions.ai/details/publication/pub.1009840933,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
145,100,pub.1042358545,10.1016/0022-2011(75)90235-9,,,Juvenile Ascarophis (Spirurida: Nematoda) parasitizing intertidal decapod crustacea in California: with notes on prevalence and effects on host growth and survival,Journal of Invertebrate Pathology,,,1975-03,1975,26,3,375-382,Closed,Article,"Poinar, George O.; Kuris, Armand M.",,"Poinar, George O. (University of California, Berkeley; University of California, Davis); Kuris, Armand M. (University of California, Berkeley; University of California, Davis)",15,1,,,,https://app.dimensions.ai/details/publication/pub.1042358545,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
146,200,pub.1058699069,10.1086/408018,,,Trophic Interactions: Similarity of Parasitic Castrators to Parasitoids,The Quarterly Review of Biology,,,1974-06,1974,49,2,129-148,Closed,Article,"Kuris, Armand M.",,"Kuris, Armand M. ()",126,5,,,,https://app.dimensions.ai/details/publication/pub.1058699069,06 Biological Sciences,06 Biological Sciences,,,,
147,300,pub.1046105439,10.1016/0014-4894(73)90040-4,4706119,,Biological control: Implications of the analogy between the trophic interactions of insect pest-parasitoid and snail-trematode systems,Experimental Parasitology,,"Animals; Antibiosis; Humans; Insect Control; Larva; Models, Theoretical; Pest Control, Biological; Schistosomiasis; Snails; Trematoda",1973-04,1973,33,2,365-379,Closed,Article,"Kuris, Armand M",,"Kuris, Armand M (University of California, San Francisco)",23,0,0,,,https://app.dimensions.ai/details/publication/pub.1046105439,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
