,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Bodo Bookhagen. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
134,100,pub.1024086646,10.1029/2006jf000589,,,Bedrock channel geometry along an orographic rainfall gradient in the upper Marsyandi River valley in central Nepal,Journal of Geophysical Research,,,2007,2007,112,F3,,All OA; Gold,Article,"Craddock, William H.; Burbank, Douglas W.; Bookhagen, Bodo; Gabet, Emmanuel J.",,"Craddock, William H. (University of California, Santa Barbara; Pennsylvania State University); Burbank, Douglas W. (University of California, Santa Barbara); Bookhagen, Bodo (Stanford University); Gabet, Emmanuel J. (University of California, Riverside)",44,2,,4.19,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006JF000589,https://app.dimensions.ai/details/publication/pub.1024086646,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
135,100,pub.1022240267,10.1130/b25865.1,,,"Coastal deformation and great subduction earthquakes, Isla Santa María, Chile (37°S)",Geological Society of America Bulletin,,,2006-11-01,2006,118,11-12,1463-1480,Closed,Article,"Melnick, Daniel; Bookhagen, Bodo; Echtler, Helmut P.; Strecker, Manfred R.",,"Melnick, Daniel (); Bookhagen, Bodo (); Echtler, Helmut P. (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Strecker, Manfred R. (University of Potsdam)",93,11,,11.25,,https://app.dimensions.ai/details/publication/pub.1022240267,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
136,100,pub.1014348692,10.1130/b25872.1,,,"Dome formation and extension in the Tethyan Himalaya, Leo Pargil, northwest India",Geological Society of America Bulletin,,,2006-05-01,2006,118,5-6,635-650,Closed,Article,"Thiede, Rasmus C.; Arrowsmith, J. Ramón; Bookhagen, Bodo; McWilliams, Michael; Sobel, Edward R.; Strecker, Manfred R.",,"Thiede, Rasmus C. (University of Potsdam); Arrowsmith, J. Ramón (Arizona State University); Bookhagen, Bodo (University of Potsdam); McWilliams, Michael (Stanford University); Sobel, Edward R. (University of Potsdam); Strecker, Manfred R. (University of Potsdam)",80,12,,9.4,,https://app.dimensions.ai/details/publication/pub.1014348692,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
137,200,pub.1062733560,10.1130/b25865,,,"Coastal deformation and great subduction earthquakes, Isla Santa Maria, Chile (37{degree sign}S)",Geological Society of America Bulletin,,,2006,2006,,2006,,Closed,Article,"Melnick, Daniel; Bookhagen, Bodo; Echtler, Helmut; Strecker, Manfred",,"Melnick, Daniel (); Bookhagen, Bodo (); Echtler, Helmut (); Strecker, Manfred ()",3,1,,0.38,,https://app.dimensions.ai/details/publication/pub.1062733560,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
138,200,pub.1026383808,10.1029/2006gl026944,,,"Correction to “Topography, relief, and TRMM‐derived rainfall variations along the Himalaya”",Geophysical Research Letters,,,2006,2006,33,13,,All OA; Gold,Article,"Bookhagen, Bodo; Burbank, Douglas W.",,"Bookhagen, Bodo (); Burbank, Douglas W. ()",9,1,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006GL026944,https://app.dimensions.ai/details/publication/pub.1026383808,,,,,,
139,100,pub.1053607456,10.1130/g22698.1,,,"Holocene monsoonal dynamics and fluvial terrace formation in the northwest Himalaya, India",Geology,,,2006,2006,34,7,601-604,Closed,Article,"Bookhagen, B.; Fleitmann, D.; Nishiizumi, K.; Strecker, M.R.; Thiede, R.C.",,"Bookhagen, B. (University of Potsdam); Fleitmann, D. (Stanford University); Nishiizumi, K. (University of California, Berkeley); Strecker, M.R. (University of Potsdam); Thiede, R.C. (University of Potsdam)",81,18,,9.68,,https://app.dimensions.ai/details/publication/pub.1053607456,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
140,100,pub.1040785835,10.1130/g22648.1,,,"Climatic forcing of erosion, landscape, and tectonics in the Bhutan Himalayas",Geology,,,2006,2006,34,10,801-804,Closed,Article,"Grujic, Djordje; Coutand, Isabelle; Bookhagen, Bodo; Bonnet, Stéphane; Blythe, Ann; Duncan, Chris",,"Grujic, Djordje (Dalhousie University); Coutand, Isabelle (University of Lille); Bookhagen, Bodo (University of California, Santa Barbara); Bonnet, Stéphane (Géosciences Rennes); Blythe, Ann (University of Southern California); Duncan, Chris (University of Massachusetts Amherst)",128,23,,15.17,,https://app.dimensions.ai/details/publication/pub.1040785835,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
141,100,pub.1038648204,10.1029/2006gl026037,,,"Topography, relief, and TRMM‐derived rainfall variations along the Himalaya",Geophysical Research Letters,,,2006,2006,33,8,,All OA; Gold,Article,"Bookhagen, Bodo; Burbank, Douglas W.",,"Bookhagen, Bodo (University of California, Santa Barbara; Stanford University); Burbank, Douglas W. (University of California, Santa Barbara)",389,94,,30.81,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006GL026037,https://app.dimensions.ai/details/publication/pub.1038648204,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
142,100,pub.1024171143,10.1007/978-3-540-48684-8_12,,,"Tectonics, Climate, and Landscape Evolution of the Southern Central Andes: the Argentine Puna Plateau and Adjacent Regions between 22 and 30°S",Frontiers in Earth Sciences,The Andes,,2006,2006,,,265-283,"All OA; Green, Accepted & Submitted",Chapter,"Alonso, Ricardo N.; Bookhagen, Bodo; Carrapa, Barbara; Coutand, Isabelle; Haschke, Michael; Hilley, George E.; Schoenbohm, Lindsay; Sobel, Edward R.; Strecker, Manfred R.; Trauth, Martin H.; Villanueva, Arturo",,"Alonso, Ricardo N. (National University of Salta); Bookhagen, Bodo (Stanford University); Carrapa, Barbara (University of Potsdam); Coutand, Isabelle (University of Lille); Haschke, Michael (); Hilley, George E. (Stanford University); Schoenbohm, Lindsay (The Ohio State University); Sobel, Edward R. (University of Potsdam); Strecker, Manfred R. (University of Potsdam); Trauth, Martin H. (University of Potsdam); Villanueva, Arturo (National University of Tucumán)",25,6,,2.96,http://pangea.stanford.edu/~hilley/REPRINTS/Alonsoetal_BookChapter2006.pdf,https://app.dimensions.ai/details/publication/pub.1024171143,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
143,100,pub.1010832821,10.1029/2006gl026734,,,"Using uplifted Holocene beach berms for paleoseismic analysis on the Santa María Island, south‐central Chile",Geophysical Research Letters,,,2006,2006,33,15,,All OA; Gold,Article,"Bookhagen, B.; Echtler, H. P.; Melnick, D.; Strecker, M. R.; Spencer, J. Q. G.",,"Bookhagen, B. (University of Potsdam; Stanford University); Echtler, H. P. (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Melnick, D. (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; University of Potsdam); Strecker, M. R. (University of Potsdam); Spencer, J. Q. G. (University of St Andrews; University of Innsbruck)",44,3,,5.17,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006GL026734,https://app.dimensions.ai/details/publication/pub.1010832821,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
144,100,pub.1018007839,10.1016/j.epsl.2004.11.014,,,"Abnormal monsoon years and their control on erosion and sediment flux in the high, arid northwest Himalaya",Earth and Planetary Science Letters,,,2005-02,2005,231,1-2,131-146,Closed,Article,"Bookhagen, Bodo; Thiede, Rasmus C.; Strecker, Manfred R.","Bookhagen, Bodo","Bookhagen, Bodo (University of Potsdam); Thiede, Rasmus C. (University of Potsdam); Strecker, Manfred R. (University of Potsdam)",142,26,,12.9,,https://app.dimensions.ai/details/publication/pub.1018007839,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
145,200,pub.1062733741,10.1130/g21483.1,,,From tectonically to erosionally controlled development of the Himalayan orogen,Geology,,,2005,2005,33,8,689,Closed,Article,"Thiede, Rasmus C.; Arrowsmith, J Ramón; Bookhagen, Bodo; McWilliams, Michael O.; Sobel, Edward R.; Strecker, Manfred R.",,"Thiede, Rasmus C. (); Arrowsmith, J Ramón (); Bookhagen, Bodo (); McWilliams, Michael O. (); Sobel, Edward R. (); Strecker, Manfred R. ()",84,6,,,,https://app.dimensions.ai/details/publication/pub.1062733741,04 Earth Sciences,04 Earth Sciences,,,,
146,100,pub.1007654279,10.1130/g20982.1,,,Late Quaternary intensified monsoon phases control landscape evolution in the northwest Himalaya,Geology,,,2005,2005,33,2,149-152,Closed,Article,"Bookhagen, Bodo; Thiede, Rasmus C.; Strecker, Manfred R.",,"Bookhagen, Bodo (University of Potsdam); Thiede, Rasmus C. (University of Potsdam); Strecker, Manfred R. (University of Potsdam)",217,46,,20.42,,https://app.dimensions.ai/details/publication/pub.1007654279,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
147,100,pub.1042493319,10.1016/j.epsl.2004.03.015,,,Climatic control on rapid exhumation along the Southern Himalayan Front,Earth and Planetary Science Letters,,,2004-06-15,2004,222,3-4,791-806,Closed,Article,"Thiede, Rasmus C.; Bookhagen, Bodo; Arrowsmith, J.Ramón; Sobel, Edward R.; Strecker, Manfred R.","Thiede, Rasmus C.","Thiede, Rasmus C. (University of Potsdam); Bookhagen, Bodo (University of Potsdam); Arrowsmith, J.Ramón (Arizona State University); Sobel, Edward R. (University of Potsdam); Strecker, Manfred R. (University of Potsdam)",193,25,,17.27,,https://app.dimensions.ai/details/publication/pub.1042493319,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
148,100,pub.1015937655,10.1016/s0031-0182(03)00273-6,,,Multiple landslide clusters record Quaternary climate changes in the northwestern Argentine Andes,Palaeogeography Palaeoclimatology Palaeoecology,,,2003-05,2003,194,1-3,109-121,Closed,Article,"Trauth, Martin H.; Bookhagen, Bodo; Marwan, Norbert; Strecker, Manfred R.","Trauth, Martin H.","Trauth, Martin H. (University of Potsdam); Bookhagen, Bodo (University of Potsdam); Marwan, Norbert (University of Potsdam); Strecker, Manfred R. (University of Potsdam)",78,15,,7.3,,https://app.dimensions.ai/details/publication/pub.1015937655,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
149,100,pub.1032135234,10.1016/s0921-8181(02)00178-9,,,Paleoprecipitation estimates for the Lake Naivasha basin (Kenya) during the last 175 k.y. using a lake-balance model,Global and Planetary Change,,,2003-03,2003,36,1-2,117-136,Closed,Article,"Bergner, A.G.N; Trauth, M.H; Bookhagen, B","Bergner, A.G.N","Bergner, A.G.N (University of Potsdam); Trauth, M.H (University of Potsdam); Bookhagen, B (University of Potsdam)",42,9,,3.71,,https://app.dimensions.ai/details/publication/pub.1032135234,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0401 Atmospheric Sciences,,
150,100,pub.1064922466,10.1306/061702730082,,,"Late Pleistocene Climate Change and Erosion in the Santa Maria Basin, NW Argentina",Journal of Sedimentary Research,,,2003-01-01,2003,73,1,82-90,"All OA; Green, Accepted & Submitted",Article,"Trauth, Martin H.; Bookhagen, Bodo; Müller, Andrea B.; Strecker, Manfred R.",,"Trauth, Martin H. (University of Potsdam); Bookhagen, Bodo (University of Potsdam); Müller, Andrea B. (University of Potsdam); Strecker, Manfred R. (University of Potsdam)",14,1,,1.26,http://www.geog.ucsb.edu/~bodo/pdf/trauth03_smb_erosion.pdf,https://app.dimensions.ai/details/publication/pub.1064922466,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
151,100,pub.1022957805,10.1016/s0031-0182(01)00221-8,,,"Hydrological modelling of a Pleistocene landslide-dammed lake in the Santa Maria Basin, NW Argentina",Palaeogeography Palaeoclimatology Palaeoecology,,,2001-05,2001,169,1-2,113-127,Closed,Article,"Bookhagen, Bodo; Haselton, Kirk; Trauth, Martin H","Bookhagen, Bodo","Bookhagen, Bodo (University of Potsdam); Haselton, Kirk (University of Potsdam); Trauth, Martin H (University of Potsdam)",33,5,,3.58,,https://app.dimensions.ai/details/publication/pub.1022957805,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
