,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is David A Siegel. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
125,400,pub.1065115289,10.1364/ao.39.003582,18349929,,Atmospheric correction of satellite ocean color imagery: the black pixel assumption.,Applied Optics,,,2000-07-20,2000,39,21,3582-91,Closed,Article,"Siegel, David A.; Wang, Menghua; Maritorena, Stéphane; Robinson, Wayne",,"Siegel, David A. (); Wang, Menghua (); Maritorena, Stéphane (); Robinson, Wayne ()",325,41,2.97,64.05,,https://app.dimensions.ai/details/publication/pub.1065115289,09 Engineering; 0205 Optical Physics; 0906 Electrical and Electronic Engineering; 0913 Mechanical Engineering; 02 Physical Sciences,09 Engineering,0205 Optical Physics,0906 Electrical and Electronic Engineering,0913 Mechanical Engineering,02 Physical Sciences
126,400,pub.1065114915,10.1364/ao.39.000456,18337915,,Remote-sensing reflectance determinations in the coastal ocean environment: impact of instrumental characteristics and environmental variability.,Applied Optics,,,2000-01-20,2000,39,3,456-69,Closed,Article,"Toole, D A; Siegel, D A; Menzies, D W; Neumann, M J; Smith, R C",,"Toole, D A (University of California, Santa Barbara); Siegel, D A (); Menzies, D W (); Neumann, M J (); Smith, R C ()",74,9,1.56,11.88,,https://app.dimensions.ai/details/publication/pub.1065114915,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
127,100,pub.1040023376,10.1029/1999jc900051,,,"Mesoscale eddies, satellite altimetry, and new production in the Sargasso Sea",Journal of Geophysical Research,,,1999-06-15,1999,104,C6,13359-13379,All OA; Gold,Article,"Siegel, David A.; McGillicuddy, Dennis J.; Fields, Erik A.",,"Siegel, David A. (); McGillicuddy, Dennis J. (); Fields, Erik A. ()",186,15,,,http://onlinelibrary.wiley.com/doi/10.1029/1999JC900051/pdf,https://app.dimensions.ai/details/publication/pub.1040023376,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
128,100,pub.1017035357,10.1029/1999jc900021,,,Mesoscale variations of biogeochemical properties in the Sargasso Sea,Journal of Geophysical Research,,,1999-06-15,1999,104,C6,13381-13394,All OA; Gold,Article,"McGillicuddy, D. J.; Johnson, R.; Siegel, D. A.; Michaels, A. F.; Bates, N. R.; Knap, A. H.",,"McGillicuddy, D. J. (); Johnson, R. (); Siegel, D. A. (); Michaels, A. F. (); Bates, N. R. (); Knap, A. H. ()",136,13,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/1999JC900021,https://app.dimensions.ai/details/publication/pub.1017035357,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
129,100,pub.1004483698,10.1175/1520-0442(1999)012<1101:ccaorh>2.0.co;2,,,Cloud Color and Ocean Radiant Heating,Journal of Climate,,,1999-04,1999,12,4,1101-1116,Closed,Article,"Siegel, David A.; Westberry, Toby K.; Ohlmann, J. Carter",,"Siegel, David A. (); Westberry, Toby K. (); Ohlmann, J. Carter ()",24,2,,,,https://app.dimensions.ai/details/publication/pub.1004483698,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
130,100,pub.1021427654,10.1029/98jc02160,,,Ocean color chlorophyll algorithms for SeaWiFS,Journal of Geophysical Research,,,1998-10-15,1998,103,C11,24937-24953,All OA; Gold,Article,"O'Reilly, John E.; Maritorena, Stéphane; Mitchell, B. Greg; Siegel, David A.; Carder, Kendall L.; Garver, Sara A.; Kahru, Mati; McClain, Charles",,"O'Reilly, John E. (); Maritorena, Stéphane (); Mitchell, B. Greg (); Siegel, David A. (); Carder, Kendall L. (); Garver, Sara A. (); Kahru, Mati (); McClain, Charles ()",1384,169,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/98JC02160,https://app.dimensions.ai/details/publication/pub.1021427654,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
131,100,pub.1053306302,10.1038/28367,,,Influence of mesoscale eddies on new production in the Sargasso Sea,Nature,,,1998-07,1998,394,6690,263-266,Closed,Article,"McGillicuddy, D. J.; Robinson, A. R.; Siegel, D. A.; Jannasch, H. W.; Johnson, R.; Dickey, T. D.; McNeil, J.; Michaels, A. F.; Knap, A. H.","McGillicuddy, D. J.","McGillicuddy, D. J. (Woods Hole Oceanographic Institution); Robinson, A. R. (Harvard University); Siegel, D. A. (); Jannasch, H. W. (); Johnson, R. (Bermuda Institute of Ocean Sciences); Dickey, T. D. (University of California, Santa Barbara); McNeil, J. (University of California, Santa Barbara); Michaels, A. F. (University of Southern California); Knap, A. H. (Bermuda Institute of Ocean Sciences)",601,75,,,,https://app.dimensions.ai/details/publication/pub.1053306302,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
132,100,pub.1038665533,10.1175/1520-0493(1998)126<1195:uotrth>2.0.co;2,,,Upper-Ocean Temperature Response to Hurricane Felix as Measured by the Bermuda Testbed Mooring,Monthly Weather Review,,,1998-05,1998,126,5,1195-1201,Closed,Article,"Dickey, Tommy; Frye, Dan; McNeil, Joe; Manov, Derek; Nelson, Norm; Sigurdson, David; Jannasch, Hans; Siegel, David; Michaels, Tony; Johnson, Rod",,"Dickey, Tommy (); Frye, Dan (); McNeil, Joe (); Manov, Derek (); Nelson, Norm (); Sigurdson, David (); Jannasch, Hans (); Siegel, David (); Michaels, Tony (); Johnson, Rod ()",85,10,,,,https://app.dimensions.ai/details/publication/pub.1038665533,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
133,100,pub.1001832867,10.1016/s0967-0637(97)00096-4,,,Initial results from the Bermuda Testbed Mooring program,Deep Sea Research Part I Oceanographic Research Papers,,,1998-04,1998,45,4-5,771-794,Closed,Article,"Dickey, T.; Frye, D.; Jannasch, H.; Boyle, E.; Manov, D.; Sigurdson, D.; McNeil, J.; Stramska, M.; Michaels, A.; Nelson, N.; Siegel, D.; Chang, G.; Wu, J.; Knap, A.","Dickey, T.","Dickey, T. (University of California, Santa Barbara); Frye, D. (Woods Hole Oceanographic Institution); Jannasch, H. (Monterey Bay Aquarium Research Institute); Boyle, E. (Massachusetts Institute of Technology); Manov, D. (University of California, Santa Barbara); Sigurdson, D. (University of California, Santa Barbara); McNeil, J. (University of California, Santa Barbara); Stramska, M. (University of Southern California); Michaels, A. (Bermuda Institute of Ocean Sciences); Nelson, N. (Bermuda Institute of Ocean Sciences); Siegel, D. (University of California, Santa Barbara); Chang, G. (University of California, Santa Barbara); Wu, J. (Massachusetts Institute of Technology); Knap, A. (Bermuda Institute of Ocean Sciences)",73,2,,,,https://app.dimensions.ai/details/publication/pub.1001832867,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
134,100,pub.1030684003,10.1029/97jc03422,,,Radiant heating of the western equatorial Pacific during TOGA‐COARE,Journal of Geophysical Research,,,1998-03-15,1998,103,C3,5379-5395,All OA; Gold,Article,"Ohlmann, J. Carter; Siegel, David A.; Washburn, Libe",,"Ohlmann, J. Carter (); Siegel, David A. (); Washburn, Libe ()",24,0,,,http://onlinelibrary.wiley.com/doi/10.1029/97JC03422/pdf,https://app.dimensions.ai/details/publication/pub.1030684003,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
135,100,pub.1052430912,10.1016/s0967-0637(97)00106-4,,,Seasonal dynamics of colored dissolved material in the Sargasso Sea,Deep Sea Research Part I Oceanographic Research Papers,,,1998-01,1998,45,6,931-957,Closed,Article,"Nelson, N.B.; Siegel, D.A.; Michaels, A.F.","Nelson, N.B.","Nelson, N.B. (Bermuda Institute of Ocean Sciences); Siegel, D.A. (Bermuda Institute of Ocean Sciences; University of California, Santa Barbara); Michaels, A.F. (Bermuda Institute of Ocean Sciences)",258,29,,,,https://app.dimensions.ai/details/publication/pub.1052430912,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
136,100,pub.1038048267,10.1029/96jc03243,,,Inherent optical property inversion of ocean color spectra and its biogeochemical interpretation: 1. Time series from the Sargasso Sea,Journal of Geophysical Research,,,1997-08-15,1997,102,C8,18607-18625,All OA; Gold,Article,"Garver, Sara A.; Siegel, David A.",,"Garver, Sara A. (); Siegel, David A. ()",307,42,,,http://onlinelibrary.wiley.com/doi/10.1029/96JC03243/pdf,https://app.dimensions.ai/details/publication/pub.1038048267,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
137,200,pub.1033831103,10.1117/12.266461,,,Bermuda bio-optics project (BBOP),Proceedings of SPIE,Ocean Optics XIII,,1997-02-06,1997,2963,,308-313,Closed,Proceeding,"Siegel, David A.; O'Brien, Margaret C.; Garver, Sara A.; Brody, Eric A.; Sorensen, Jens C.; Michaels, Anthony F.; Caporelli, Elizabeth; Nelson, N.B.",,"Siegel, David A. (University of California, Santa Barbara); O'Brien, Margaret C. (University of California, Santa Barbara); Garver, Sara A. (University of California, Santa Barbara); Brody, Eric A. (University of California, Santa Barbara); Sorensen, Jens C. (University of California, Santa Barbara); Michaels, Anthony F. (Bermuda Institute of Ocean Sciences); Caporelli, Elizabeth (Bermuda Institute of Ocean Sciences); Nelson, N.B. (Bermuda Institute of Ocean Sciences)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1033831103,,,,,,
138,200,pub.1023298422,10.1117/12.266470,,,Validation of in-situ inherent optical properties in the Sargasso Sea,Proceedings of SPIE,Ocean Optics XIII,,1997-02-06,1997,2963,,375-379,Closed,Proceeding,"Brody, Eric A.; O'Brien, Margaret C.; Siegel, David A.; Caporelli, Elizabeth; Nelson, N.B.",,"Brody, Eric A. (University of California, Santa Barbara); O'Brien, Margaret C. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Caporelli, Elizabeth (Bermuda Institute of Ocean Sciences); Nelson, N.B. (Bermuda Institute of Ocean Sciences)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1023298422,,,,,,
139,100,pub.1037794366,10.1175/1520-0442(1996)009<2265:omlrha>2.0.co;2,,,Ocean Mixed Layer Radiant Heating and Solar Penetration: A Global Analysis,Journal of Climate,,,1996-10,1996,9,10,2265-2280,All OA; Gold,Article,"Ohlmann, J. Carter; Siegel, David A.; Gautier, Catherine",,"Ohlmann, J. Carter (); Siegel, David A. (); Gautier, Catherine ()",52,2,,,http://journals.ametsoc.org/doi/pdf/10.1175/1520-0442%281996%29009%3C2265%3AOMLRHA%3E2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1037794366,0907 Environmental Engineering; 09 Engineering; 04 Earth Sciences; 0405 Oceanography,0907 Environmental Engineering,09 Engineering,04 Earth Sciences,0405 Oceanography,
140,100,pub.1014437019,10.1016/0967-0645(96)00088-4,,,Quantification of non-algal light attenuation in the Sargasso Sea: Implications for biogeochemistry and remote sensing,Deep Sea Research Part II Topical Studies in Oceanography,,,1996-01,1996,43,2-3,321-345,Closed,Article,"Siegel, David A.; Michaels, Anthony F.",,"Siegel, David A. (University of California, Santa Barbara); Michaels, Anthony F. (Bermuda Institute of Ocean Sciences)",93,5,,,,https://app.dimensions.ai/details/publication/pub.1014437019,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
141,100,pub.1052906212,10.1029/95jc00447,,,Seasonal variability of light availability and utilization in the Sargasso Sea,Journal of Geophysical Research,,,1995,1995,100,C5,8695-8713,Closed,Article,"Siegel, David A.; Michaels, Anthony F.; Sorensen, Jens C.; O'Brien, Margaret C.; Hammer, Melodie A.",,"Siegel, David A. (); Michaels, Anthony F. (); Sorensen, Jens C. (); O'Brien, Margaret C. (); Hammer, Melodie A. ()",66,4,,,,https://app.dimensions.ai/details/publication/pub.1052906212,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
142,100,pub.1037373005,10.1029/94jc03128,,,"Solar radiation, phytoplankton pigments and the radiant heating of the equatorial Pacific warm pool",Journal of Geophysical Research,,,1995,1995,100,C3,4885-4891,Closed,Article,"Siegel, David A.; Ohlmann, J. Carter; Washburn, Libe; Bidigare, Robert R.; Nosse, Craig T.; Fields, Erik; Zhou, Yimei",,"Siegel, David A. (); Ohlmann, J. Carter (); Washburn, Libe (); Bidigare, Robert R. (); Nosse, Craig T. (); Fields, Erik (); Zhou, Yimei ()",87,5,,,,https://app.dimensions.ai/details/publication/pub.1037373005,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
143,200,pub.1024801100,10.1117/12.190097,,,Bermuda Bio-Optics Project (BBOP) data processing system,Proceedings of SPIE,Ocean Optics XII,,1994-10-26,1994,2258,,539-546,Closed,Proceeding,"Sorensen, Jens C.; O'Brien, Margaret C.; Konnoff, Daniel; Siegel, David A.",,"Sorensen, Jens C. (University of California, Santa Barbara); O'Brien, Margaret C. (University of California, Santa Barbara); Konnoff, Daniel (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1024801100,,,,,,
144,200,pub.1006591225,10.1117/12.190130,,,In-situ evaluation of a ship's shadow,Proceedings of SPIE,Ocean Optics XII,,1994-10-26,1994,2258,,815-821,Closed,Proceeding,"Weir, Christian T.; Siegel, David A.; Michaels, Anthony F.; Menzies, Dave W.",,"Weir, Christian T. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Michaels, Anthony F. (Bermuda Institute of Ocean Sciences); Menzies, Dave W. (University of California, Santa Barbara)",12,0,,,,https://app.dimensions.ai/details/publication/pub.1006591225,,,,,,
145,100,pub.1045233982,10.4319/lo.1994.39.6.1349,,,Variability in near‐surface particulate absorption spectra: What can a satellite ocean color imager see?,Limnology and Oceanography,,,1994-09,1994,39,6,1349-1367,All OA; Gold,Article,"Garver, Sara A.; Siegel, David A.; Greg, Mitchell B.",,"Garver, Sara A. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Greg, Mitchell B. (Scripps Institution of Oceanography)",58,2,,,http://onlinelibrary.wiley.com/doi/10.4319/lo.1994.39.6.1349/pdf,https://app.dimensions.ai/details/publication/pub.1045233982,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
146,100,pub.1016212318,10.1175/1520-0426(1994)011<1057:dolhfa>2.0.co;2,,,Determination of Longwave Heat Flux at the Air-Sea Interface Using Measurements from Buoy Platforms,Journal of Atmospheric and Oceanic Technology,,,1994-08,1994,11,4,1057-1078,All OA; Gold,Article,"Dickey, T. D.; Manov, D. V.; Weller, R. A.; Siegel, D. A.",,"Dickey, T. D. (); Manov, D. V. (); Weller, R. A. (); Siegel, D. A. ()",20,2,,,http://journals.ametsoc.org/doi/pdf/10.1175/1520-0426%281994%29011%3C1057%3ADOLHFA%3E2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1016212318,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
147,100,pub.1014850041,10.1029/94gb00207,,,A three dimensional time‐dependent approach to calibrating sediment trap fluxes,Global Biogeochemical Cycles,,,1994-06,1994,8,2,179-193,Closed,Article,"Buesseler, Ken O.; Michaels, Anthony F.; Siegel, David A.; Knap, Anthony H.",,"Buesseler, Ken O. (); Michaels, Anthony F. (); Siegel, David A. (); Knap, Anthony H. ()",94,0,,,,https://app.dimensions.ai/details/publication/pub.1014850041,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
148,100,pub.1029907187,10.1029/93gb00178,,,Episodic inputs of atmospheric nitrogen to the Sargasso Sea: Contributions to new production and phytoplankton blooms,Global Biogeochemical Cycles,,,1993-06,1993,7,2,339-351,Closed,Article,"Michaels, Anthony F.; Siegel, David A.; Johnson, Rodney J.; Knap, Anthony H.; Galloway, James N.",,"Michaels, Anthony F. (); Siegel, David A. (); Johnson, Rodney J. (); Knap, Anthony H. (); Galloway, James N. ()",88,0,,,,https://app.dimensions.ai/details/publication/pub.1029907187,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
149,100,pub.1041960159,10.1029/92jc01830,,,Seasonal variability of bio‐optical and physical properties in the Sargasso Sea,Journal of Geophysical Research,,,1993-01-15,1993,98,C1,865-898,Closed,Article,"Dickey, T.; Granata, T.; Marra, J.; Langdon, C.; Wiggert, J.; Chai‐Jochner, Z.; Hamilton, M.; Vazquez, J.; Stramska, M.; Bidigare, R.; Siegel, D.",,"Dickey, T. (); Granata, T. (); Marra, J. (); Langdon, C. (); Wiggert, J. (); Chai‐Jochner, Z. (); Hamilton, M. (); Vazquez, J. (); Stramska, M. (); Bidigare, R. (); Siegel, D. ()",51,2,,,,https://app.dimensions.ai/details/publication/pub.1041960159,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
150,100,pub.1028055458,10.1007/978-1-4899-0762-2_72,,,Physical/Bio-Optical Interactions and Productivity Estimates from Oceanic Time Series,,Primary Productivity and Biogeochemical Cycles in the Sea,,1992,1992,,,531-531,Closed,Chapter,"Wiggert, J.; Dickey, T.; Hamilton, M.; Granata, T.; Marra, J.; Langdon, C.; Siegel, D.; Washburn, L.",,"Wiggert, J. (University of Southern California); Dickey, T. (University of Southern California); Hamilton, M. (University of Southern California); Granata, T. (); Marra, J. (Columbia University); Langdon, C. (Columbia University); Siegel, D. (University of California, Santa Barbara); Washburn, L. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1028055458,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
151,100,pub.1013609833,10.1029/91jc00413,,,Concurrent high resolution bio‐optical and physical time series observations in the Sargasso Sea during the spring of 1987,Journal of Geophysical Research,,,1991,1991,96,C5,8643-8663,Closed,Article,"Dickey, T.; Marra, J.; Granata, T.; Langdon, C.; Hamilton, M.; Wiggert, J.; Siegel, D.; Bratkovich, A.",,"Dickey, T. (); Marra, J. (); Granata, T. (); Langdon, C. (); Hamilton, M. (); Wiggert, J. (); Siegel, D. (); Bratkovich, A. ()",59,0,,,,https://app.dimensions.ai/details/publication/pub.1013609833,02 Physical Sciences; 04 Earth Sciences; 0299 Other Physical Sciences; 0405 Oceanography,02 Physical Sciences,04 Earth Sciences,0299 Other Physical Sciences,0405 Oceanography,
152,200,pub.1033941976,10.1117/12.21447,,,Time series observations of bio-optical properties in the upper layer of the Sargasso Sea,Proceedings of SPIE,Ocean Optics X,,1990-09-01,1990,1302,,202-213,Closed,Proceeding,"Dickey, Tom D.; Granata, Timothy C.; Hamilton, Michael; Wiggert, Jerry; Marra, John; Langdon, Chris; Siegel, David A.",,"Dickey, Tom D. (University of Southern California); Granata, Timothy C. (University of Southern California); Hamilton, Michael (University of Southern California); Wiggert, Jerry (University of Southern California); Marra, John (); Langdon, Chris (); Siegel, David A. (University of California, Santa Barbara)",6,0,,,,https://app.dimensions.ai/details/publication/pub.1033941976,,,,,,
153,200,pub.1001712906,10.1117/12.21448,,,Diel variations of bio-optical properties in the Sargasso Sea,Proceedings of SPIE,Ocean Optics X,,1990-09-01,1990,1302,,214-224,Closed,Proceeding,"Hamilton, Michael; Granata, Timothy C.; Dickey, Tom D.; Wiggert, Jerry; Siegel, David A.; Marra, John; Langdon, Chris",,"Hamilton, Michael (University of Southern California); Granata, Timothy C. (University of Southern California); Dickey, Tom D. (University of Southern California); Wiggert, Jerry (University of Southern California); Siegel, David A. (University of California, Santa Barbara); Marra, John (); Langdon, Chris ()",14,0,,,,https://app.dimensions.ai/details/publication/pub.1001712906,,,,,,
154,100,pub.1031544391,10.1357/002224090784988791,,,Meridional variations of the springtime phytoplankton community in the Sargasso Sea,Journal of Marine Research,,,1990-05-01,1990,48,2,379-412,Closed,Article,"Siegel, D. A.; Iturriaga, R.; Bidigare, R. R.; Smith, R. C.; Pak, H.; Dickey, T. D.; Marra, J.; Baker, K. S.",,"Siegel, D. A. (); Iturriaga, R. (); Bidigare, R. R. (); Smith, R. C. (); Pak, H. (); Dickey, T. D. (); Marra, J. (); Baker, K. S. ()",65,2,,,,https://app.dimensions.ai/details/publication/pub.1031544391,04 Earth Sciences; 0404 Geophysics; 0405 Oceanography,04 Earth Sciences,0404 Geophysics,0405 Oceanography,,
155,100,pub.1012225758,10.1029/jc095ic04p05305,,,"Mesoscale eddy diffusion, particle sinking, and the interpretation of sediment trap data",Journal of Geophysical Research,,,1990,1990,95,C4,5305-5311,"All OA; Green, Accepted & Submitted",Article,"Siegel, David A.; Granata, Timothy C.; Michaels, Anthony F.; Dickey, Tommy D.",,"Siegel, David A. (); Granata, Timothy C. (); Michaels, Anthony F. (); Dickey, Tommy D. ()",105,5,,,http://www.opl.ucsb.edu/tommy/pubs/31_Mesoscale.pdf,https://app.dimensions.ai/details/publication/pub.1012225758,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
156,100,pub.1014241495,10.4319/lo.1989.34.8.1706,,,Microphotometric characterization of phytoplankton and detrital absorption properties in the Sargasso Sea,Limnology and Oceanography,,,1989-12,1989,34,8,1706-1726,All OA; Gold,Article,"Iturriaga, Rodolfo; Siegel, David A.",,"Iturriaga, Rodolfo (University of Southern California); Siegel, David A. (Woods Hole Oceanographic Institution)",60,2,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1989.34.8.1706,https://app.dimensions.ai/details/publication/pub.1014241495,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
157,100,pub.1030094451,10.1016/0198-0149(89)90062-9,,,Isopycnal mixing and the distribution of particles across the North Pacific Subtropical Front,Deep Sea Research Part A Oceanographic Research Papers,,,1989-11,1989,36,11,1607-1620,Closed,Article,"Washburn, Libe; Siegel, David A.; Dickey, Tommy D.; Hamilton, Michael K.",,"Washburn, Libe (University of Southern California); Siegel, David A. (University of Southern California); Dickey, Tommy D. (University of Southern California); Hamilton, Michael K. (University of Southern California)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1030094451,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
158,100,pub.1029267140,10.1016/0198-0149(89)90134-9,,,Optical determination of particulate abundance and production variations in the oligotrophic ocean,Deep Sea Research Part A Oceanographic Research Papers,,,1989-02,1989,36,2,211-222,Closed,Article,"Siegel, David A.; Dickey, T.D.; Washburn, Libe; Hamilton, Michael K.; Mitchell, B.G.",,"Siegel, David A. (University of Southern California); Dickey, T.D. (University of Southern California); Washburn, Libe (University of Southern California); Hamilton, Michael K. (University of Southern California); Mitchell, B.G. (Scripps Institution of Oceanography)",99,8,,,,https://app.dimensions.ai/details/publication/pub.1029267140,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
159,200,pub.1002866678,10.1117/12.945735,,,Discrimination Of The Absorption Properties Of Marine Particulates Using A Microphotometric Technique,Proceedings of SPIE,Ocean Optics IX,,1988-08-12,1988,0925,,277-287,Closed,Proceeding,"Iturriaga, R; Siegel, D A.",,"Iturriaga, R (University of Southern California); Siegel, D A. (University of Southern California)",10,0,,,,https://app.dimensions.ai/details/publication/pub.1002866678,,,,,,
160,100,pub.1006082916,10.1016/0198-0149(87)90005-7,,,Observations of the vertical structure of the diffuse attenuation coefficient spectrum,Deep Sea Research Part A Oceanographic Research Papers,,,1987-04,1987,34,4,547-563,Closed,Article,"Siegel, D.A.; Dickey, T.D.",,"Siegel, D.A. (University of Southern California); Dickey, T.D. (University of Southern California)",29,1,,,,https://app.dimensions.ai/details/publication/pub.1006082916,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
161,200,pub.1036798236,10.1117/12.964222,,,Effects Of Sensor Characteristics On The Inferred Vertical Structure Of The Diffuse Attenuation Coefficient Spectrum,Proceedings of SPIE,Ocean Optics VIII,,1986-08-07,1986,0637,,115-125,Closed,Proceeding,"Siegel, D. A.; Booth, C. R.; Dickey, T. D.",,"Siegel, D. A. (University of Southern California); Booth, C. R. (Biospherical Instruments (United States)); Dickey, T. D. (University of Southern California)",10,0,,,,https://app.dimensions.ai/details/publication/pub.1036798236,,,,,,
162,200,pub.1029809318,10.1117/12.964246,,,Optical Features Associated With Thermohaline Structures,Proceedings of SPIE,Ocean Optics VIII,,1986-08-07,1986,0637,,308-313,Closed,Proceeding,"Dickey, T. D.; Siegel, D. A.; Bratkovich, A.; Washburn, L.",,"Dickey, T. D. (University of Southern California); Siegel, D. A. (University of Southern California); Bratkovich, A. (University of Southern California); Washburn, L. (University of Southern California)",8,0,,,,https://app.dimensions.ai/details/publication/pub.1029809318,,,,,,
