,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Joshua P Schimel. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
125,100,pub.1036869292,10.1016/s0038-0717(01)00111-0,,,Influence of balsam poplar tannin fractions on carbon and nitrogen dynamics in Alaskan taiga floodplain soils,Soil Biology and Biochemistry,,,2001-10,2001,33,12-13,1827-1839,Closed,Article,"Fierer, Noah; Schimel, Joshua P.; Cates, Rex G.; Zou, Jiping","Schimel, Joshua P.","Fierer, Noah (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Cates, Rex G. (Brigham Young University); Zou, Jiping (Brigham Young University)",189,24,,16.72,,https://app.dimensions.ai/details/publication/pub.1036869292,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
126,200,pub.1037272825,10.1016/s0038-0717(01)00080-3,,,Errors in ‘Overestimation of gross N transformation rates in grassland soils…’,Soil Biology and Biochemistry,,,2001-08,2001,33,10,1433-1435,Closed,Article,"Stark, J.; Schimel, J.","Stark, J.","Stark, J. (Utah State University); Schimel, J. (University of California, Santa Barbara)",11,1,,,,https://app.dimensions.ai/details/publication/pub.1037272825,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
127,100,pub.1048296561,10.1007/s10021-001-0020-5,,,The Influence of Soil Biodiversity on Hydrological Pathways and the Transfer of Materials between Terrestrial and Aquatic Ecosystems,Ecosystems,,,2001-08,2001,4,5,421-429,Closed,Article,"Bardgett, R. D.; Anderson, J. M.; Behan-Pelletier, V.; Brussaard, L.; Coleman, D. C.; Ettema, C.; Moldenke, A.; Schimel, J. P.; Wall, D. H.",,"Bardgett, R. D. (Lancaster University); Anderson, J. M. (University of Exeter); Behan-Pelletier, V. (); Brussaard, L. (Wageningen University & Research); Coleman, D. C. (University of Georgia); Ettema, C. (Wageningen University & Research); Moldenke, A. (Oregon State University); Schimel, J. P. (University of California, Santa Barbara); Wall, D. H. (Lancaster University)",49,6,,4.75,,https://app.dimensions.ai/details/publication/pub.1048296561,0602 Ecology; 0502 Environmental Science and Management; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences
128,100,pub.1030280874,10.1023/a:1006473530673,,,Respiration from coarse wood litter in central Amazon forests,Biogeochemistry,,,2001-01,2001,52,2,115-131,Closed,Article,"Chambers, Jeffrey Q.; Schimel, Joshua P.; Nobre, Atonio D.","Chambers, Jeffrey Q.","Chambers, Jeffrey Q. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Nobre, Atonio D. (National Institute of Amazonian Research)",105,13,,10.97,,https://app.dimensions.ai/details/publication/pub.1030280874,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
129,100,pub.1038525055,10.1046/j.1365-2486.2000.06021.x,,,Controls over carbon storage and turnover in high‐latitude soils,Global Change Biology,,,2000-12,2000,6,S1,196-210,"All OA; Green, Accepted & Submitted",Article,"Hobbie, Sarah E.; Schimel, Joshua P.; Trumbore, Susan E.; Randerson, James R.",,"Hobbie, Sarah E. (University of Minnesota); Schimel, Joshua P. (University of California, Santa Barbara); Trumbore, Susan E. (University of California, Irvine); Randerson, James R. (University of California, Berkeley)",399,44,,30.79,https://escholarship.org/content/qt542751wf/qt542751wf.pdf?t=nuq0eq,https://app.dimensions.ai/details/publication/pub.1038525055,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
130,100,pub.1001005948,10.1007/s100210000025,,,Controls on Soil Carbon Dioxide and Methane Fluxes in a Variety of Taiga Forest Stands in Interior Alaska,Ecosystems,,,2000-05,2000,3,3,269-282,Closed,Article,"Gulledge, Jay; Schimel, Joshua P.",,"Gulledge, Jay (Tulane University); Schimel, Joshua P. (University of California, Santa Barbara)",91,9,,7.02,,https://app.dimensions.ai/details/publication/pub.1001005948,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
131,400,pub.1012370753,10.1007/s004420050044,28308289,,Decomposition and carbon cycling of dead trees in tropical forests of the central Amazon,Oecologia,,,2000-02,2000,122,3,380-388,Closed,Article,"Chambers, J. Q.; Higuchi, N.; Schimel, J. P.; Ferreira, L. V.; Melack, J. M.",,"Chambers, J. Q. (University of California, Santa Barbara); Higuchi, N. (National Institute of Amazonian Research); Schimel, J. P. (University of California, Santa Barbara); Ferreira, L. V. (National Institute of Amazonian Research); Melack, J. M. (University of California, Santa Barbara)",251,37,1.19,18.74,,https://app.dimensions.ai/details/publication/pub.1012370753,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
132,100,pub.1005215494,10.1016/s0038-0717(98)00182-5,,,Moisture effects on microbial activity and community structure in decomposing birch litter in the Alaskan taiga,Soil Biology and Biochemistry,,,1999-06,1999,31,6,831-838,"All OA; Green, Accepted & Submitted",Article,"Schimel, Joshua P.; Gulledge, Jay M.; Clein-Curley, Joy S.; Lindstrom, Jon E.; Braddock, Joan F.","Schimel, Joshua P.","Schimel, Joshua P. (University of California, Santa Barbara); Gulledge, Jay M. (University of Alaska Fairbanks); Clein-Curley, Joy S. (University of Alaska Fairbanks); Lindstrom, Jon E. (University of Alaska Fairbanks); Braddock, Joan F. (University of Alaska Fairbanks)",212,27,,,http://www.lter.uaf.edu/pdf/584_schimel_gulledge_1999.pdf,https://app.dimensions.ai/details/publication/pub.1005215494,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
133,400,pub.1083339721,,9797279,PMC106641,Low-concentration kinetics of atmospheric CH4 oxidation in soil and mechanism of NH4+ inhibition ,Applied and Environmental Microbiology,,,1998-11,1998,64,11,4291-8,Closed,Article,"Gulledge, J; Schimel, JP",,"Gulledge, J (Harvard University); Schimel, JP ()",92,8,0.92,,,https://app.dimensions.ai/details/publication/pub.1083339721,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
134,100,pub.1028063707,10.1046/j.1365-2486.1998.00195.x,,,Microbial community structure and global trace gases,Global Change Biology,,,1998-10,1998,4,7,745-758,Closed,Article,"SCHIMEL, JOSHUA P.; GULLEDGE, JAY.",,"SCHIMEL, JOSHUA P. (University of California, Santa Barbara); GULLEDGE, JAY. (University of Alaska Fairbanks)",197,12,,,,https://app.dimensions.ai/details/publication/pub.1028063707,0602 Ecology; 0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences
135,100,pub.1032183236,10.1016/s0038-0717(98)00023-6,,,Effect of CH4-starvation on atmospheric CH4 oxidizers in Taiga and temperate forest soils,Soil Biology and Biochemistry,,,1998-09,1998,30,10-11,1463-1467,Closed,Article,"Gulledge, Jay; Steudler, Paul A; Schimel, Joshua P","Gulledge, Jay","Gulledge, Jay (University of Alaska Fairbanks); Steudler, Paul A (Marine Biological Laboratory); Schimel, Joshua P (University of California, Santa Barbara)",4,0,,,,https://app.dimensions.ai/details/publication/pub.1032183236,06 Biological Sciences; 0503 Soil Sciences; 0602 Ecology; 05 Environmental Sciences,06 Biological Sciences,0503 Soil Sciences,0602 Ecology,05 Environmental Sciences,
136,100,pub.1007791987,10.1016/s0038-0717(97)00209-5,,,Moisture control over atmospheric CH4 consumption and CO2 production in diverse Alaskan soils,Soil Biology and Biochemistry,,,1998-08,1998,30,8-9,1127-1132,Closed,Article,"Gulledge, Jay; Schimel, Joshua P","Gulledge, Jay","Gulledge, Jay (University of Alaska Fairbanks); Schimel, Joshua P (University of California, Santa Barbara)",83,3,,,,https://app.dimensions.ai/details/publication/pub.1007791987,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
137,100,pub.1001769587,10.1023/a:1005911118982,,,The Role of Balsam Poplar Secondary Chemicals in Controlling Soil Nutrient Dynamics through Succession in the Alaskan Taiga,Biogeochemistry,,,1998-08,1998,42,1-2,221-234,Closed,Article,"Schimel, Joshua P.; Cates, Rex G.; Ruess, Roger",,"Schimel, Joshua P. (University of California, Santa Barbara); Cates, Rex G. (Brigham Young University); Ruess, Roger (University of Alaska System)",122,8,,,,https://app.dimensions.ai/details/publication/pub.1001769587,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
138,200,pub.1070368287,10.2307/3546468,,,Stratification of Soil Ecological Processes: A Study of the Birch Forest Floor in the Alaskan Taiga,Oikos,,,1998-02,1998,81,1,63,Closed,Article,"Wagener, Stephen M.; Schimel, Joshua P.",,"Wagener, Stephen M. (); Schimel, Joshua P. ()",27,2,,,,https://app.dimensions.ai/details/publication/pub.1070368287,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
139,200,pub.1069435268,10.2307/1313135,,,Rivers and Soils: Parallels in Carbon and Nutrient ProcessingStream and soil ecologists can learn much by understanding each others' perspective,BioScience,,,1998-02,1998,48,2,104-108,All OA; Gold,Article,"Wagener, Stephen M.; Oswood, Mark W.; Schimel, Joshua P.",,"Wagener, Stephen M. (); Oswood, Mark W. (); Schimel, Joshua P. ()",72,11,,,https://academic.oup.com/bioscience/article-pdf/48/2/104/669350/48-2-104.pdf,https://app.dimensions.ai/details/publication/pub.1069435268,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
140,100,pub.1036273984,10.1038/34325,,,Ancient trees in Amazonia,Nature,,,1998-01,1998,391,6663,135-136,Closed,Article,"Chambers, Jeffrey Q.; Higuchi, Niro; Schimel, Joshua P.",,"Chambers, Jeffrey Q. (University of California, Santa Barbara; Lawrence Livermore National Laboratory); Higuchi, Niro (National Institute of Amazonian Research); Schimel, Joshua P. (University of California, Santa Barbara)",159,14,,,,https://app.dimensions.ai/details/publication/pub.1036273984,0602 Ecology; 0699 Other Biological Sciences; 0705 Forestry Sciences; 0607 Plant Biology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0699 Other Biological Sciences,0705 Forestry Sciences,0607 Plant Biology,06 Biological Sciences
141,100,pub.1007856274,10.1007/978-94-017-2691-7_11,,,The role of balsam poplar secondary chemicals in controlling soil nutrient dynamics through succession in the Alaskan taiga,,Plant-induced soil changes: Processes and feedbacks,,1998,1998,,,221-234,Closed,Chapter,"Schimel, Joshua P.; Cates, Rex G.; Ruess, Roger","Schimel, Joshua P.","Schimel, Joshua P. (University of California, Santa Barbara); Cates, Rex G. (Brigham Young University); Ruess, Roger (University of Alaska System)",36,0,,,,https://app.dimensions.ai/details/publication/pub.1007856274,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
142,100,pub.1006590514,10.1016/s0038-0717(96)00265-9,,,Different NH4+-inhibition patterns of soil CH4 consumption: A result of distinct CH4-oxidizer populations across sites?,Soil Biology and Biochemistry,,,1997-01,1997,29,1,13-21,Closed,Article,"Gulledge, Jay; Doyle, Allen P.; Schimel, Joshua P.","Gulledge, Jay","Gulledge, Jay (University of Alaska System); Doyle, Allen P. (University of Alaska System); Schimel, Joshua P. (University of Alaska System)",112,6,,,,https://app.dimensions.ai/details/publication/pub.1006590514,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
143,200,pub.1069854973,10.2307/2265708,,,Tundra Plant Uptake of Amino Acid and NH 4 + Nitrogen in Situ: Plants Complete Well for Amino Acid N,Ecology,,,1996-10,1996,77,7,2142-2147,Closed,Article,"Schimel, Joshua P.; Chapin, F. Stuart",,"Schimel, Joshua P. (); Chapin, F. Stuart ()",228,22,,,,https://app.dimensions.ai/details/publication/pub.1069854973,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
144,100,pub.1038749842,10.1016/0038-0717(96)00083-1,,,Microbial response to freeze-thaw cycles in tundra and taiga soils,Soil Biology and Biochemistry,,,1996-08,1996,28,8,1061-1066,Closed,Article,"Schimel, Joshua P.; Clein, Joy S.","Schimel, Joshua P.","Schimel, Joshua P. (University of California, Santa Barbara); Clein, Joy S. (University of Alaska System)",316,34,,,,https://app.dimensions.ai/details/publication/pub.1038749842,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
145,200,pub.1038949038,10.1016/0038-0717(96)00000-4,,,Assumptions and errors in the 15NH4+ pool dilution technique for measuring mineralization and immobilization,Soil Biology and Biochemistry,,,1996-06,1996,28,6,827-828,Closed,Article,"Schimel, Joshua",,"Schimel, Joshua (University of California, Santa Barbara)",17,0,,,,https://app.dimensions.ai/details/publication/pub.1038949038,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
146,100,pub.1004114917,10.1080/00103629609369722,,,Analysis of Kjeldahl digests by the salicylate method: Optimizing pH and buffering improves both sensitivity and precision,Communications in Soil Science and Plant Analysis,,,1996-06,1996,27,11-12,2549-2560,Closed,Article,"Doyle, Allen P.; Schimel, Joshua P.",,"Doyle, Allen P. (University of Alaska System); Schimel, Joshua P. (University of California, Santa Barbara)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1004114917,0703 Crop and Pasture Production; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
147,100,pub.1053260148,10.1139/b96-012,,,Effects of balsam poplar (Populus balsamifera) tannins and low molecular weight phenolics on microbial activity in taiga floodplain soil: implications for changes in N cycling during succession,Botany,,,1996-01,1996,74,1,84-90,Closed,Article,"Schimel, Joshua P.; Van Cleve, Keith; Cates, Rex G.; Clausen, Thomas P.; Reichardt, Paul B.",,"Schimel, Joshua P. (); Van Cleve, Keith (); Cates, Rex G. (); Clausen, Thomas P. (); Reichardt, Paul B. ()",145,16,,,,https://app.dimensions.ai/details/publication/pub.1053260148,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
148,100,pub.1014160825,10.1007/978-3-662-01145-4_10,,,Nutrient Availability and Uptake by Tundra Plants,Ecological Studies,Landscape Function and Disturbance in Arctic Tundra,,1996,1996,120,,203-221,Closed,Chapter,"Schimel, J. P.; Kielland, K.; Chapin, F. S.",,"Schimel, J. P. (); Kielland, K. (); Chapin, F. S. ()",62,3,,,,https://app.dimensions.ai/details/publication/pub.1014160825,0703 Crop and Pasture Production; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
149,200,pub.1037888632,10.1016/0038-0717(95)00044-f,,,Microbial activity of tundra and taiga soils at sub-zero temperatures,Soil Biology and Biochemistry,,,1995-09,1995,27,9,1231-1234,Closed,Article,"Clein, Joy S.; Schimel, Joshua P.","Schimel, Joshua P.","Clein, Joy S. (University of Alaska Fairbanks); Schimel, Joshua P. (University of Alaska Fairbanks)",225,17,,,,https://app.dimensions.ai/details/publication/pub.1037888632,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
150,100,pub.1048402332,10.1016/0038-0717(94)00232-p,,,Nitrogen turnover and availability during succession from alder to poplar in Alaskan taiga forests,Soil Biology and Biochemistry,,,1995-06,1995,27,6,743-752,Closed,Article,"Clein, Joy S.; Schimel, Joshua P.","Schimel, Joshua P.","Clein, Joy S. (University of Alaska Fairbanks); Schimel, Joshua P. (University of Alaska Fairbanks)",63,5,,,,https://app.dimensions.ai/details/publication/pub.1048402332,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
151,100,pub.1005601184,10.1007/bf02186458,,,Plant transport and methane production as controls on methane flux from arctic wet meadow tundra,Biogeochemistry,,,1995-03,1995,28,3,183-200,Closed,Article,"Schimel, Joshua P.",,"Schimel, Joshua P. (University of Alaska Fairbanks)",193,14,,,,https://app.dimensions.ai/details/publication/pub.1005601184,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
152,100,pub.1035228360,10.1007/978-3-642-78966-3_17,,,Ecosystem Consequences of Microbial Diversity and Community Structure,Ecological Studies,"Arctic and Alpine Biodiversity: Patterns, Causes and Ecosystem Consequences",,1995,1995,113,,239-254,Closed,Chapter,"Schimel, J.",,"Schimel, J. (University of Alaska System)",140,16,,,,https://app.dimensions.ai/details/publication/pub.1035228360,0602 Ecology; 0502 Environmental Science and Management; 0605 Microbiology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0605 Microbiology,05 Environmental Sciences,06 Biological Sciences
153,100,pub.1043572604,10.1016/0038-0717(94)90290-9,,,Reduction in microbial activity in Birch litter due to drying and rewetting event,Soil Biology and Biochemistry,,,1994-03,1994,26,3,403-406,Closed,Article,"Clein, Joy S.; Schimel, Joshua P.","Schimel, Joshua P.","Clein, Joy S. (University of Alaska Fairbanks); Schimel, Joshua P. (University of Alaska Fairbanks)",82,6,,,,https://app.dimensions.ai/details/publication/pub.1043572604,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
154,100,pub.1038257775,10.1016/0038-0717(93)90052-d,,,"Decomposition and biomass incorporation of 14c-labeled glucose and phenolics in taiga forest floor: effect of substrate quality, successional state, and season",Soil Biology and Biochemistry,,,1993-10,1993,25,10,1379-1389,Closed,Article,"Sugai, Susan F.; Schimel, Joshua P.",,"Sugai, Susan F. (University of Alaska Fairbanks); Schimel, Joshua P. (University of Alaska Fairbanks)",65,8,,,,https://app.dimensions.ai/details/publication/pub.1038257775,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
155,100,pub.1007524855,10.1007/bf00012851,,,Effects of starch additions on N turnover in Sitka spruce forest floor,Plant and Soil,,,1992-01,1992,139,1,139-143,Closed,Article,"Schimel, Joshua P.; Helfer, Stefan; Alexander, Ian J.",,"Schimel, Joshua P. (University of Alaska System; University of Aberdeen); Helfer, Stefan (University of Alaska System; University of Aberdeen); Alexander, Ian J. (University of Alaska System; University of Aberdeen)",25,1,,,,https://app.dimensions.ai/details/publication/pub.1007524855,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
156,100,pub.1033023849,10.1016/0019-1035(91)90018-o,,,Mars after the viking missions: Is life still possible?,Icarus,,,1991-06,1991,91,2,199-206,Closed,Article,"Thomas, David J.; Schimel, Joshua P.",,"Thomas, David J. (University of Alaska System); Schimel, Joshua P. (University of Alaska System)",10,0,,,,https://app.dimensions.ai/details/publication/pub.1033023849,0402 Geochemistry; 0201 Astronomical and Space Sciences; 02 Physical Sciences; 04 Earth Sciences; 0404 Geophysics,0402 Geochemistry,0201 Astronomical and Space Sciences,02 Physical Sciences,04 Earth Sciences,0404 Geophysics
157,100,pub.1042631623,10.1111/j.1475-2743.1990.tb00811.x,,,Ecophysiology of the soil microbial biomass and its relation to the soil microbial N pool,Soil Use and Management,,,1990-06,1990,6,2,86-88,Closed,Article,"Killham, K.; Schimel, J.P.; Wu, D.",,"Killham, K. (University of Aberdeen); Schimel, J.P. (University of Alaska System); Wu, D. (University of Aberdeen)",7,0,,,,https://app.dimensions.ai/details/publication/pub.1042631623,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
158,400,pub.1077157967,,16347957,PMC202917,Changes in cytoplasmic carbon and nitrogen pools in a soil bacterium and a fungus in response to salt stress.,Applied and Environmental Microbiology,,,1989-06,1989,55,6,1635-7,Closed,Article,"Schimel, J P; Scott, W J; Killham, K",,"Schimel, J P (University of Aberdeen); Scott, W J (); Killham, K ()",37,5,0.13,,,https://app.dimensions.ai/details/publication/pub.1077157967,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
159,100,pub.1037201983,10.1016/0038-0717(89)90008-4,,,Inorganic N incorporation by coniferous forest floor material,Soil Biology and Biochemistry,,,1989-01,1989,21,1,41-46,Closed,Article,"Schimel, J.P.; Firestone, M.K.",,"Schimel, J.P. (University of California, Berkeley); Firestone, M.K. (University of California, Berkeley)",67,1,,,,https://app.dimensions.ai/details/publication/pub.1037201983,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
160,100,pub.1036723649,10.1016/0038-0717(89)90152-1,,,Short-term partitioning of ammonium and nitrate between plants and microbes in an annual grassland,Soil Biology and Biochemistry,,,1989-01,1989,21,3,409-415,Closed,Article,"Jackson, Louise E.; Schimel, Joshua P.; Firestone, Mary K.",,"Jackson, Louise E. (University of California, Berkeley); Schimel, Joshua P. (University of California, Berkeley); Firestone, Mary K. (University of California, Berkeley)",242,12,,,,https://app.dimensions.ai/details/publication/pub.1036723649,0605 Microbiology; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
161,100,pub.1030866820,10.1016/0038-0717(89)90044-8,,,Spatial and temporal effects on plant-microbial competition for inorganic nitrogen in a california annual grassland,Soil Biology and Biochemistry,,,1989-01,1989,21,8,1059-1066,Closed,Article,"Schimel, Joshua P.; Jackson, Louise E.; Firestone, Mary K.",,"Schimel, Joshua P. (University of California, Berkeley); Jackson, Louise E. (University of California, Berkeley); Firestone, Mary K. (University of California, Berkeley)",189,11,,,,https://app.dimensions.ai/details/publication/pub.1030866820,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
162,200,pub.1069046061,10.2136/sssaj1989.03615995005300030025x,,,Nitrogen Incorporation and Flow Through a Coniferous Forest Soil Profile,Soil Science Society of America Journal,,,1989,1989,53,3,779,Closed,Article,"Schimel, Joshua P.; Firestone, Mary K.",,"Schimel, Joshua P. (); Firestone, Mary K. ()",60,2,,,,https://app.dimensions.ai/details/publication/pub.1069046061,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
163,400,pub.1077156604,,16346646,PMC241617,Identification of heterotrophic nitrification in a sierran forest soil.,Applied and Environmental Microbiology,,,1984-10,1984,48,4,802-6,Closed,Article,"Schimel, J P; Firestone, M K; Killham, K S",,"Schimel, J P (University of California, Berkeley); Firestone, M K (); Killham, K S ()",160,5,1.03,,,https://app.dimensions.ai/details/publication/pub.1077156604,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
