,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Oliver A Chadwick. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
128,100,pub.1044909120,10.1016/j.chemgeo.2004.04.027,,,Multiple sources of lead in soils from a Hawaiian chronosequence,Chemical Geology,,,2004-09,2004,209,3-4,215-231,Closed,Article,"Monastra, Valerie; Derry, Louis A.; Chadwick, Oliver A.","Monastra, Valerie","Monastra, Valerie (Cornell University); Derry, Louis A. (Cornell University); Chadwick, Oliver A. (University of California, Santa Barbara)",24,3,,2.15,,https://app.dimensions.ai/details/publication/pub.1044909120,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
129,100,pub.1029753722,10.1029/2004gc000729,,,Behavior of lithium and its isotopes during weathering of Hawaiian basalt,Geochemistry Geophysics Geosystems,,,2004-09,2004,5,9,n/a-n/a,All OA; Gold,Article,"Huh, Youngsook; Chan, Lui‐Heung; Chadwick, Oliver A.",,"Huh, Youngsook (Northwestern University); Chan, Lui‐Heung (Louisiana State University); Chadwick, Oliver A. (University of California, Santa Barbara)",61,9,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2004GC000729,https://app.dimensions.ai/details/publication/pub.1029753722,02 Physical Sciences; 04 Earth Sciences,02 Physical Sciences,04 Earth Sciences,,,
130,400,pub.1026444427,10.1073/pnas.0403470101,15210963,PMC470777,"Environment, agriculture, and settlement patterns in a marginal Polynesian landscape",Proceedings of the National Academy of Sciences,,"Agriculture; Archaeology; Climate; Cultural Evolution; Ecosystem; Environment; Geologic Sediments; Hawaii; History, 15th Century; History, 16th Century; History, 17th Century; History, 18th Century; History, 19th Century; Housing; Polynesia; Soil; Time Factors; Water",2004-06-29,2004,101,26,9936-9941,All OA; Gold,Article,"Kirch, P. V.; Hartshorn, A. S.; Chadwick, O. A.; Vitousek, P. M.; Sherrod, D. R.; Coil, J.; Holm, L.; Sharp, W. D.",,"Kirch, P. V. (University of California, Berkeley); Hartshorn, A. S. (University of California, Santa Barbara); Chadwick, O. A. (University of California, Santa Barbara); Vitousek, P. M. (Stanford University); Sherrod, D. R. (); Coil, J. (University of California, Berkeley); Holm, L. (University of California, Berkeley); Sharp, W. D. (Berkeley Geochronology Center)",65,8,0.25,21.09,http://www.pnas.org/content/101/26/9936.full.pdf,https://app.dimensions.ai/details/publication/pub.1026444427,2101 Archaeology; 21 History and Archaeology,2101 Archaeology,21 History and Archaeology,,,
131,400,pub.1062449769,10.1126/science.1099619,15192228,,"Soils, Agriculture, and Society in Precontact Hawai`i",Science,,,2004-06-11,2004,304,5677,1665-1669,Closed,Article,"Vitousek, P. M.; Ladefoged, T. N.; Kirch, P. V.; Hartshorn, A. S.; Graves, M. W.; Hotchkiss, S. C.; Tuljapurkar, S.; Chadwick, O. A.",,"Vitousek, P. M. (Stanford University); Ladefoged, T. N. (University of Auckland); Kirch, P. V. (University of California, Berkeley); Hartshorn, A. S. (University of California, Santa Barbara); Graves, M. W. (University of Hawaii at Manoa); Hotchkiss, S. C. (University of Wisconsin–Madison); Tuljapurkar, S. (Stanford University); Chadwick, O. A. (University of California, Santa Barbara)",96,17,0.39,8.98,,https://app.dimensions.ai/details/publication/pub.1062449769,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
132,100,pub.1037664083,10.1029/2003gb002145,,,Impact of desert dust on the biogeochemistry of phosphorus in terrestrial ecosystems,Global Biogeochemical Cycles,,,2004-06,2004,18,2,n/a-n/a,All OA; Gold,Article,"Okin, Gregory S.; Mahowald, Natalie; Chadwick, Oliver A.; Artaxo, Paulo",,"Okin, Gregory S. (University of Virginia); Mahowald, Natalie (National Center for Atmospheric Research); Chadwick, Oliver A. (University of California, Santa Barbara); Artaxo, Paulo (University of Sao Paulo)",248,32,,23.8,http://onlinelibrary.wiley.com/doi/10.1029/2003GB002145/pdf,https://app.dimensions.ai/details/publication/pub.1037664083,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
133,100,pub.1004941759,10.1016/j.geomorph.2003.07.012,,,"An incision wave in the geologic record, Alpujarran Corridor, southern Spain (Almerı́a)",Geomorphology,,,2004-05,2004,60,1-2,37-72,Closed,Article,"Garcı́a, A.F; Zhu, Z; Ku, T.L; Chadwick, O.A; Montero, J Chacón","Garcı́a, A.F","Garcı́a, A.F (California Polytechnic State University; University of Granada); Zhu, Z (Guangzhou Institute of Geochemistry; University of Southern California); Ku, T.L (University of Southern California); Chadwick, O.A (University of California, Santa Barbara); Montero, J Chacón (University of Granada)",22,2,,2.11,,https://app.dimensions.ai/details/publication/pub.1004941759,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
134,100,pub.1001984414,10.1111/j.1529-8817.2003.00753.x,,,Soil databases and the problem of establishing regional biogeochemical trends,Global Change Biology,,,2004-05,2004,10,5,796-814,Closed,Article,"Holmes, Karen W.; Roberts, Dar A.; Sweeney, Stuart; Numata, Izaya; Matricardi, Eraldo; Biggs, Trent W.; Batista, Getulio; Chadwick, Oliver A.",,"Holmes, Karen W. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Sweeney, Stuart (University of California, Santa Barbara); Numata, Izaya (University of California, Santa Barbara); Matricardi, Eraldo (Michigan State University); Biggs, Trent W. (University of California, Santa Barbara); Batista, Getulio (University of Taubaté); Chadwick, Oliver A. (University of California, Santa Barbara)",19,0,,1.78,,https://app.dimensions.ai/details/publication/pub.1001984414,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
135,100,pub.1017760770,10.1029/2004eo280001,,,Proposed initiative would study Earth's weathering engine,Eos,,,2004,2004,85,28,265-269,"All OA; Green, Accepted & Submitted",Article,"Anderson, Suzanne P.; Blum, Joel; Brantley, Susan L.; Chadwick, Oliver; Chorover, Jon; Derry, Louis A.; Drever, James I.; Hering, Janet G.; Kirchner, James W.; Kump, Lee R.; Richter, Daniel; White, Art E.",,"Anderson, Suzanne P. (University of Colorado Boulder); Blum, Joel (University of Michigan); Brantley, Susan L. (Pennsylvania State University); Chadwick, Oliver (University of California, Santa Barbara); Chorover, Jon (University of Arizona); Derry, Louis A. (Cornell University); Drever, James I. (University of Wyoming); Hering, Janet G. (California Institute of Technology); Kirchner, James W. (University of California, Berkeley); Kump, Lee R. (Pennsylvania State University); Richter, Daniel (Duke University); White, Art E. (United States Geological Survey)",47,4,,4.2,https://deepblue.lib.umich.edu/bitstream/2027.42/94818/1/eost14765.pdf,https://app.dimensions.ai/details/publication/pub.1017760770,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
136,100,pub.1031150234,10.1016/j.chemgeo.2002.06.001,,,Halloysite as a kinetically controlled end product of arid-zone basalt weathering,Chemical Geology,,,2003-12,2003,202,3-4,461-478,Closed,Article,"Ziegler, Karen; Hsieh, Jean C.C; Chadwick, Oliver A; Kelly, Eugene F; Hendricks, David M; Savin, Samuel M","Ziegler, Karen","Ziegler, Karen (University of California, Santa Barbara); Hsieh, Jean C.C (); Chadwick, Oliver A (University of California, Santa Barbara); Kelly, Eugene F (Colorado State University); Hendricks, David M (University of Arizona); Savin, Samuel M (Case Western Reserve University)",62,7,,5.4,,https://app.dimensions.ai/details/publication/pub.1031150234,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
137,100,pub.1030960992,10.1016/j.chemgeo.2002.09.001,,,The impact of climate on the biogeochemical functioning of volcanic soils,Chemical Geology,,,2003-12,2003,202,3-4,195-223,Closed,Article,"Chadwick, Oliver A; Gavenda, Robert T; Kelly, Eugene F; Ziegler, Karen; Olson, Carolyn G; Elliott, W.Crawford; Hendricks, David M","Chadwick, Oliver A","Chadwick, Oliver A (University of California, Santa Barbara); Gavenda, Robert T (); Kelly, Eugene F (Colorado State University); Ziegler, Karen (University of California, Santa Barbara); Olson, Carolyn G (); Elliott, W.Crawford (Georgia State University); Hendricks, David M (University of Arizona)",228,38,,21.34,,https://app.dimensions.ai/details/publication/pub.1030960992,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
138,100,pub.1006260723,10.1007/s10021-003-0199-8,,,Erosion and the Rejuvenation of Weathering-derived Nutrient Supply in an Old Tropical Landscape,Ecosystems,,,2003-12,2003,6,8,762-772,"All OA; Green, Published",Article,"Vitousek, Peter; Chadwick, Oliver; Matson, Pamela; Allison, Steven; Derry, Louis; Kettley, Lisa; Luers, Amy; Mecking, Esther; Monastra, Valerie; Porder, Stephen","Vitousek, Peter","Vitousek, Peter (Stanford University); Chadwick, Oliver (University of California, Santa Barbara); Matson, Pamela (Stanford University); Allison, Steven (Stanford University); Derry, Louis (Cornell University); Kettley, Lisa (Stanford University); Luers, Amy (Stanford University); Mecking, Esther (Stanford University); Monastra, Valerie (Cornell University; Geosyntec Consultants (United States)); Porder, Stephen (Stanford University)",97,16,,8.06,http://allison.bio.uci.edu/pubs/vitousek2003.pdf,https://app.dimensions.ai/details/publication/pub.1006260723,06 Biological Sciences; 0503 Soil Sciences; 0602 Ecology; 05 Environmental Sciences,06 Biological Sciences,0503 Soil Sciences,0602 Ecology,05 Environmental Sciences,
139,100,pub.1033235868,10.1016/j.rse.2002.07.001,,,"Relationships among soil fertility dynamics and remotely sensed measures across pasture chronosequences in Rondônia, Brazil",Remote Sensing of Environment,,,2003-11-15,2003,87,4,446-455,Closed,Article,"Numata, I.; Soares, J.V.; Roberts, D.A.; Leonidas, F.C.; Chadwick, O.A.; Batista, G.T.","Numata, I.","Numata, I. (University of California, Santa Barbara); Soares, J.V. (National Institute for Space Research); Roberts, D.A. (University of California, Santa Barbara); Leonidas, F.C. (Brazilian Agricultural Research Corporation); Chadwick, O.A. (University of California, Santa Barbara); Batista, G.T. (University of Taubaté)",33,3,,3.92,,https://app.dimensions.ai/details/publication/pub.1033235868,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
140,100,pub.1064151977,10.1191/0309133303pp366ra,,,Predictive soil mapping: a review,Progress in Physical Geography Earth and Environment,,,2003-06,2003,27,2,171-197,"All OA; Green, Accepted & Submitted",Article,"Scull, P.; Franklin, J.; Chadwick, O. A.; McArthur, D.",,"Scull, P. (San Diego State University); Franklin, J. (San Diego State University); Chadwick, O. A. (University of California, Santa Barbara); McArthur, D. (San Diego State University)",239,46,,22.53,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.137.3441&rep=rep1&type=pdf,https://app.dimensions.ai/details/publication/pub.1064151977,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
141,100,pub.1044130960,10.1016/s0033-5894(03)00003-6,,,"Dating fluvial terraces by 230Th/U on pedogenic carbonate, Wind River Basin, Wyoming",Quaternary Research,,,2003-03,2003,59,2,139-150,Closed,Article,"Sharp, Warren D.; Ludwig, Kenneth R.; Chadwick, Oliver A.; Amundson, Ronald; Glaser, Laura L.",,"Sharp, Warren D. (Berkeley Geochronology Center); Ludwig, Kenneth R. (Berkeley Geochronology Center); Chadwick, Oliver A. (University of California, Santa Barbara); Amundson, Ronald (University of California, Berkeley); Glaser, Laura L. (Berkeley Geochronology Center)",120,11,,10.84,,https://app.dimensions.ai/details/publication/pub.1044130960,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
142,100,pub.1005180915,10.1016/s0169-555x(02)00209-x,,,"Tectonically driven landscape development within the eastern Alpujarran Corridor, Betic Cordillera, SE Spain (Almerı́a)",Geomorphology,,,2003-02,2003,50,1-3,83-110,Closed,Article,"Garcı́a, A.F; Zhu, Z; Ku, T.L; de Galdeano, C Sanz; Chadwick, O.A; Montero, J Chacón","Garcı́a, A.F","Garcı́a, A.F (University of California, Santa Barbara; University of Granada); Zhu, Z (Guangzhou Institute of Geochemistry; University of Southern California); Ku, T.L (University of Southern California); de Galdeano, C Sanz (University of Granada); Chadwick, O.A (University of California, Santa Barbara); Montero, J Chacón (University of Granada)",32,2,,2.89,,https://app.dimensions.ai/details/publication/pub.1005180915,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
143,100,pub.1034662704,10.1016/s1571-0866(03)01014-5,,,Soils and the Quaternary climate system,Developments in Quaternary Sciences,The Quaternary Period in the United States,,2003,2003,1,,311-330,Closed,Chapter,"Pavich, Milan J.; Chadwick, Oliver A.",,"Pavich, Milan J. (United States Geological Survey); Chadwick, Oliver A. (University of California, Santa Barbara)",1,0,,0.09,,https://app.dimensions.ai/details/publication/pub.1034662704,0503 Soil Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0406 Physical Geography and Environmental Geoscience,0503 Soil Sciences,04 Earth Sciences,05 Environmental Sciences,0406 Physical Geography and Environmental Geoscience,
144,100,pub.1006980692,10.1016/s0016-7037(01)00869-9,,,Germanium-silicon fractionation in the weathering environment,Geochimica et Cosmochimica Acta,,,2002-05,2002,66,9,1525-1537,Closed,Article,"Kurtz, Andrew C.; Derry, Louis A.; Chadwick, Oliver A.","Kurtz, Andrew C.","Kurtz, Andrew C. (Cornell University); Derry, Louis A. (Cornell University); Chadwick, Oliver A. (University of California, Santa Barbara)",95,18,,8.35,,https://app.dimensions.ai/details/publication/pub.1006980692,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
145,100,pub.1064922291,10.1306/050801720158,,,Development of Magnesian Carbonates in Quaternary Soils on the Island of Hawaii,Journal of Sedimentary Research,,,2002-01-01,2002,72,1,158-165,Closed,Article,"Whipkey, Charles E.; Capo, Rosemary C.; Hsieh, Jean C.C.; Chadwick, Oliver A.",,"Whipkey, Charles E. (); Capo, Rosemary C. (University of Pittsburgh); Hsieh, Jean C.C. (); Chadwick, Oliver A. (University of California, Santa Barbara)",29,3,,2.61,,https://app.dimensions.ai/details/publication/pub.1064922291,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
146,100,pub.1050076803,10.1029/2001jd000374,,,Large area mapping of land‐cover change in Rondônia using multitemporal spectral mixture analysis and decision tree classifiers,Journal of Geophysical Research,,,2002,2002,107,D20,lba 40-1-lba 40-18,All OA; Gold,Article,"Roberts, D. A.; Numata, I.; Holmes, K.; Batista, G.; Krug, T.; Monteiro, A.; Powell, B.; Chadwick, O. A.",,"Roberts, D. A. (University of California, Santa Barbara); Numata, I. (University of California, Santa Barbara); Holmes, K. (University of California, Santa Barbara); Batista, G. (National Institute for Space Research); Krug, T. (National Institute for Space Research); Monteiro, A. (Institute of Man and Environment of Amazonia); Powell, B. (University of California, Santa Barbara); Chadwick, O. A. (University of California, Santa Barbara)",98,6,,12,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001JD000374,https://app.dimensions.ai/details/publication/pub.1050076803,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
147,100,pub.1034451896,10.1890/0012-9658(2001)082[3182:ccascs]2.0.co;2,,,CARBON CYCLING AND SOIL CARBON STORAGE IN MESIC TO WET HAWAIIAN MONTANE FORESTS,Ecology,,,2001-11,2001,82,11,3182-3196,Closed,Article,"Schuur, Edward A. G.; Chadwick, Oliver A.; Matson, Pamela A.",,"Schuur, Edward A. G. (University of California, Berkeley); Chadwick, Oliver A. (University of California, Santa Barbara); Matson, Pamela A. (Stanford University)",96,14,,10.22,,https://app.dimensions.ai/details/publication/pub.1034451896,0501 Ecological Applications; 0699 Other Biological Sciences; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0501 Ecological Applications,0699 Other Biological Sciences,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences
148,100,pub.1003877170,10.1016/s0016-7061(01)00055-6,,,A direct link between forest vegetation type and soil organic matter composition,Geoderma,,,2001-11,2001,104,1-2,41-60,Closed,Article,"Quideau, S.A; Chadwick, O.A; Benesi, A; Graham, R.C; Anderson, M.A","Quideau, S.A","Quideau, S.A (University of California, Riverside); Chadwick, O.A (University of California, Santa Barbara); Benesi, A (Pennsylvania State University); Graham, R.C (University of California, Riverside); Anderson, M.A (University of California, Riverside)",154,27,,13.34,,https://app.dimensions.ai/details/publication/pub.1003877170,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
149,100,pub.1029070648,10.1016/s0016-7061(01)00016-7,,,Redox control of phosphorus pools in Hawaiian montane forest soils,Geoderma,,,2001-08,2001,102,3-4,219-237,Closed,Article,"Miller, Aaron J; Schuur, Edward A.G; Chadwick, Oliver A","Chadwick, Oliver A","Miller, Aaron J (University of California, Santa Barbara); Schuur, Edward A.G (University of California, Berkeley); Chadwick, Oliver A (University of California, Santa Barbara)",83,13,,7.19,,https://app.dimensions.ai/details/publication/pub.1029070648,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
150,100,pub.1049829548,10.1016/s0016-7037(01)00575-0,,,"Accretion of Asian dust to Hawaiian soils: isotopic, elemental, and mineral mass balances",Geochimica et Cosmochimica Acta,,,2001-06,2001,65,12,1971-1983,Closed,Article,"Kurtz, Andrew C; Derry, Louis A; Chadwick, Oliver A","Kurtz, Andrew C","Kurtz, Andrew C (Cornell University); Derry, Louis A (Cornell University); Chadwick, Oliver A (University of California, Santa Barbara)",146,15,,13.17,,https://app.dimensions.ai/details/publication/pub.1049829548,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
151,100,pub.1019542831,10.1016/s0016-7061(01)00027-1,,,The chemistry of pedogenic thresholds,Geoderma,,,2001-05,2001,100,3-4,321-353,Closed,Article,"Chadwick, Oliver A.; Chorover, Jon","Chadwick, Oliver A.","Chadwick, Oliver A. (University of California, Santa Barbara); Chorover, Jon (Pennsylvania State University)",230,34,,19.93,,https://app.dimensions.ai/details/publication/pub.1019542831,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
152,100,pub.1042790286,10.1016/s0016-7037(00)00614-1,,,"Effects of rainfall on weathering rate, base cation provenance, and Sr isotope composition of Hawaiian soils",Geochimica et Cosmochimica Acta,,,2001-04,2001,65,7,1087-1099,Closed,Article,"Stewart, Brian W; Capo, Rosemary C; Chadwick, Oliver A","Stewart, Brian W","Stewart, Brian W (University of Pittsburgh); Capo, Rosemary C (University of Pittsburgh); Chadwick, Oliver A (University of California, Santa Barbara)",109,9,,11.81,,https://app.dimensions.ai/details/publication/pub.1042790286,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
153,100,pub.1034797791,10.1016/s0146-6380(00)00171-6,,,Vegetation control on soil organic matter dynamics,Organic Geochemistry,,,2001-02,2001,32,2,247-252,"All OA; Green, Accepted & Submitted",Article,"Quideau, S.A.; Chadwick, O.A.; Trumbore, S.E.; Johnson-Maynard, J.L.; Graham, R.C.; Anderson, M.A.","Quideau, S.A.","Quideau, S.A. (University of California, Riverside); Chadwick, O.A. (University of California, Santa Barbara); Trumbore, S.E. (University of California, Irvine); Johnson-Maynard, J.L. (University of Idaho); Graham, R.C. (University of California, Riverside); Anderson, M.A. (University of California, Riverside)",53,8,,4.59,https://escholarship.org/content/qt36t8t648/qt36t8t648.pdf?t=oemm2b,https://app.dimensions.ai/details/publication/pub.1034797791,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
154,200,pub.1020285064,10.1130/0091-7613(2001)029<0564:>2.0.co;2,,,REPLY,Geology,,,2001,2001,29,6,564-565,Closed,Article,"Capo, Rosemary C.; Whipkey, Charles E.; Blachère, Jean R.; Chadwick, Oliver A.",,"Capo, Rosemary C. (University of Pittsburgh); Whipkey, Charles E. (University of Pittsburgh); Blachère, Jean R. (University of Pittsburgh); Chadwick, Oliver A. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1020285064,04 Earth Sciences,04 Earth Sciences,,,,
155,100,pub.1028251742,10.1016/s0378-1127(00)00409-6,,,Soil organic matter processes: characterization by 13C NMR and 14C measurements,Forest Ecology and Management,,,2000-11,2000,138,1-3,19-27,"All OA; Green, Accepted & Submitted",Article,"Quideau, S.A.; Anderson, M.A.; Graham, R.C.; Chadwick, O.A.; Trumbore, S.E.","Quideau, S.A.","Quideau, S.A. (University of California, Riverside); Anderson, M.A. (University of California, Riverside); Graham, R.C. (University of California, Riverside); Chadwick, O.A. (University of California, Santa Barbara); Trumbore, S.E. (University of California, Irvine)",82,9,,6.33,https://escholarship.org/content/qt8zz649sp/qt8zz649sp.pdf?t=nv8cap,https://app.dimensions.ai/details/publication/pub.1028251742,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
156,100,pub.1002682080,10.1007/s100210000046,,,"Climate Cycles, Geomorphological Change, and the Interpretation of Soil and Ecosystem Development",Ecosystems,,,2000-11,2000,3,6,522-533,Closed,Article,"Hotchkiss, Sara; Vitousek, Peter M.; Chadwick, Oliver A.; Price, Jonathan","Hotchkiss, Sara","Hotchkiss, Sara (University of Wisconsin–Madison); Vitousek, Peter M. (Stanford University); Chadwick, Oliver A. (University of California, Santa Barbara); Price, Jonathan (University of California, Davis)",72,3,,,,https://app.dimensions.ai/details/publication/pub.1002682080,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
157,200,pub.1062731904,10.1130/0091-7613(2000)028<0683:remivs>2.3.co;2,,,Refractory element mobility in volcanic soils,Geology,,,2000-08,2000,28,8,683-686,Closed,Article,"Kurtz, Andrew C.; Derry, Louis A.; Chadwick, Oliver A.; Jo Alfano, Mary",,"Kurtz, Andrew C. (); Derry, Louis A. (); Chadwick, Oliver A. (); Jo Alfano, Mary ()",3,0,,,,https://app.dimensions.ai/details/publication/pub.1062731904,04 Earth Sciences,04 Earth Sciences,,,,
158,100,pub.1048781352,10.1016/s0009-2541(00)00187-x,,,The importance of sea spray to the cation budget of a coastal Hawaiian soil: a strontium isotope approach,Chemical Geology,,,2000-07,2000,168,1-2,37-48,Closed,Article,"Whipkey, C.E.; Capo, R.C.; Chadwick, O.A.; Stewart, B.W.","Capo, R.C.","Whipkey, C.E. (University of Pittsburgh); Capo, R.C. (University of Pittsburgh); Chadwick, O.A. (University of California, Santa Barbara); Stewart, B.W. (University of Pittsburgh)",115,17,,10.14,,https://app.dimensions.ai/details/publication/pub.1048781352,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0402 Geochemistry,,
159,100,pub.1038564910,10.1016/s0022-1694(00)00229-8,,,Error in a USGS 30-meter digital elevation model and its impact on terrain modeling,Journal of Hydrology,,,2000-06,2000,233,1-4,154-173,Closed,Article,"Holmes, K.W; Chadwick, O.A; Kyriakidis, P.C","Holmes, K.W","Holmes, K.W (University of California, Santa Barbara); Chadwick, O.A (University of California, Santa Barbara); Kyriakidis, P.C (Stanford University)",187,26,,30.01,,https://app.dimensions.ai/details/publication/pub.1038564910,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
160,200,pub.1062731799,10.1130/0091-7613(2000)028<0271:poodia>2.3.co;2,,,"Pedogenic origin of dolomite in a basaltic weathering profile, Kohala peninsula, Hawaii",Geology,,,2000-03,2000,28,3,271-274,Closed,Article,"Capo, Rosemary C.; Whipkey, Charles E.; Blachère, Jean R.; Chadwick, Oliver A.",,"Capo, Rosemary C. (); Whipkey, Charles E. (); Blachère, Jean R. (); Chadwick, Oliver A. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1062731799,04 Earth Sciences,04 Earth Sciences,,,,
161,100,pub.1051036856,10.1130/0091-7613(2000)28<271:poodia>2.0.co;2,,,"Pedogenic origin of dolomite in a basaltic weathering profile, Kohala peninsula, Hawaii",Geology,,,2000,2000,28,3,271-274,Closed,Article,"Capo, Rosemary C.; Whipkey, Charles E.; Blachère, Jean R.; Chadwick, Oliver A.",,"Capo, Rosemary C. (University of Pittsburgh); Whipkey, Charles E. (University of Pittsburgh); Blachère, Jean R. (University of Pittsburgh); Chadwick, Oliver A. (University of California, Santa Barbara)",52,5,,4.22,,https://app.dimensions.ai/details/publication/pub.1051036856,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
162,100,pub.1017378763,10.1130/0091-7613(2000)28<683:remivs>2.0.co;2,,,Refractory element mobility in volcanic soils,Geology,,,2000,2000,28,8,683-686,Closed,Article,"Kurtz, Andrew C.; Derry, Louis A.; Chadwick, Oliver A.; Alfano, Mary Jo",,"Kurtz, Andrew C. (Cornell University); Derry, Louis A. (Cornell University); Chadwick, Oliver A. (University of California, Santa Barbara); Alfano, Mary Jo (Cornell University)",203,22,,,,https://app.dimensions.ai/details/publication/pub.1017378763,04 Earth Sciences,04 Earth Sciences,,,,
163,400,pub.1016922383,10.1007/s004420050927,28308565,,Weathering versus atmospheric sources of strontium in ecosystems on young volcanic soils,Oecologia,,,1999-11,1999,121,2,255-259,Closed,Article,"Vitousek, Peter M.; Kennedy, Martin J.; Derry, Louis A.; Chadwick, Oliver A.",,"Vitousek, Peter M. (Stanford University); Kennedy, Martin J. (University of California Los Angeles); Derry, Louis A. (Cornell University); Chadwick, Oliver A. (University of California, Santa Barbara)",67,8,0.45,,,https://app.dimensions.ai/details/publication/pub.1016922383,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
164,100,pub.1019269248,10.1016/s0016-7037(99)00152-0,,,The influence of rainfall on metal concentration and behavior in the soil,Geochimica et Cosmochimica Acta,,,1999-11,1999,63,21,3499-3511,Closed,Article,"Teutsch, Nadya; Erel, Yigal; Halicz, Ludwik; Chadwick, Oliver A","Erel, Yigal","Teutsch, Nadya (Hebrew University of Jerusalem); Erel, Yigal (Hebrew University of Jerusalem); Halicz, Ludwik (Geological Survey of Israel); Chadwick, Oliver A (University of California, Santa Barbara)",36,1,,,,https://app.dimensions.ai/details/publication/pub.1019269248,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
