,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Carla M D'Antonio. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
120,100,pub.1046748837,10.1139/b99-091,,,Phenotypic plasticity in hybridizing Carpobrotus spp. (Aizoaceae) from coastal California and its role in plant invasion,Botany,,,2000-01-18,2000,77,10,1411-1418,Closed,Article,"Weber, Ewald; D'Antonio, Carla M",,"Weber, Ewald (); D'Antonio, Carla M ()",15,3,,1.12,,https://app.dimensions.ai/details/publication/pub.1046748837,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
121,400,pub.1070048567,10.2307/2656773,10487813,,Germination and growth responses of hybridizing Carpobrotus species (Aizoaceae) from coastal California to soil salinity,American Journal of Botany,,,1999-09,1999,86,9,1257-1263,Closed,Article,"Weber, Ewald; D'Antonio, Carla M.",,"Weber, Ewald (University of California, Berkeley); D'Antonio, Carla M. (University of California, Berkeley)",43,7,0.31,,,https://app.dimensions.ai/details/publication/pub.1070048567,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
122,200,pub.1069435525,10.2307/1313438,,,"Deliberate Introductions of Species: Research NeedsBenefits can be reaped, but risks are high",BioScience,,,1999-08,1999,49,8,619-630,All OA; Gold,Article,"Ewel, John J.; O'Dowd, Dennis J.; Bergelson, Joy; Daehler, Curtis C.; D'Antonio, Carla M.; Gómez, Luis Diego; Gordon, Doria R.; Hobbs, Richard J.; Holt, Alan; Hopper, Keith R.; Hughes, Colin E.; LaHart, Marcy; Leakey, Roger R. B.; Lee, William G.; Loope, Lloyd L.; Lorence, David H.; Louda, Svata M.; Lugo, Ariel E.; McEvoy, Peter B.; Richardson, David M.; Vitousek, Peter M.",,"Ewel, John J. (); O'Dowd, Dennis J. (); Bergelson, Joy (); Daehler, Curtis C. (); D'Antonio, Carla M. (); Gómez, Luis Diego (); Gordon, Doria R. (); Hobbs, Richard J. (); Holt, Alan (); Hopper, Keith R. (); Hughes, Colin E. (); LaHart, Marcy (); Leakey, Roger R. B. (); Lee, William G. (); Loope, Lloyd L. (); Lorence, David H. (); Louda, Svata M. (); Lugo, Ariel E. (); McEvoy, Peter B. (); Richardson, David M. (); Vitousek, Peter M. ()",156,14,,,https://academic.oup.com/bioscience/article-pdf/49/8/619/19403381/49-8-619.pdf,https://app.dimensions.ai/details/publication/pub.1069435525,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
123,200,pub.1070041952,10.2307/2640972,,,Hybrid Vigor for Clonal Growth in Carpobrotus (Aizoaceae) in Coastal California,Ecological Applications,,,1998-11,1998,8,4,1196,Closed,Article,"Vila, Monserrat; D'Antonio, Carla M.",,"Vila, Monserrat (); D'Antonio, Carla M. ()",5,1,,,,https://app.dimensions.ai/details/publication/pub.1070041952,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
124,100,pub.1031866133,10.1890/1051-0761(1998)008[1196:hvfcgi]2.0.co;2,,,HYBRID VIGOR FOR CLONAL GROWTH IN CARPOBROTUS(AIZOACEAE) IN COASTAL CALIFORNIA,Ecological Applications,,,1998-11,1998,8,4,1196-1205,Closed,Article,"Vilà, Monserrat; D’Antonio, Carla M.",,"Vilà, Monserrat (University of California, Berkeley); D’Antonio, Carla M. (University of California, Berkeley)",60,5,,,,https://app.dimensions.ai/details/publication/pub.1031866133,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
125,100,pub.1014567345,10.2307/3237288,,,The response of native species to removal of invasive exotic grasses in a seasonally dry Hawaiian woodland,Journal of Vegetation Science,,,1998-10,1998,9,5,699-712,Closed,Article,"D'Antonio, Carla M.; Hughes, R. Flint; Mack, Michelle; Hitchcock, Derek; Vitousek, Peter M.",,"D'Antonio, Carla M. (University of California, Berkeley); Hughes, R. Flint (University of Colorado Boulder); Mack, Michelle (University of California, Berkeley); Hitchcock, Derek (University of California, Berkeley); Vitousek, Peter M. (Stanford University)",115,4,,,,https://app.dimensions.ai/details/publication/pub.1014567345,0602 Ecology; 0705 Forestry Sciences; 0607 Plant Biology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0705 Forestry Sciences,0607 Plant Biology,06 Biological Sciences,07 Agricultural and Veterinary Sciences
126,100,pub.1051064830,10.1111/j.1744-7429.1998.tb00062.x,,,Microclimate Change and Effect on Fire Following Forest‐Grass Conversion in Seasonally Dry Tropical Woodland1,Biotropica,,,1998-06,1998,30,2,286-297,Closed,Article,"Freifelder, Rachel R.; Vitousek, Peter M.; D'Antonio, Carla M.",,"Freifelder, Rachel R. (Stanford University); Vitousek, Peter M. (Stanford University); D'Antonio, Carla M. (University of California, Berkeley)",38,3,,,,https://app.dimensions.ai/details/publication/pub.1051064830,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
127,100,pub.1031883328,10.1890/0012-9658(1998)079[1053:fcasdo]2.0.co;2,,,FRUIT CHOICE AND SEED DISPERSAL OF INVASIVE VS. NONINVASIVE CARPOBROTUS (AIZOACEAE) IN COASTAL CALIFORNIA,Ecology,,,1998-04,1998,79,3,1053-1060,Closed,Article,"Vilà, Montserrat; D’Antonio, Carla M.",,"Vilà, Montserrat (University of California, Berkeley); D’Antonio, Carla M. (University of California, Berkeley)",61,3,,,,https://app.dimensions.ai/details/publication/pub.1031883328,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
128,400,pub.1030057325,10.1007/s004420050366,28308195,,Exotic grass invasion alters potential rates of N fixation in Hawaiian woodlands,Oecologia,,,1998-01,1998,113,2,179-187,Closed,Article,"Ley, Ruth E.; D'Antonio, Carla M.",,"Ley, Ruth E. (University of Colorado Boulder); D'Antonio, Carla M. (University of California, Berkeley)",38,2,0.19,,,https://app.dimensions.ai/details/publication/pub.1030057325,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
129,100,pub.1038311933,10.1080/11956860.1998.11682460,,,Fitness of invasive Carpobrotus (Aizoaceae) hybrids in coastal California,Ecoscience,,,1998-01,1998,5,2,191-199,Closed,Article,"Vilà, Montserrat; D’antonio, Carla M.",,"Vilà, Montserrat (University of California, Berkeley); D’antonio, Carla M. (University of California, Berkeley)",32,1,,,,https://app.dimensions.ai/details/publication/pub.1038311933,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
130,200,pub.1069855132,10.2307/2265946,,,Soil Heterogeneity and Plant Competition in an Annual Grassland,Ecology,,,1997-10,1997,78,7,2076,Closed,Article,"Reynolds, Heather L.; Hungate, Bruce A.; III, F. S. Chapin; D'Antonio, Carla M.",,"Reynolds, Heather L. (); Hungate, Bruce A. (); III, F. S. Chapin (); D'Antonio, Carla M. ()",9,0,,,,https://app.dimensions.ai/details/publication/pub.1069855132,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
131,100,pub.1032900244,10.1890/0012-9658(1997)078[2076:shapci]2.0.co;2,,,SOIL HETEROGENEITY AND PLANT COMPETITION IN ANANNUAL GRASSLAND,Ecology,,,1997-10,1997,78,7,2076-2090,Closed,Article,"Reynolds, Heather L.; Hungate, Bruce A.; Chapin, F. S.; D’Antonio, Carla M.",,"Reynolds, Heather L. (University of California, Berkeley); Hungate, Bruce A. (University of California, Berkeley); Chapin, F. S. (University of California, Berkeley); D’Antonio, Carla M. (University of California, Berkeley)",90,3,,,,https://app.dimensions.ai/details/publication/pub.1032900244,0602 Ecology; 0502 Environmental Science and Management; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences
132,400,pub.1069939181,10.2307/2446280,21708644,,Hybridization and introgression in Carpobrotus spp. (Aizoaceae) in California II. Allozyme evidence,American Journal of Botany,,,1997-07,1997,84,7,905-911,All OA; Gold,Article,"Gallagher, Kelly G.; Schierenbeck, Kristina A.; D'Antonio, Carla M.",,"Gallagher, Kelly G. (California State University, Fresno); Schierenbeck, Kristina A. (California State University, Fresno); D'Antonio, Carla M. (University of California, Berkeley)",32,3,0.44,,https://onlinelibrary.wiley.com/doi/pdf/10.2307/2446280,https://app.dimensions.ai/details/publication/pub.1069939181,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
133,400,pub.1069939180,10.2307/2446279,21708643,,Hybridization and introgression in Carpobrotus spp. (Aizoaceae) in California. I. Morphological evidence,American Journal of Botany,,,1997-07,1997,84,7,896-904,Closed,Article,"Albert, Marc E.; D'Antonio, Carla M.; Schierenbeck, Kristina A.",,"Albert, Marc E. (University of California, Berkeley); D'Antonio, Carla M. (University of California, Berkeley); Schierenbeck, Kristina A. (California State University, Fresno)",38,4,0.49,,,https://app.dimensions.ai/details/publication/pub.1069939180,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
134,400,pub.1053086530,10.1007/bf00333258,28306881,,The effects of neighbors on the growth and survival of shrub seedlings following fire,Oecologia,,,1995-05,1995,102,2,255-264,Closed,Article,"Tyler, Claudia M.; D' Antonio, Carla M.","Tyler, Claudia M.","Tyler, Claudia M. (University of California, Santa Barbara); D' Antonio, Carla M. (University of California, Santa Barbara)",48,4,0.24,,,https://app.dimensions.ai/details/publication/pub.1053086530,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
135,100,pub.1024131114,10.1007/978-3-642-78963-2_9,,,Biological Invasions as Agents of Change on Islands Versus Mainlands,Ecological Studies,Islands,,1995,1995,115,,103-121,Closed,Chapter,"D’Antonio, C. M.; Dudley, T. L.",,"D’Antonio, C. M. (University of California, Berkeley); Dudley, T. L. ()",64,4,,,,https://app.dimensions.ai/details/publication/pub.1024131114,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
136,400,pub.1019048908,10.1007/bf00649501,28313306,,Invasion of maritime chaparral by the introduced succulentCarpobrotus edulis,Oecologia,,,1993-03,1993,95,1,14-21,Closed,Article,"D'Antonio, Carla M.; Odion, Dennis C.; Tyler, Claudia M.",,"D'Antonio, Carla M. (University of California, Santa Barbara); Odion, Dennis C. (University of California, Santa Barbara); Tyler, Claudia M. (University of California, Santa Barbara)",38,5,0.13,,,https://app.dimensions.ai/details/publication/pub.1019048908,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
137,200,pub.1010628567,10.1146/annurev.es.23.110192.000431,,,"Biological Invasions by Exotic Grasses, the Grass/Fire Cycle, and Global Change",Annual Review of Ecology Evolution and Systematics,,,1992-11,1992,23,1,63-87,Closed,Article,"D'Antonio, Carla M.; Vitousek, Peter M.",,"D'Antonio, Carla M. (); Vitousek, Peter M. ()",1869,214,,,,https://app.dimensions.ai/details/publication/pub.1010628567,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
138,200,pub.1069938226,10.2307/2445167,,,"Root Profiles and Competition between the Invasive, Exotic Perennial, Carpobrotus edulis, and Two Native Shrub Species in California Coastal Scrub",American Journal of Botany,,,1991-07,1991,78,7,885,Closed,Article,"D'Antonio, Carla M.; Mahall, Bruce E.",,"D'Antonio, Carla M. (); Mahall, Bruce E. ()",132,6,,,,https://app.dimensions.ai/details/publication/pub.1069938226,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0607 Plant Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,
139,100,pub.1100753352,10.1002/j.1537-2197.1991.tb14492.x,,,"ROOT PROFILES AND COMPETITION BETWEEN THE INVASIVE, EXOTIC PERENNIAL, CARPOBROTUS EDULIS, AND TWO NATIVE SHRUB SPECIES IN CALIFORNIA COASTAL SCRUB",American Journal of Botany,,,1991-07,1991,78,7,885-894,Closed,Article,"D'Antonio, Carla M.; Mahall, Bruce E.",,"D'Antonio, Carla M. (University of California, Santa Barbara); Mahall, Bruce E. (University of California, Santa Barbara)",67,11,,,,https://app.dimensions.ai/details/publication/pub.1100753352,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
140,100,pub.1069662808,10.2307/1938923,,,"The Effects of Substrate Texture, Grazing, and Disturbance on Macroalgal Establishment in Streams",Ecology,,,1991-02,1991,72,1,297-309,Closed,Article,"Dudley, Tom L.; D'Antonio, Carla M.",,"Dudley, Tom L. (); D'Antonio, Carla M. ()",103,3,,,,https://app.dimensions.ai/details/publication/pub.1069662808,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
141,200,pub.1070622533,10.2307/5018,,,Mechanisms and Consequences of Interspecific Competition Between Two Stream Insects,Journal of Animal Ecology,,,1990-10,1990,59,3,849,Closed,Article,"Dudley, Tom L.; D'Antonio, Carla M.; Cooper, Scott D.",,"Dudley, Tom L. (); D'Antonio, Carla M. (); Cooper, Scott D. ()",44,3,,,,https://app.dimensions.ai/details/publication/pub.1070622533,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
