,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Roger M Nisbet. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
127,100,pub.1006774837,10.1890/0012-9658(1999)080[2492:pdasse]2.0.co;2,,,POPULATION DYNAMICS AND SPATIAL SCALE: EFFECTS OF SYSTEM SIZE ON POPULATION PERSISTENCE,Ecology,,,1999-12,1999,80,8,2492-2507,Closed,Article,"Donalson, Douglas D.; Nisbet, Roger M.",,"Donalson, Douglas D. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",44,2,,,,https://app.dimensions.ai/details/publication/pub.1006774837,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
128,200,pub.1000661453,10.1006/bulm.1999.0135,,,Book review,Bulletin of Mathematical Biology,,,1999-11,1999,61,6,1209-1210,Closed,Article,"Nisbet, Roger M.",,"Nisbet, Roger M. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1000661453,01 Mathematical Sciences; 06 Biological Sciences,01 Mathematical Sciences,06 Biological Sciences,,,
129,100,pub.1003258130,10.1890/0012-9658(1999)080[2358:cfbaco]2.0.co;2,,,COMPLEMENTARY FORAGING BEHAVIORS ALLOW COEXISTENCE OF TWO CONSUMERS,Ecology,,,1999-10,1999,80,7,2358-2372,Closed,Article,"Wilson, W. G.; Osenberg, C. W.; Schmitt, R. J.; Nisbet, R. M.",,"Wilson, W. G. (Duke University); Osenberg, C. W. (University of Florida); Schmitt, R. J. (University of California, Santa Barbara); Nisbet, R. M. (University of California, Santa Barbara)",55,6,,,,https://app.dimensions.ai/details/publication/pub.1003258130,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
130,100,pub.1003131619,10.1890/0012-9658(1999)080[1789:wdpcas]2.0.co;2,,,WHY DO POPULATIONS CYCLE? A SYNTHESIS OF STATISTICAL AND MECHANISTIC MODELING APPROACHES,Ecology,,,1999-09,1999,80,6,1789-1805,"All OA; Green, Accepted & Submitted",Article,"Kendall, Bruce E.; Briggs, Cheryl J.; Murdoch, William W.; Turchin, Peter; Ellner, Stephen P.; McCauley, Edward; Nisbet, Roger M.; Wood, Simon N.",,"Kendall, Bruce E. (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara); Turchin, Peter (University of Connecticut); Ellner, Stephen P. (North Carolina State University); McCauley, Edward (University of Calgary); Nisbet, Roger M. (University of California, Santa Barbara); Wood, Simon N. (University of St Andrews)",227,22,,,https://escholarship.org/content/qt7sr3f7bk/qt7sr3f7bk.pdf?t=lnrgzm,https://app.dimensions.ai/details/publication/pub.1003131619,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
131,100,pub.1009456321,10.1007/s002850050151,,,Delayed feedback and multiple attractors in a host–parasitoid system,Journal of Mathematical Biology,,,1999-04,1999,38,4,317-345,Closed,Article,"Briggs, Cheryl J.; Nisbet, Roger M.; Murdoch, William W.",,"Briggs, Cheryl J. (University of California, Berkeley); Nisbet, Roger M. (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara)",13,0,,,,https://app.dimensions.ai/details/publication/pub.1009456321,01 Mathematical Sciences; 06 Biological Sciences,01 Mathematical Sciences,06 Biological Sciences,,,
132,100,pub.1027998850,10.1017/cbo9780511542077.004,,,Recent developments in theory for biological control of insect pests by parasitoids,,Theoretical Approaches to Biological Control,,1999,1999,,,22-42,Closed,Chapter,"Briggs, Cheryl J.; Murdoch, William W.; Nisbet, Roger M.",,"Briggs, Cheryl J. (); Murdoch, William W. (); Nisbet, Roger M. ()",17,0,,,,https://app.dimensions.ai/details/publication/pub.1027998850,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
133,100,pub.1021177428,10.1046/j.1461-0248.1998.00011.x,,,"Discrete consumers, small scale resource heterogeneity, and population stability",Ecology Letters,,,1998-07,1998,1,1,34-37,Closed,Article,"Nisbet, Roger M.; De Roos, Andre M.; Wilson, William G.; Snyder, Robin E.",,"Nisbet, Roger M. (University of California, Santa Barbara); De Roos, Andre M. (University of Amsterdam); Wilson, William G. (Duke University); Snyder, Robin E. (University of California, Santa Barbara)",15,0,,,,https://app.dimensions.ai/details/publication/pub.1021177428,0501 Ecological Applications; 05 Environmental Sciences,0501 Ecological Applications,05 Environmental Sciences,,,
134,100,pub.1050397181,10.1890/0012-9658(1998)079[1339:paadan]2.0.co;2,,,PLANKTON ABUNDANCE AND DYNAMICS ACROSS NUTRIENT LEVELS: TESTS OF HYPOTHESES,Ecology,,,1998-06,1998,79,4,1339-1356,Closed,Article,"Murdoch, W. W.; Nisbet, R. M.; McCauley, E.; deRoos, A. M.; Gurney, W. S. C.",,"Murdoch, W. W. (University of California, Santa Barbara); Nisbet, R. M. (University of California, Santa Barbara); McCauley, E. (University of Calgary); deRoos, A. M. (University of Amsterdam); Gurney, W. S. C. (University of Strathclyde)",87,10,,,,https://app.dimensions.ai/details/publication/pub.1050397181,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
135,100,pub.1042433131,10.1046/j.1365-2435.1998.00174.x,,,Experimental testing of dynamic energy budget models,Functional Ecology,,,1998-04,1998,12,2,211-222,All OA; Gold,Article,"Noonburg, E. G.; Nisbet, R. M.; Mccauley, E.; Gurney, W. S. C.; Murdoch, W. W.; DE Roos, A. M.",,"Noonburg, E. G. (University of California, Santa Barbara); Nisbet, R. M. (University of California, Santa Barbara); Mccauley, E. (University of Calgary); Gurney, W. S. C. (University of Strathclyde); Murdoch, W. W. (University of California, Santa Barbara); DE Roos, A. M. (University of Amsterdam)",32,0,,,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1046/j.1365-2435.1998.00174.x,https://app.dimensions.ai/details/publication/pub.1042433131,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
136,100,pub.1023778821,10.1890/0012-9615(1997)067[0535:ppgast]2.0.co;2,,,PRIMARY‐PRODUCTIVITY GRADIENTS AND SHORT‐TERM POPULATION DYNAMICS IN OPEN SYSTEMS,Ecological Monographs,,,1997-11,1997,67,4,535-553,Closed,Article,"Nisbet, R. M.; Diehl, S.; Wilson, W. G.; Cooper, S. D.; Donalson, D. D.; Kratz, K.",,"Nisbet, R. M. (University of California, Santa Barbara); Diehl, S. (University of California, Santa Barbara); Wilson, W. G. (University of California, Santa Barbara); Cooper, S. D. (University of California, Santa Barbara); Donalson, D. D. (University of California, Santa Barbara); Kratz, K. (University of California, Santa Barbara)",65,1,,,,https://app.dimensions.ai/details/publication/pub.1023778821,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
137,100,pub.1048321944,10.1890/0012-9658(1997)078[2004:cacase]2.0.co;2,,,COOPERATION AND COMPETITION ALONG SMOOTH ENVIRONMENTAL GRADIENTS,Ecology,,,1997-10,1997,78,7,2004-2017,Closed,Article,"Wilson, William G.; Nisbet, Roger M.",,"Wilson, William G. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",55,1,,,,https://app.dimensions.ai/details/publication/pub.1048321944,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
138,200,pub.1070650324,10.2307/5948,,,Dynamical Effects of Host Size- and Parasitoid State-Dependent Attacks by Parasitoids,Journal of Animal Ecology,,,1997-07,1997,66,4,542,Closed,Article,"Murdoch, William W.; Briggs, Cheryl J.; Nisbet, Roger M.",,"Murdoch, William W. (); Briggs, Cheryl J. (); Nisbet, Roger M. ()",46,1,,,,https://app.dimensions.ai/details/publication/pub.1070650324,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
139,100,pub.1027249053,10.1023/a:1019088722669,,,Models relating individual and population response to contaminants,Environmental Modeling & Assessment,,,1997-06,1997,2,1-2,7-12,Closed,Article,"Nisbet, R.M.; Muller, E.B.; Brooks, A.J.; Hosseini, P.",,"Nisbet, R.M. (University of California, Santa Barbara); Muller, E.B. (University of California, Santa Barbara); Brooks, A.J. (University of California, Santa Barbara); Hosseini, P. (University of California, Santa Barbara)",10,1,,,,https://app.dimensions.ai/details/publication/pub.1027249053,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
140,100,pub.1026237623,10.1023/a:1009995420368,,,What individual life histories can (and cannot) tell about population dynamics,Aquatic Ecology,,,1997-03,1997,31,1,37-45,Closed,Article,"De Roos, A. M.; McCauley, E.; Nisbet, R. M.; Gurney, W. S. C.; Murdoch, W. W.",,"De Roos, A. M. (University of Amsterdam); McCauley, E. (University of Calgary); Nisbet, R. M. (University of California, Santa Barbara); Gurney, W. S. C. (University of Strathclyde); Murdoch, W. W. (University of California, Santa Barbara)",16,1,,,,https://app.dimensions.ai/details/publication/pub.1026237623,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
141,100,pub.1050503249,10.1890/1051-0761(1997)007[0107:pptema]2.0.co;2,,,"POPULATION PERSISTENCE TIME: ESTIMATES, MODELS, AND MECHANISMS",Ecological Applications,,,1997-02,1997,7,1,107-117,Closed,Article,"Middleton, D. A. J.; Nisbet, R. M.",,"Middleton, D. A. J. (University of Strathclyde); Nisbet, R. M. (University of California, Santa Barbara)",24,1,,,,https://app.dimensions.ai/details/publication/pub.1050503249,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
142,100,pub.1052307618,10.1007/978-1-4615-5973-3_1,,,"Structured-Population Models: Many Methods, a Few Basic Concepts",,"Structured-Population Models in Marine, Terrestrial, and Freshwater Systems",,1997,1997,,,3-17,Closed,Chapter,"Caswell, Hal; Nisbet, Roger M.; de Roos, André M.; Tuljapurkar, Shripad",,"Caswell, Hal (); Nisbet, Roger M. (); de Roos, André M. (); Tuljapurkar, Shripad ()",21,3,,,,https://app.dimensions.ai/details/publication/pub.1052307618,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
143,100,pub.1013688983,10.1007/978-1-4615-5973-3_4,,,Delay-Differential Equations for Structured Populations,,"Structured-Population Models in Marine, Terrestrial, and Freshwater Systems",,1997,1997,,,89-118,Closed,Chapter,"Nisbet, Roger M.",,"Nisbet, Roger M. ()",35,1,,,,https://app.dimensions.ai/details/publication/pub.1013688983,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
144,200,pub.1070641125,10.2307/5673,,,The Effect of Egg Limitation on Stability in Insect Host-Parasitoid Population Models,Journal of Animal Ecology,,,1996-11,1996,65,6,743,Closed,Article,"Shea, Katriona; Nisbet, Roger M.; Murdoch, William W.; Yoo, Ho Jung S.",,"Shea, Katriona (); Nisbet, Roger M. (); Murdoch, William W. (); Yoo, Ho Jung S. ()",36,5,,,,https://app.dimensions.ai/details/publication/pub.1070641125,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
145,200,pub.1058596080,10.1086/285957,,,Competitive Displacement and Biological Control in Parasitoids: A Model,The American Naturalist,,,1996-11,1996,148,5,807-826,Closed,Article,"Murdoch, William W.; Briggs, Cheryl J.; Nisbet, Roger M.",,"Murdoch, William W. (); Briggs, Cheryl J. (); Nisbet, Roger M. ()",50,5,,,,https://app.dimensions.ai/details/publication/pub.1058596080,06 Biological Sciences,06 Biological Sciences,,,,
146,100,pub.1035292022,10.1007/bf02459489,,,Abrupt population changes along smooth environmental gradients,Bulletin of Mathematical Biology,,,1996-09,1996,58,5,907,"All OA; Green, Accepted & Submitted",Article,"Wilson, William G.; Nisbet, Roger M.; Ross, Alex H.; Robles, Carlos; Desharnais, Robert A.",,"Wilson, William G. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara); Ross, Alex H. (National Institute of Water and Atmospheric Research); Robles, Carlos (California State University Los Angeles); Desharnais, Robert A. (California State University Los Angeles)",18,1,,,http://biology.duke.edu/wilson/research/papers/papers/1996WilsonEtal.pdf,https://app.dimensions.ai/details/publication/pub.1035292022,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
147,400,pub.1033252552,10.1006/tpbi.1996.0017,8813027,,Individual Energetics and the Equilibrium Demography of Structured Populations,Theoretical Population Biology,,,1996-06,1996,49,3,344-368,"All OA; Green, Published",Article,"Gurney, William S.C.; Middleton, David A.J.; Nisbet, Roger M.; McCauley, Edward; Murdoch, William W.; DeRoos, Andre",,"Gurney, William S.C. (University of Strathclyde); Middleton, David A.J. (University of Strathclyde); Nisbet, Roger M. (University of California, Santa Barbara); McCauley, Edward (University of Calgary); Murdoch, William W. (University of California, Santa Barbara); DeRoos, Andre (University of Amsterdam)",25,0,0.22,,https://pure.uva.nl/ws/files/4226843/1939_21147y.pdf,https://app.dimensions.ai/details/publication/pub.1033252552,0602 Ecology; 0501 Ecological Applications; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0501 Ecological Applications,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
148,100,pub.1020426944,10.1080/00785326.1995.10429845,,,Estimation of copepod mortality rates,Ophelia,,,1996-04,1996,44,1-3,157-169,Closed,Article,"Nisbet, Roger M.; Wood, Simon N.",,"Nisbet, Roger M. (University of California, Santa Barbara); Wood, Simon N. ()",5,0,,,,https://app.dimensions.ai/details/publication/pub.1020426944,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
149,200,pub.1070149694,10.2307/2963491,,,Structured Population Models of Herbivorous Zooplankton,Ecological Monographs,,,1996-02,1996,66,4,479-501,"All OA; Green, Accepted & Submitted",Article,"McCauley, Edward; Nisbet, Roger M.; De Roos, Andre M.; Murdoch, William W.; Gurney, William S. C.",,"McCauley, Edward (); Nisbet, Roger M. (); De Roos, Andre M. (); Murdoch, William W. (); Gurney, William S. C. ()",69,5,,,https://pure.uva.nl/ws/files/4227610/1945_EcolMon96.pdf,https://app.dimensions.ai/details/publication/pub.1070149694,0602 Ecology; 0406 Physical Geography and Environmental Geoscience; 0501 Ecological Applications; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0406 Physical Geography and Environmental Geoscience,0501 Ecological Applications,04 Earth Sciences,05 Environmental Sciences
150,100,pub.1017392732,10.1016/b978-012627255-0/50015-x,,,Chapter 13 Consequences for Adult Fish Stocks of Human-Induced Mortality on Immatures,,Detecting Ecological Impacts,,1996,1996,,Journal of Mathematical Biology261988,257-277,Closed,Chapter,"Nisbet, Roger M.; Murdoch, William W.; Stewart-Oaten, Allan",,"Nisbet, Roger M. (); Murdoch, William W. (); Stewart-Oaten, Allan ()",11,0,,,,https://app.dimensions.ai/details/publication/pub.1017392732,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
151,200,pub.1070646404,10.2307/5900,,,Dynamical Effects of Host-Feeding in Parasitoids,Journal of Animal Ecology,,,1995-05,1995,64,3,403,Closed,Article,"Briggs, Cheryl J.; Nisbet, Roger M.; Murdoch, William W.; Collier, Timothy R.; Metz, J.A.J.",,"Briggs, Cheryl J. (); Nisbet, Roger M. (); Murdoch, William W. (); Collier, Timothy R. (); Metz, J.A.J. ()",52,3,,,,https://app.dimensions.ai/details/publication/pub.1070646404,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
152,100,pub.1028061177,10.1006/tpbi.1994.1030,,,Stage-Specific Quiescence as a Mechanism for Synchronizing Life Cycles to Seasons,Theoretical Population Biology,,,1994-12,1994,46,3,319-343,Closed,Article,"Gurney, W.S.C.; Crowley, P.H.; Nisbet, R.M.",,"Gurney, W.S.C. (University of California, Santa Barbara); Crowley, P.H. (University of California, Santa Barbara); Nisbet, R.M. (University of California, Santa Barbara)",15,1,,,,https://app.dimensions.ai/details/publication/pub.1028061177,0606 Physiology; 06 Biological Sciences,0606 Physiology,06 Biological Sciences,,,
153,200,pub.1070641011,10.2307/5548,,,"Egg Load and the Decision to Host-Feed in the Parasitoid, Aphytis melinus",Journal of Animal Ecology,,,1994-04,1994,63,2,299,Closed,Article,"Collier, Timothy R.; Murdoch, William W.; Nisbet, Roger M.",,"Collier, Timothy R. (); Murdoch, William W. (); Nisbet, Roger M. ()",52,1,,,,https://app.dimensions.ai/details/publication/pub.1070641011,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
154,100,pub.1022891583,10.1007/bf00160164,,,Population dynamic consequences of competition within and between age classes,Journal of Mathematical Biology,,,1994-04,1994,32,4,329-344,Closed,Article,"Nisbet, R. M.; Onyiah, L. C.",,"Nisbet, R. M. (University of California, Santa Barbara); Onyiah, L. C. ()",32,1,,,,https://app.dimensions.ai/details/publication/pub.1022891583,01 Mathematical Sciences; 06 Biological Sciences,01 Mathematical Sciences,06 Biological Sciences,,,
155,200,pub.1070640963,10.2307/5494,,,A Probabilistic Model for the Functional Response of a Parasitoid at the Behavioural Time-Scale,Journal of Animal Ecology,,,1993-01,1993,62,1,194,Closed,Article,"Casas, J.; Gurney, W.S.C.; Nisbet, R.; Roux, O.",,"Casas, J. (); Gurney, W.S.C. (); Nisbet, R. (); Roux, O. ()",22,2,,,,https://app.dimensions.ai/details/publication/pub.1070640963,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
156,100,pub.1018707592,10.1007/978-3-642-50155-5_10,,,Two-Patch Metapopulation Dynamics,Lecture Notes in Biomathematics,Patch Dynamics,,1993,1993,96,,125-135,Closed,Chapter,"Nisbet, Roger M.; Briggs, Cheryl J.; Gurney, William S. C.; Murdoch, William W.; Stewart-Oaten, Allan",,"Nisbet, Roger M. (); Briggs, Cheryl J. (); Gurney, William S. C. (); Murdoch, William W. (); Stewart-Oaten, Allan ()",23,0,,,,https://app.dimensions.ai/details/publication/pub.1018707592,16 Studies in Human Society; 1603 Demography,16 Studies in Human Society,1603 Demography,,,
157,200,pub.1070641065,10.2307/5608,,,Size-Selective Sex-Allocation and Host Feeding in a Parasitoid--Host Model,Journal of Animal Ecology,,,1992-10,1992,61,3,533,Closed,Article,"Murdoch, W. W.; Nisbet, R. M.; Luck, R. F.; Godfray, H. C. J.; Gurney, W. S. C.",,"Murdoch, W. W. (); Nisbet, R. M. (); Luck, R. F. (); Godfray, H. C. J. (); Gurney, W. S. C. ()",37,0,,,,https://app.dimensions.ai/details/publication/pub.1070641065,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
158,400,pub.1058595525,10.1086/285402,19426065,,Aggregation and stability in metapopulation models.,The American Naturalist,,,1992-07,1992,140,1,41-58,Closed,Article,"Murdoch, W W; Briggs, C J; Nisbet, R M; Gurney, W S; Stewart-Oaten, A",,"Murdoch, W W (); Briggs, C J (); Nisbet, R M (); Gurney, W S (); Stewart-Oaten, A ()",78,5,1.72,,,https://app.dimensions.ai/details/publication/pub.1058595525,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
159,400,pub.1018112894,10.1016/0169-5347(92)90073-k,21236007,,How should we define ‘fitness’ for general ecological scenarios?,Trends in Ecology & Evolution,,,1992-06,1992,7,6,198-202,Closed,Article,"Metz, J.A.J.; Nisbet, R.M.; Geritz, S.A.H.",,"Metz, J.A.J. (Leiden University); Nisbet, R.M. (University of California, Santa Barbara); Geritz, S.A.H. (Leiden University)",644,69,14.83,,,https://app.dimensions.ai/details/publication/pub.1018112894,0604 Genetics; 0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,
160,100,pub.1045524156,10.1007/bf00176151,,,Locking life-cycles onto seasons: Circle-map models of population dynamics and local adaptation,Journal of Mathematical Biology,,,1992-01,1992,30,3,251,Closed,Article,"Gurney, William S. C.; Crowley, Philip H.; Nisbet, Roger M.",,"Gurney, William S. C. (University of Strathclyde); Crowley, Philip H. (University of Kentucky); Nisbet, Roger M. (University of Strathclyde)",22,0,,,,https://app.dimensions.ai/details/publication/pub.1045524156,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
161,200,pub.1089755383,10.1007/978-1-4757-0869-1_2,,,Individual-Based Models: Combining Testability and Generality,,Individual-Based Models and Approaches in Ecology,,1992,1992,,,18-35,Closed,Chapter,"Murdoch, W. W.; McCauley, E.; Nisbet, R. M.; Gurney, W. S. C.; de Roos, A. M.",,"Murdoch, W. W. (); McCauley, E. (); Nisbet, R. M. (); Gurney, W. S. C. (); de Roos, A. M. ()",46,1,,,,https://app.dimensions.ai/details/publication/pub.1089755383,,,,,,
162,100,pub.1008126202,10.1016/0040-5809(91)90050-p,,,Population dynamics and element recycling in an aquatic plant-herbivore system,Theoretical Population Biology,,,1991-10,1991,40,2,125-147,"All OA; Green, Accepted & Submitted",Article,"Nisbet, R.M.; McCauley, E.; de Roos, A.M.; Murdoch, W.W.; Gurney, W.S.C.",,"Nisbet, R.M. (University of Strathclyde); McCauley, E. (University of Calgary); de Roos, A.M. (University of Calgary); Murdoch, W.W. (University of California, Santa Barbara); Gurney, W.S.C. (University of Strathclyde)",30,1,,,https://pure.uva.nl/ws/files/2064875/27686_124840y.pdf,https://app.dimensions.ai/details/publication/pub.1008126202,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
163,100,pub.1052207616,10.1007/978-3-642-49979-1_4,,,Population Surfaces: A New Method of Mortality Estimation,Lecture Notes in Biomathematics,Estimation of Mortality Rates in Stage-Structured Population,,1991,1991,90,,40-53,Closed,Chapter,"Wood, Simon N.; Nisbet, Roger M.",,"Wood, Simon N. (); Nisbet, Roger M. (University of Strathclyde)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1052207616,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
164,100,pub.1049086085,10.1007/978-3-642-49979-1_3,,,Cubic Splines and Histosplines,Lecture Notes in Biomathematics,Estimation of Mortality Rates in Stage-Structured Population,,1991,1991,90,,23-39,Closed,Chapter,"Wood, Simon N.; Nisbet, Roger M.",,"Wood, Simon N. (); Nisbet, Roger M. (University of Strathclyde)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1049086085,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
165,100,pub.1035523697,10.1007/978-3-642-49979-1_5,,,Tests of the New Method,Lecture Notes in Biomathematics,Estimation of Mortality Rates in Stage-Structured Population,,1991,1991,90,,54-76,Closed,Chapter,"Wood, Simon N.; Nisbet, Roger M.",,"Wood, Simon N. (); Nisbet, Roger M. (University of Strathclyde)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1035523697,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
166,100,pub.1020747939,10.1007/978-3-642-49979-1_1,,,Introduction,Lecture Notes in Biomathematics,Estimation of Mortality Rates in Stage-Structured Population,,1991,1991,90,,1-8,Closed,Chapter,"Wood, Simon N.; Nisbet, Roger M.",,"Wood, Simon N. (); Nisbet, Roger M. (University of Strathclyde)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1020747939,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
167,100,pub.1017997675,10.1007/978-3-642-49979-1_2,,,Mortality Estimation Schemes Related to Stage Structured Population Models,Lecture Notes in Biomathematics,Estimation of Mortality Rates in Stage-Structured Population,,1991,1991,90,,9-22,Closed,Chapter,"Wood, Simon N.; Nisbet, Roger M.",,"Wood, Simon N. (); Nisbet, Roger M. (University of Strathclyde)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1017997675,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
168,100,pub.1015591473,10.1007/978-3-642-49979-1_7,,,Discussion,Lecture Notes in Biomathematics,Estimation of Mortality Rates in Stage-Structured Population,,1991,1991,90,,92-95,Closed,Chapter,"Wood, Simon N.; Nisbet, Roger M.",,"Wood, Simon N. (); Nisbet, Roger M. (University of Strathclyde)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1015591473,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
169,100,pub.1031502282,10.1007/bf02458578,,,Generation cycles in stage structured populations,Bulletin of Mathematical Biology,,,1990-05,1990,52,3,375-396,Closed,Article,"Jansen, V. A. A.; Nisbet, R. M.; Gurney, W. S. C.","Nisbet, R. M.","Jansen, V. A. A. (University of Strathclyde; Wageningen University & Research); Nisbet, R. M. (University of Strathclyde); Gurney, W. S. C. (University of Strathclyde)",16,0,,,,https://app.dimensions.ai/details/publication/pub.1031502282,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
170,100,pub.1008435437,10.2307/1940325,,,The Physiological Ecology of Daphnia: A Dynamic Model of Growth and Reproduction,Ecology,,,1990-04,1990,71,2,716-732,Closed,Article,"Gurney, W. S. C.; McCauley, E.; Nisbet, R. M.; Murdoch, W. W.",,"Gurney, W. S. C. (); McCauley, E. (); Nisbet, R. M. (); Murdoch, W. W. ()",87,3,,,,https://app.dimensions.ai/details/publication/pub.1008435437,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
171,100,pub.1001354350,10.2307/1940324,,,The Physiological Ecology of Daphnia: Development of a Model of Growth and Reproduction,Ecology,,,1990-04,1990,71,2,703-715,Closed,Article,"McCauley, Edward; Murdoch, William W.; Nisbet, Roger M.; Gurney, William S. C.",,"McCauley, Edward (); Murdoch, William W. (); Nisbet, Roger M. (); Gurney, William S. C. ()",143,6,,,,https://app.dimensions.ai/details/publication/pub.1001354350,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
172,200,pub.1054613722,10.1016/s0092-8240(05)80217-4,,,Generation cycles in stage structured populations,Bulletin of Mathematical Biology,,,1990,1990,52,3,375-396,Closed,Article,"JANSEN, V; NISBET, R; GURNEY, W",,"JANSEN, V (); NISBET, R (); GURNEY, W ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1054613722,01 Mathematical Sciences; 06 Biological Sciences,01 Mathematical Sciences,06 Biological Sciences,,,
